site	cond1	cond2	mod_cond1	mod_cond2	unmod_cond1	unmod_cond2	odds_ratio	pvalue
chr10:97432610	wtdmso	wtcsc	7	19	68	67	0.36300309597523217	0.032640681724997005
chr11:119017507	wtdmso	wtcsc	109	174	292	320	0.6865060620374744	0.011374996079877006
chr11:123057592	wtdmso	wtcsc	10	32	54	71	0.41087962962962965	0.0283570297084307
chr11:18396889	wtdmso	wtcsc	5	18	50	43	0.2388888888888889	0.009319067152432005
chr11:18407169	wtdmso	wtcsc	1	9	89	100	0.12484394506866417	0.02386691130996284
chr11:18407206	wtdmso	wtcsc	11	27	115	115	0.4074074074074074	0.021750842925913963
chr11:18407604	wtdmso	wtcsc	15	36	122	103	0.351775956284153	0.001761251887902623
chr11:18407625	wtdmso	wtcsc	37	60	90	76	0.5207407407407407	0.014987884148251446
chr11:2395872	wtdmso	wtcsc	1	10	86	67	0.07790697674418605	0.0031702571500854286
chr11:2396652	wtdmso	wtcsc	7	20	86	62	0.25232558139534883	0.00288365832834774
chr11:2396890	wtdmso	wtcsc	6	14	72	55	0.3273809523809524	0.031239264496907698
chr11:2397096	wtdmso	wtcsc	10	21	90	68	0.35978835978835977	0.017300382217156806
chr11:32589565	wtdmso	wtcsc	1	10	30	34	0.11333333333333333	0.021578389262834195
chr11:33710163	wtdmso	wtcsc	14	32	83	82	0.4322289156626506	0.01931676053499294
chr11:3827050	wtdmso	wtcsc	9	25	35	36	0.3702857142857143	0.0346382081867388
chr11:3827977	wtdmso	wtcsc	10	29	28	31	0.3817733990147783	0.03563320341779852
chr11:61964763	wtdmso	wtcsc	16	70	654	1346	0.4704237658366099	0.006324758027447753
chr11:61964818	wtdmso	wtcsc	54	164	653	1385	0.6983714936689949	0.031261188453228075
chr11:61964826	wtdmso	wtcsc	11	49	731	1600	0.49135933443144697	0.03350361539526654
chr11:61964883	wtdmso	wtcsc	22	84	671	1497	0.5843091334894613	0.030119477964142924
chr11:61965013	wtdmso	wtcsc	12	100	662	1440	0.2610271903323263	7.71803011851173e-07
chr11:61965022	wtdmso	wtcsc	162	533	462	816	0.5368290246339027	3.735514684305492e-09
chr11:61965104	wtdmso	wtcsc	10	48	502	1151	0.4776726427622842	0.039929050722839955
chr11:61965405	wtdmso	wtcsc	5	49	670	1494	0.22753579043557723	0.0002627245490296602
chr11:61965422	wtdmso	wtcsc	12	53	569	1296	0.5157011639088769	0.03895547355284235
chr11:61965434	wtdmso	wtcsc	57	188	605	1313	0.658000703358537	0.007983350439249207
chr11:61967378	wtdmso	wtcsc	38	130	496	1115	0.6571029776674938	0.027214225798139337
chr11:61967390	wtdmso	wtcsc	77	266	458	1010	0.63835899793151	0.0012646403835137375
chr11:61967574	wtdmso	wtcsc	7	74	465	1058	0.21522813135716362	7.443890410613038e-06
chr11:62567426	wtdmso	wtcsc	16	40	347	408	0.47031700288184436	0.012072481993288243
chr11:62571038	wtdmso	wtcsc	21	46	275	329	0.5461660079051384	0.027774089135048592
chr11:62885196	wtdmso	wtcsc	1	13	93	133	0.11000827129859388	0.01048536712881112
chr11:62885255	wtdmso	wtcsc	2	19	92	121	0.13844393592677345	0.0020635582377362518
chr11:62888209	wtdmso	wtcsc	6	25	82	101	0.29560975609756096	0.00955514736560361
chr11:62888530	wtdmso	wtcsc	16	52	82	113	0.42401500938086306	0.008440675273808703
chr11:62888692	wtdmso	wtcsc	9	31	32	42	0.3810483870967742	0.04019782749075713
chr11:62888703	wtdmso	wtcsc	4	20	74	102	0.2756756756756757	0.0239823049442566
chr11:64319791	wtdmso	wtcsc	9	2	57	111	8.763157894736842	0.0023411979696549207
chr11:64320660	wtdmso	wtcsc	1	12	63	89	0.11772486772486772	0.017131910451291484
chr11:65855423	wtdmso	wtcsc	1	8	133	154	0.14473684210526316	0.04371067144231453
chr11:67071699	wtdmso	wtcsc	9	24	23	20	0.32608695652173914	0.034317684934311345
chr11:67071922	wtdmso	wtcsc	2	13	28	31	0.17032967032967034	0.01915719234914903
chr11:67584718	wtdmso	wtcsc	9	32	303	380	0.3527227722772277	0.005305959732002121
chr11:67585200	wtdmso	wtcsc	31	65	304	400	0.6275303643724697	0.04712730101943022
chr11:67586588	wtdmso	wtcsc	66	121	241	279	0.6314598264805734	0.00983047523067992
chr11:75400722	wtdmso	wtcsc	150	263	298	373	0.7138847066629239	0.009225770721292033
chr11:75401640	wtdmso	wtcsc	105	206	338	417	0.6288418452346757	0.0010180635408639485
chr11:75401681	wtdmso	wtcsc	142	289	357	442	0.6083374526281101	7.438439865645213e-05
chr11:75401685	wtdmso	wtcsc	97	202	399	522	0.6282289883123651	0.0008906714388861574
chr11:75404091	wtdmso	wtcsc	30	23	540	791	1.9106280193236715	0.022748431524017367
chr11:75404710	wtdmso	wtcsc	58	135	457	586	0.5509036388686279	0.00033961100925935785
chr11:75404749	wtdmso	wtcsc	21	71	540	723	0.3960093896713615	0.00016514925003804372
chr11:75404768	wtdmso	wtcsc	56	129	494	644	0.5659228572325268	0.0007180557332626704
chr11:75405661	wtdmso	wtcsc	2	18	472	665	0.1565442561205273	0.004611003889061174
chr11:7987662	wtdmso	wtcsc	1	8	73	72	0.1232876712328767	0.03490809192425417
chr11:7995027	wtdmso	wtcsc	9	23	111	104	0.36662749706227965	0.014107453066316247
chr11:7996136	wtdmso	wtcsc	12	27	104	95	0.405982905982906	0.014847455866879352
chr11:812810	wtdmso	wtcsc	54	89	432	486	0.6825842696629213	0.03843469735818042
chr11:837490	wtdmso	wtcsc	10	43	19	30	0.3671970624235006	0.03002030258533174
chr11:8684811	wtdmso	wtcsc	80	137	630	742	0.6877534468775345	0.012587085305632892
chr11:8684825	wtdmso	wtcsc	157	227	466	508	0.7539657030496681	0.021616975984540696
chr11:8684856	wtdmso	wtcsc	4	17	610	723	0.2788813886210222	0.014976328115460798
chr12:106239169	wtdmso	wtcsc	6	32	5	5	0.1875	0.0358635421152376
chr12:10699149	wtdmso	wtcsc	13	34	57	65	0.4360165118679051	0.03583836296116394
chr12:110436160	wtdmso	wtcsc	7	28	35	47	0.3357142857142857	0.021463461625801875
chr12:112405329	wtdmso	wtcsc	38	74	228	243	0.5472972972972973	0.0060505152027264955
chr12:112406035	wtdmso	wtcsc	2	11	260	306	0.213986013986014	0.04468689545930607
chr12:112406296	wtdmso	wtcsc	37	79	247	262	0.49679700712345615	0.0013074405573171052
chr12:112406809	wtdmso	wtcsc	9	25	262	299	0.41083969465648856	0.02182711395493673
chr12:120196776	wtdmso	wtcsc	82	139	838	916	0.6448378290207929	0.0026595635623175877
chr12:120198938	wtdmso	wtcsc	51	97	733	792	0.5680932757626475	0.001819941291500584
chr12:120199204	wtdmso	wtcsc	9	24	675	757	0.42055555555555557	0.032726806090215416
chr12:120199366	wtdmso	wtcsc	37	87	598	632	0.449467573905355	6.474653803276428e-05
chr12:124912113	wtdmso	wtcsc	48	128	343	530	0.5794460641399417	0.002724885384655624
chr12:124912150	wtdmso	wtcsc	73	171	297	449	0.6453816921653179	0.006020008572297614
chr12:124912287	wtdmso	wtcsc	62	153	292	450	0.6244963738920226	0.004978067685356745
chr12:124912341	wtdmso	wtcsc	45	119	329	526	0.604582258435289	0.007853909565735052
chr12:124912378	wtdmso	wtcsc	64	149	263	418	0.6826753770383035	0.02760927229859948
chr12:124912458	wtdmso	wtcsc	27	91	288	455	0.46875	0.0009280065447287846
chr12:124912569	wtdmso	wtcsc	31	87	288	493	0.6099537037037037	0.029816912899907122
chr12:124912686	wtdmso	wtcsc	42	103	248	394	0.6478233636078923	0.035735461442976735
chr12:124912834	wtdmso	wtcsc	64	146	196	315	0.7045009784735812	0.04967449571755134
chr12:124913142	wtdmso	wtcsc	29	102	212	347	0.465362560118387	0.0005286154465905394
chr12:124913253	wtdmso	wtcsc	31	94	197	355	0.5942866400259207	0.021113293515534096
chr12:124913290	wtdmso	wtcsc	51	145	172	273	0.5582598235765838	0.002173203255983182
chr12:124913709	wtdmso	wtcsc	49	131	148	254	0.641943470187745	0.029093310028010785
chr12:124913746	wtdmso	wtcsc	33	94	156	267	0.6008592471358429	0.025283393117797107
chr12:21635367	wtdmso	wtcsc	6	20	59	71	0.3610169491525424	0.04879302399727528
chr12:21638404	wtdmso	wtcsc	18	43	46	47	0.4277047522750253	0.019010783605876512
chr12:49759297	wtdmso	wtcsc	3	19	50	85	0.26842105263157895	0.049354984700259785
chr12:49763662	wtdmso	wtcsc	1	9	53	67	0.14046121593291405	0.04519929281493337
chr12:49764530	wtdmso	wtcsc	24	55	54	59	0.4767676767676768	0.01736662408993215
chr12:52241544	wtdmso	wtcsc	8	53	118	338	0.43236328749600256	0.03774093510369596
chr12:52487268	wtdmso	wtcsc	92	150	297	340	0.7021324354657688	0.022698280512658816
chr12:52487321	wtdmso	wtcsc	24	63	385	439	0.4343846629560915	0.0006256195734997567
chr12:52487361	wtdmso	wtcsc	17	45	382	426	0.4212914485165794	0.00231946531094055
chr12:52490659	wtdmso	wtcsc	3	26	101	254	0.2901751713632902	0.047904942561375743
chr12:52490920	wtdmso	wtcsc	43	157	54	107	0.5426987497051191	0.012116612479261716
chr12:52491122	wtdmso	wtcsc	11	55	87	211	0.4850574712643678	0.04556649120616738
chr12:52492752	wtdmso	wtcsc	4	37	53	152	0.3100458949515553	0.025832306108296243
chr12:52514616	wtdmso	wtcsc	16	27	280	197	0.41693121693121693	0.009411192190188494
chr12:52514697	wtdmso	wtcsc	12	31	394	270	0.2652693630260357	8.797510200507443e-05
chr12:52516702	wtdmso	wtcsc	43	67	195	180	0.5924225028702641	0.022493462930856047
chr12:52518993	wtdmso	wtcsc	4	18	125	177	0.31466666666666665	0.04086916190585198
chr12:52519023	wtdmso	wtcsc	4	25	110	159	0.23127272727272727	0.004284756009747575
chr12:52520305	wtdmso	wtcsc	2	21	84	135	0.15306122448979592	0.004901194238951245
chr12:52952134	wtdmso	wtcsc	7	42	57	118	0.34502923976608185	0.012242534649808252
chr12:53041222	wtdmso	wtcsc	3	16	25	32	0.24	0.03133239993144513
chr12:53041596	wtdmso	wtcsc	1	9	39	48	0.13675213675213677	0.04311345588824722
chr12:53468813	wtdmso	wtcsc	33	79	98	99	0.42198398346680444	0.0005263346717992513
chr12:54284711	wtdmso	wtcsc	29	74	48	52	0.42454954954954954	0.003956655331788223
chr12:54284723	wtdmso	wtcsc	5	23	98	145	0.3216503992901508	0.02313798236472662
chr12:56638214	wtdmso	wtcsc	53	73	72	54	0.5445205479452054	0.023148873991845127
chr12:56638379	wtdmso	wtcsc	13	27	128	123	0.4626736111111111	0.04010075813315979
chr12:56638400	wtdmso	wtcsc	27	48	132	130	0.5539772727272727	0.03547972384297694
chr12:57234516	wtdmso	wtcsc	4	18	40	45	0.25	0.01568766697362543
chr12:57750971	wtdmso	wtcsc	26	132	177	495	0.5508474576271186	0.009911093911648242
chr12:57751010	wtdmso	wtcsc	36	165	174	502	0.6294670846394984	0.023768599671696863
chr12:6235479	wtdmso	wtcsc	12	19	38	22	0.3656509695290859	0.028839156759706795
chr12:6390777	wtdmso	wtcsc	5	17	28	29	0.30462184873949577	0.04268770368716593
chr12:6537383	wtdmso	wtcsc	41	99	856	1156	0.5592844331162088	0.0018981208885658187
chr12:6537583	wtdmso	wtcsc	88	217	731	946	0.5248034697750068	1.3918273650096481e-06
chr12:6537616	wtdmso	wtcsc	21	72	846	1115	0.3844070133963751	6.0723359095847595e-05
chr12:6537788	wtdmso	wtcsc	20	65	701	908	0.3985515198068693	0.00027033190619277957
chr12:6537793	wtdmso	wtcsc	188	345	671	806	0.6545627335363615	5.3378859059192966e-05
chr12:6537911	wtdmso	wtcsc	144	274	797	1048	0.6910586231213767	0.0011677719719130923
chr12:6538295	wtdmso	wtcsc	3	19	896	1239	0.21833881578947367	0.00779866595974588
chr12:6869295	wtdmso	wtcsc	2	16	116	164	0.17672413793103448	0.011548168504266251
chr12:6870446	wtdmso	wtcsc	6	24	118	152	0.3220338983050847	0.017721101350214465
chr12:6870794	wtdmso	wtcsc	15	39	124	136	0.4218362282878412	0.010022919477277053
chr12:6965529	wtdmso	wtcsc	5	18	37	41	0.3078078078078078	0.032090790882432774
chr12:98601380	wtdmso	wtcsc	18	45	115	142	0.49391304347826087	0.02237791995438505
chr12:98601439	wtdmso	wtcsc	3	19	141	180	0.20156774916013437	0.00620886178408383
chr12:98601548	wtdmso	wtcsc	87	139	51	46	0.5645366060093102	0.0202916028641357
chr13:113306580	wtdmso	wtcsc	2	8	8	4	0.125	0.04273126254550403
chr13:113322631	wtdmso	wtcsc	2	7	38	12	0.09022556390977443	0.0033757287707862783
chr13:21146825	wtdmso	wtcsc	3	8	44	26	0.2215909090909091	0.045448324842334215
chr13:21177296	wtdmso	wtcsc	15	27	22	14	0.35353535353535354	0.04010144469126707
chr13:27253783	wtdmso	wtcsc	170	239	229	241	0.7485702800972027	0.03540863876848998
chr13:45336915	wtdmso	wtcsc	25	58	177	209	0.508961620884473	0.0100817822197972
chr13:45337045	wtdmso	wtcsc	106	159	71	68	0.6384976525821596	0.035271088035980426
chr13:45337293	wtdmso	wtcsc	339	514	292	293	0.6617917488406801	0.00015161013202757463
chr13:45337309	wtdmso	wtcsc	124	212	443	572	0.7552280761531581	0.030341924950433263
chr13:45339503	wtdmso	wtcsc	3	23	633	794	0.16361013805893262	0.0005281259402821484
chr13:45339549	wtdmso	wtcsc	11	34	591	750	0.4105703194983577	0.009081289764851496
chr13:45339580	wtdmso	wtcsc	43	96	586	724	0.5533987485779295	0.002120835320408718
chr13:45340062	wtdmso	wtcsc	93	169	529	628	0.653281283207123	0.002981968909749586
chr14:21210621	wtdmso	wtcsc	2	7	14	6	0.12244897959183673	0.04053687441993289
chr14:35314360	wtdmso	wtcsc	4	1	9	33	14.666666666666666	0.016687104245996752
chr14:35401726	wtdmso	wtcsc	5	1	24	41	8.541666666666666	0.03814249532633586
chr14:35401832	wtdmso	wtcsc	13	9	14	31	3.1984126984126986	0.03625175565275542
chr14:49618828	wtdmso	wtcsc	14	36	21	19	0.35185185185185186	0.02892824956183558
chr14:49618877	wtdmso	wtcsc	1	14	32	42	0.09375	0.007590025450503805
chr14:54427497	wtdmso	wtcsc	4	22	21	34	0.2943722943722944	0.043037929844799434
chr14:55145216	wtdmso	wtcsc	3	13	32	35	0.25240384615384615	0.04826015850976638
chr14:68793025	wtdmso	wtcsc	9	3	4	10	7.5	0.04717997038632386
chr14:68902550	wtdmso	wtcsc	1	8	12	4	0.041666666666666664	0.003607484183604791
chr14:74493197	wtdmso	wtcsc	1	12	39	54	0.11538461538461539	0.016432238527320647
chr15:34341955	wtdmso	wtcsc	2	13	22	28	0.1958041958041958	0.036291011916210786
chr15:43771511	wtdmso	wtcsc	8	39	70	80	0.23443223443223443	0.0002783792153189949
chr15:44715670	wtdmso	wtcsc	9	21	126	120	0.40816326530612246	0.03334350678686655
chr15:44717884	wtdmso	wtcsc	21	39	125	116	0.4996923076923077	0.021227066279908557
chr15:60347633	wtdmso	wtcsc	8	38	239	367	0.32327681127504954	0.0025369981053006106
chr15:60351202	wtdmso	wtcsc	14	60	230	339	0.34391304347826085	0.00030971972683672304
chr15:60351235	wtdmso	wtcsc	8	31	228	353	0.39954725523486134	0.025585210644147344
chr15:60351785	wtdmso	wtcsc	8	4	213	391	3.671361502347418	0.03302227900711193
chr15:60355989	wtdmso	wtcsc	4	36	189	334	0.19635508524397413	0.00043583454282200313
chr15:60364436	wtdmso	wtcsc	16	11	133	291	3.1825017088174983	0.005078047964889211
chr15:64155918	wtdmso	wtcsc	6	30	53	96	0.3622641509433962	0.029738242602623408
chr15:66499405	wtdmso	wtcsc	29	75	338	534	0.610887573964497	0.03222405511923754
chr15:66503419	wtdmso	wtcsc	36	98	205	335	0.600298656047785	0.020300901993098242
chr15:69455481	wtdmso	wtcsc	8	28	377	382	0.28950359984842744	0.0017365405482775982
chr15:72199401	wtdmso	wtcsc	54	79	130	122	0.6414800389483933	0.04219948302338453
chr15:72199569	wtdmso	wtcsc	69	101	104	98	0.6437547600913938	0.03756059217537426
chr15:72200490	wtdmso	wtcsc	12	34	146	166	0.40128928283642223	0.010397730689424053
chr15:79322689	wtdmso	wtcsc	7	9	7	37	4.111111111111111	0.03792041800587739
chr15:90228629	wtdmso	wtcsc	4	7	26	9	0.1978021978021978	0.031903202514198176
chr16:1314344	wtdmso	wtcsc	1	14	10	12	0.08571428571428572	0.013600952912606384
chr16:1349440	wtdmso	wtcsc	3	11	11	3	0.0743801652892562	0.007028212759805167
chr16:1962126	wtdmso	wtcsc	40	116	1161	1212	0.35997505123407286	1.1161715198749061e-08
chr16:1962153	wtdmso	wtcsc	11	38	1282	1450	0.3274078331554315	0.0007221406336838417
chr16:1962167	wtdmso	wtcsc	19	61	1405	1564	0.346724228458083	2.136379884228133e-05
chr16:1962204	wtdmso	wtcsc	45	107	1377	1515	0.4627084478651274	1.2442720079726925e-05
chr16:1962225	wtdmso	wtcsc	41	69	1261	1404	0.6615867324069924	0.040745679637629637
chr16:1962240	wtdmso	wtcsc	95	209	1146	1206	0.4783436458829129	7.429700071557962e-09
chr16:1962543	wtdmso	wtcsc	223	330	1028	1236	0.8124867350548285	0.03177425156496124
chr16:1962769	wtdmso	wtcsc	18	46	1340	1498	0.43744321868916286	0.002296641304588401
chr16:1963177	wtdmso	wtcsc	9	30	1208	1368	0.33973509933774837	0.003212082034206088
chr16:1964563	wtdmso	wtcsc	130	260	916	1040	0.5676855895196506	8.535230221957051e-07
chr16:30067500	wtdmso	wtcsc	166	177	194	323	1.561477080785136	0.0018803986261140687
chr16:30068868	wtdmso	wtcsc	43	83	370	469	0.6566916313904265	0.04227715430441098
chr16:30068905	wtdmso	wtcsc	47	90	378	425	0.5871546149323927	0.006917137537206646
chr16:30069529	wtdmso	wtcsc	20	46	461	566	0.5338111855135339	0.021404601389707362
chr16:30069924	wtdmso	wtcsc	43	83	464	560	0.625259659326963	0.01751643491297082
chr16:30069988	wtdmso	wtcsc	89	80	449	618	1.5312360801781737	0.012091934759903434
chr16:3021271	wtdmso	wtcsc	12	44	86	150	0.47568710359408034	0.040174249766852826
chr16:3021989	wtdmso	wtcsc	32	24	116	251	2.8850574712643677	0.00028294630380691155
chr16:3022075	wtdmso	wtcsc	21	64	122	211	0.5674948770491803	0.04088409429296025
chr16:3022146	wtdmso	wtcsc	19	61	131	231	0.5492428982605431	0.0368730238904293
chr16:56627083	wtdmso	wtcsc	33	75	102	129	0.5564705882352942	0.01768826418331833
chr16:56627105	wtdmso	wtcsc	7	33	71	125	0.37345283824157066	0.026189034068583535
chr16:58708001	wtdmso	wtcsc	7	22	29	28	0.3072100313479624	0.021513175887405686
chr16:58709419	wtdmso	wtcsc	21	17	14	31	2.735294117647059	0.04397562019598561
chr16:70252653	wtdmso	wtcsc	4	21	28	40	0.272108843537415	0.02755879272077226
chr16:70252724	wtdmso	wtcsc	4	19	28	40	0.3007518796992481	0.0456285324959009
chr16:87830132	wtdmso	wtcsc	9	26	229	292	0.44138394356734967	0.03553346868369002
chr16:87830486	wtdmso	wtcsc	105	184	105	129	0.7010869565217391	0.049098947998242264
chr16:87831151	wtdmso	wtcsc	74	149	60	69	0.5711409395973155	0.01661328373444846
chr16:87831267	wtdmso	wtcsc	39	99	61	71	0.4585196224540487	0.002525480753464382
chr16:89561008	wtdmso	wtcsc	182	276	818	984	0.7932390772828745	0.030809424065664014
chr16:89561641	wtdmso	wtcsc	70	118	1131	1373	0.7201516581995834	0.03977709367509164
chr16:89562342	wtdmso	wtcsc	251	394	962	1138	0.7536065937081166	0.0020558748503277397
chr16:89562364	wtdmso	wtcsc	66	128	1090	1297	0.6135464449541285	0.0020180077976878754
chr16:89563017	wtdmso	wtcsc	189	292	1025	1252	0.7906047444036084	0.02290825312647051
chr17:16439365	wtdmso	wtcsc	8	24	170	203	0.3980392156862745	0.02627556584488583
chr17:16439409	wtdmso	wtcsc	27	54	181	210	0.580110497237569	0.036610215770323015
chr17:16441890	wtdmso	wtcsc	17	42	213	237	0.4503688799463447	0.007987096441672902
chr17:28722756	wtdmso	wtcsc	7	27	320	436	0.35324074074074074	0.012247930092927118
chr17:39997528	wtdmso	wtcsc	2	7	27	14	0.14814814814814814	0.025312912890091646
chr17:39997731	wtdmso	wtcsc	2	5	25	9	0.144	0.03501543905908476
chr17:40019226	wtdmso	wtcsc	10	31	34	32	0.3036053130929791	0.008264277601068414
chr17:40019372	wtdmso	wtcsc	5	17	34	32	0.2768166089965398	0.025353430692636195
chr17:41523980	wtdmso	wtcsc	2	20	169	374	0.22130177514792898	0.0311640531976634
chr17:41524412	wtdmso	wtcsc	42	70	132	366	1.6636363636363636	0.02731857827304548
chr17:41582339	wtdmso	wtcsc	21	53	489	554	0.44889454798009026	0.0023449803302647097
chr17:41582438	wtdmso	wtcsc	92	181	469	509	0.5516380214162023	2.619736027416741e-05
chr17:41582529	wtdmso	wtcsc	76	144	444	469	0.557494994994995	0.0001615495526313346
chr17:41583438	wtdmso	wtcsc	51	111	459	572	0.5725725725725725	0.002036486978317629
chr17:41583662	wtdmso	wtcsc	55	121	335	475	0.6445047489823609	0.01362064987358252
chr17:41583793	wtdmso	wtcsc	51	124	324	485	0.6156660692951016	0.007695715459889145
chr17:41584320	wtdmso	wtcsc	6	31	267	481	0.3486770569046756	0.013519169350488571
chr17:41586463	wtdmso	wtcsc	2	28	158	321	0.14511754068716093	0.0018151419529095865
chr17:41619590	wtdmso	wtcsc	42	59	373	316	0.6030808379152088	0.01915409660308458
chr17:41620553	wtdmso	wtcsc	87	100	334	272	0.708502994011976	0.044252344015957484
chr17:41620748	wtdmso	wtcsc	7	20	408	363	0.3113970588235294	0.006031523523338619
chr17:41621082	wtdmso	wtcsc	67	91	254	236	0.6840875659773298	0.04412225158358646
chr17:41621090	wtdmso	wtcsc	1	8	288	285	0.12369791666666667	0.03765853054570706
chr17:41624156	wtdmso	wtcsc	43	96	76	85	0.5009594298245614	0.004553512859033344
chr17:41624240	wtdmso	wtcsc	26	20	97	162	2.1711340206185565	0.021674804216773542
chr17:41690166	wtdmso	wtcsc	53	94	277	331	0.6737460634457332	0.04146854636851981
chr17:41690968	wtdmso	wtcsc	4	19	316	404	0.2691538974017322	0.01669392216100902
chr17:41754815	wtdmso	wtcsc	2	11	62	53	0.15542521994134897	0.01627151438468783
chr17:42128360	wtdmso	wtcsc	2	9	12	6	0.1111111111111111	0.020939530234882556
chr17:43002907	wtdmso	wtcsc	3	20	151	280	0.2781456953642384	0.03960197501436381
chr17:43014921	wtdmso	wtcsc	2	18	36	62	0.19135802469135801	0.01940210358356349
chr17:43015563	wtdmso	wtcsc	4	19	26	30	0.242914979757085	0.02122466595063055
chr17:44352897	wtdmso	wtcsc	1	8	84	86	0.12797619047619047	0.03648217329618861
chr17:4946725	wtdmso	wtcsc	30	54	268	297	0.6156716417910447	0.046648789768147
chr17:50089862	wtdmso	wtcsc	22	48	111	130	0.5367867867867868	0.03907975501525765
chr17:51168252	wtdmso	wtcsc	13	37	166	209	0.44236405079778574	0.014704788212170042
chr17:51171558	wtdmso	wtcsc	30	65	179	211	0.5440481306403094	0.014967802041134804
chr17:5433153	wtdmso	wtcsc	2	9	48	35	0.16203703703703703	0.021573810400525213
chr17:64500695	wtdmso	wtcsc	3	21	20	20	0.14285714285714285	0.0029561543990882086
chr17:7311852	wtdmso	wtcsc	1	10	42	51	0.12142857142857143	0.024436343433475102
chr17:75756769	wtdmso	wtcsc	3	17	91	139	0.26955397543632836	0.03127898367068971
chr17:75757501	wtdmso	wtcsc	12	31	115	141	0.47461430575035063	0.04503172204425697
chr17:75778531	wtdmso	wtcsc	8	25	77	95	0.3948051948051948	0.03376209854289301
chr17:75779164	wtdmso	wtcsc	9	36	62	77	0.31048387096774194	0.004455204036555145
chr17:7578633	wtdmso	wtcsc	6	21	35	33	0.2693877551020408	0.011596122539645703
chr17:78971549	wtdmso	wtcsc	7	3	7	25	8.333333333333334	0.008451175633838173
chr17:81510029	wtdmso	wtcsc	45	94	330	465	0.6745647969052224	0.04872806329628684
chr17:81510184	wtdmso	wtcsc	28	68	313	441	0.5801541063709829	0.0204091053509539
chr17:81510221	wtdmso	wtcsc	44	96	307	436	0.6509229098805646	0.03037678112815099
chr17:81510274	wtdmso	wtcsc	84	70	305	524	2.061639344262295	4.924000447881381e-05
chr17:81510524	wtdmso	wtcsc	67	166	240	336	0.5650602409638554	0.0005810598081321329
chr17:81510592	wtdmso	wtcsc	47	105	257	374	0.6513989253288864	0.0263580267033537
chr17:81510684	wtdmso	wtcsc	163	278	55	61	0.6502943100065403	0.04275832256626906
