site	cond1	cond2	mod_cond1	mod_cond2	unmod_cond1	unmod_cond2	odds_ratio	pvalue
chr10:17229963	wtdmso	wtcsc	4	6	153	255	1.1111111111111112	1.0
chr10:17233593	wtdmso	wtcsc	2	2	162	283	1.7469135802469136	0.6252973728159101
chr10:17233617	wtdmso	wtcsc	2	6	175	292	0.5561904761904762	0.7159902633160904
chr10:17233669	wtdmso	wtcsc	5	13	148	245	0.6366943866943867	0.4636025428599788
chr10:17233801	wtdmso	wtcsc	24	40	182	286	0.9428571428571428	0.8916535116569998
chr10:17233839	wtdmso	wtcsc	18	73	169	217	0.31660857582880764	1.5422111709486448e-05
chr10:17233896	wtdmso	wtcsc	11	22	198	301	0.76010101010101	0.5817687466812349
chr10:17234699	wtdmso	wtcsc	26	43	169	252	0.9016100178890877	0.790994846052024
chr10:17234723	wtdmso	wtcsc	5	5	235	351	1.4936170212765958	0.5336664681663605
chr10:17234815	wtdmso	wtcsc	16	15	247	362	1.5632928475033738	0.26235814445688665
chr10:17235208	wtdmso	wtcsc	14	47	245	318	0.38662613981762917	0.002374788929885929
chr10:17235229	wtdmso	wtcsc	3	9	262	345	0.4389312977099237	0.2506161868271654
chr10:17235238	wtdmso	wtcsc	6	5	242	332	1.6462809917355372	0.540562462272031
chr10:17235340	wtdmso	wtcsc	1	10	273	378	0.13846153846153847	0.031029039038122583
chr10:17235865	wtdmso	wtcsc	5	10	256	381	0.744140625	0.7909873271488512
chr10:17235880	wtdmso	wtcsc	23	39	225	307	0.8046723646723647	0.49698862093651003
chr10:17236340	wtdmso	wtcsc	13	36	274	332	0.4375506893755069	0.01107084522251562
chr10:17236364	wtdmso	wtcsc	23	39	264	356	0.7952602952602953	0.4219843830548019
chr10:17236375	wtdmso	wtcsc	6	18	216	287	0.44290123456790126	0.09303676773857546
chr10:17237241	wtdmso	wtcsc	3	12	274	380	0.3467153284671533	0.11327998692234995
chr10:17237260	wtdmso	wtcsc	8	18	270	356	0.5860082304526749	0.23164422570158544
chr10:17237340	wtdmso	wtcsc	1	2	285	393	0.6894736842105263	1.0
chr10:17237524	wtdmso	wtcsc	21	54	276	360	0.5072463768115942	0.012884922632310428
chr10:3107214	wtdmso	wtcsc	1	5	12	15	0.25	0.364418256937723
chr10:3108725	wtdmso	wtcsc	1	1	12	17	1.4166666666666667	1.0
chr10:3108766	wtdmso	wtcsc	1	4	14	15	0.26785714285714285	0.3547308952906675
chr10:3109439	wtdmso	wtcsc	2	1	13	19	2.923076923076923	0.5645530939648586
chr10:3112221	wtdmso	wtcsc	1	2	15	18	0.6	1.0
chr10:3113138	wtdmso	wtcsc	2	4	22	17	0.38636363636363635	0.3955379088674608
chr10:3116838	wtdmso	wtcsc	1	1	23	22	0.9565217391304348	1.0
chr10:3119902	wtdmso	wtcsc	1	3	30	22	0.24444444444444444	0.31423398404530467
chr10:3120030	wtdmso	wtcsc	3	4	23	21	0.6847826086956522	0.7030017680831198
chr10:3129851	wtdmso	wtcsc	2	3	31	24	0.5161290322580645	0.6493542447585943
chr10:3133222	wtdmso	wtcsc	3	2	33	27	1.2272727272727273	1.0
chr10:3133279	wtdmso	wtcsc	1	5	37	34	0.1837837837837838	0.20024906600249068
chr10:3134510	wtdmso	wtcsc	3	1	25	34	4.08	0.3147658499324285
chr10:3134518	wtdmso	wtcsc	1	3	34	34	0.3333333333333333	0.6148193508879363
chr10:3134559	wtdmso	wtcsc	3	1	37	39	3.1621621621621623	0.6153213874732861
chr10:3136538	wtdmso	wtcsc	2	5	31	21	0.2709677419354839	0.22294055256944487
chr10:3136554	wtdmso	wtcsc	4	8	36	36	0.5	0.3578567832229609
chr10:3136578	wtdmso	wtcsc	3	4	37	33	0.668918918918919	0.7047164681739253
chr10:3136615	wtdmso	wtcsc	13	18	27	24	0.6419753086419753	0.3694661915029662
chr10:32900620	wtdmso	wtcsc	38	61	52	70	0.8385876418663304	0.5825317209971856
chr10:32900679	wtdmso	wtcsc	6	7	82	115	1.2020905923344947	0.7778573212807758
chr10:32900870	wtdmso	wtcsc	10	28	69	97	0.5020703933747412	0.09757798520789465
chr10:32900914	wtdmso	wtcsc	5	10	72	109	0.7569444444444444	0.7853516554593364
chr10:32901079	wtdmso	wtcsc	5	20	61	87	0.35655737704918034	0.04742068130820066
chr10:32901084	wtdmso	wtcsc	2	2	66	95	1.4393939393939394	1.0
chr10:32901200	wtdmso	wtcsc	4	28	65	71	0.15604395604395604	0.00023525185108270606
chr10:32901307	wtdmso	wtcsc	12	26	43	65	0.6976744186046512	0.43835520099515823
chr10:32901322	wtdmso	wtcsc	1	5	58	87	0.3	0.4046935927122992
chr10:32901375	wtdmso	wtcsc	11	13	54	84	1.3162393162393162	0.6526008648345196
chr10:32901382	wtdmso	wtcsc	1	2	58	84	0.7241379310344828	1.0
chr10:32901386	wtdmso	wtcsc	25	34	35	51	1.0714285714285714	0.8650818498972815
chr10:32908371	wtdmso	wtcsc	1	6	45	66	0.24444444444444444	0.24452041044464595
chr10:32908422	wtdmso	wtcsc	4	4	47	81	1.7234042553191489	0.4727871538096158
chr10:32911606	wtdmso	wtcsc	14	28	22	35	0.7954545454545454	0.6744703934802181
chr10:32911991	wtdmso	wtcsc	4	5	19	35	1.4736842105263157	0.7127826571526326
chr10:32912099	wtdmso	wtcsc	1	3	23	45	0.6521739130434783	1.0
chr10:4963438	wtdmso	wtcsc	3	6	19	92	2.4210526315789473	0.36329055368108487
chr10:4966014	wtdmso	wtcsc	5	30	18	70	0.6481481481481481	0.6089329264339505
chr10:4967008	wtdmso	wtcsc	2	7	21	110	1.4965986394557824	0.6418347219613398
chr10:4972232	wtdmso	wtcsc	1	14	34	111	0.23319327731092437	0.1940246847743468
chr10:4972304	wtdmso	wtcsc	1	6	43	145	0.562015503875969	1.0
chr10:4972594	wtdmso	wtcsc	9	32	38	126	0.9325657894736842	1.0
chr10:4972653	wtdmso	wtcsc	10	33	34	114	1.0160427807486632	1.0
chr10:4972736	wtdmso	wtcsc	5	4	36	145	5.034722222222222	0.023812950734311368
chr10:4975868	wtdmso	wtcsc	4	12	45	168	1.2444444444444445	0.7527801951950148
chr10:4975922	wtdmso	wtcsc	1	6	50	170	0.5666666666666667	1.0
chr10:4977793	wtdmso	wtcsc	4	19	45	151	0.7064327485380117	0.7914678495491789
chr10:4977819	wtdmso	wtcsc	9	44	39	124	0.6503496503496503	0.34489403580708766
chr10:4977824	wtdmso	wtcsc	4	16	36	135	0.9375	1.0
chr10:4977903	wtdmso	wtcsc	1	4	45	156	0.8666666666666667	1.0
chr10:4989943	wtdmso	wtcsc	1	2	14	25	0.8928571428571429	1.0
chr10:4995451	wtdmso	wtcsc	1	3	11	15	0.45454545454545453	0.6315270935960592
chr10:4995832	wtdmso	wtcsc	1	2	10	15	0.75	1.0
chr10:5000592	wtdmso	wtcsc	1	2	9	9	0.5	1.0
chr10:5765303	wtdmso	wtcsc	2	7	21	45	0.6122448979591837	0.7129283784289673
chr10:5765384	wtdmso	wtcsc	9	25	15	29	0.696	0.6214927882625515
chr10:5765564	wtdmso	wtcsc	2	3	21	27	0.8571428571428571	1.0
chr10:5765784	wtdmso	wtcsc	1	1	9	18	2.0	1.0
chr10:5766054	wtdmso	wtcsc	2	2	8	18	2.25	0.5840175150519977
chr10:5766498	wtdmso	wtcsc	1	4	9	10	0.2777777777777778	0.35770750988142286
chr10:69392255	wtdmso	wtcsc	2	10	9	23	0.5111111111111111	0.698275697531118
chr10:69398679	wtdmso	wtcsc	1	1	23	29	1.2608695652173914	1.0
chr10:69398768	wtdmso	wtcsc	3	3	23	30	1.3043478260869565	1.0
chr10:69398787	wtdmso	wtcsc	3	10	23	24	0.3130434782608696	0.12202041428698049
chr10:69398805	wtdmso	wtcsc	2	2	20	34	1.7	0.6297640653357532
chr10:69401023	wtdmso	wtcsc	7	10	17	24	0.9882352941176471	1.0
chr10:69401375	wtdmso	wtcsc	1	1	25	39	1.56	1.0
chr10:69401692	wtdmso	wtcsc	3	8	30	45	0.5625	0.5194572838608429
chr10:69401712	wtdmso	wtcsc	5	17	30	43	0.4215686274509804	0.13739018465165703
chr10:69401855	wtdmso	wtcsc	7	15	24	35	0.6805555555555556	0.6086974260060531
chr10:69401864	wtdmso	wtcsc	1	2	30	52	0.8666666666666667	1.0
chr10:70203024	wtdmso	wtcsc	5	10	28	36	0.6428571428571429	0.5669329865392875
chr10:70203054	wtdmso	wtcsc	11	19	21	25	0.6892230576441103	0.4834063851178768
chr10:70209255	wtdmso	wtcsc	2	2	21	19	0.9047619047619048	1.0
chr10:70209288	wtdmso	wtcsc	3	2	21	31	2.2142857142857144	0.6403587585315489
chr10:70209633	wtdmso	wtcsc	3	2	18	27	2.25	0.6378353376503239
chr10:70214575	wtdmso	wtcsc	1	1	19	29	1.5263157894736843	1.0
chr10:70217830	wtdmso	wtcsc	1	2	22	30	0.6818181818181818	1.0
chr10:70217917	wtdmso	wtcsc	1	2	9	17	0.9444444444444444	1.0
chr10:70233337	wtdmso	wtcsc	2	2	10	18	1.8	0.6195773081201335
chr10:71816360	wtdmso	wtcsc	38	44	130	157	1.043006993006993	0.9003125163477164
chr10:71816382	wtdmso	wtcsc	4	11	189	271	0.5214045214045214	0.2993000411992726
chr10:71816403	wtdmso	wtcsc	3	13	198	253	0.2948717948717949	0.06925309447697331
chr10:71816574	wtdmso	wtcsc	10	16	244	349	0.8939549180327869	0.8412167532080699
chr10:71816679	wtdmso	wtcsc	4	10	223	330	0.5919282511210763	0.4234031438271077
chr10:71816859	wtdmso	wtcsc	4	5	218	347	1.273394495412844	0.739824986513054
chr10:71816973	wtdmso	wtcsc	3	2	206	303	2.2063106796116503	0.40087800347501906
chr10:71816986	wtdmso	wtcsc	38	81	177	245	0.6493687661295947	0.05616775310786805
chr10:71817018	wtdmso	wtcsc	27	63	201	273	0.582089552238806	0.034552187632954076
chr10:71817078	wtdmso	wtcsc	7	22	198	289	0.46441689623507804	0.08225676590123707
chr10:71817125	wtdmso	wtcsc	8	19	196	283	0.6079484425349087	0.31441812750068515
chr10:71817351	wtdmso	wtcsc	6	28	200	269	0.2882142857142857	0.0036818086879973544
chr10:71817444	wtdmso	wtcsc	30	45	153	219	0.954248366013072	0.8980861931401602
chr10:71818641	wtdmso	wtcsc	23	56	155	195	0.5167050691244239	0.016029184491784854
chr10:71818681	wtdmso	wtcsc	25	67	153	190	0.46336942737293924	0.002749150859803747
chr10:71819480	wtdmso	wtcsc	6	16	145	215	0.5560344827586207	0.26698910691264516
chr10:71819613	wtdmso	wtcsc	14	58	127	155	0.2945967960901439	7.524164672949443e-05
chr10:71819716	wtdmso	wtcsc	14	26	111	168	0.814968814968815	0.6072058686468951
chr10:71819820	wtdmso	wtcsc	1	3	132	195	0.49242424242424243	0.6514247370409684
chr10:71820244	wtdmso	wtcsc	5	9	105	163	0.8624338624338624	1.0
chr10:71820255	wtdmso	wtcsc	5	13	114	176	0.5937921727395412	0.45580893122955013
chr10:71820268	wtdmso	wtcsc	12	22	114	171	0.8181818181818182	0.7113646205756775
chr10:71821893	wtdmso	wtcsc	37	55	88	140	1.0702479338842976	0.8011956784905947
chr10:71821943	wtdmso	wtcsc	1	3	108	173	0.5339506172839507	1.0
chr10:71825885	wtdmso	wtcsc	11	22	96	148	0.7708333333333334	0.5711842762702881
chr10:71828041	wtdmso	wtcsc	5	22	105	161	0.3484848484848485	0.03679971563833478
chr10:71828061	wtdmso	wtcsc	3	13	105	157	0.34505494505494505	0.11468465062943564
chr10:71828093	wtdmso	wtcsc	2	2	72	119	1.6527777777777777	0.6351533106247065
chr10:71828105	wtdmso	wtcsc	1	6	103	168	0.27184466019417475	0.2624051939214743
chr10:71828113	wtdmso	wtcsc	2	8	87	144	0.41379310344827586	0.33115392939526944
chr10:71828117	wtdmso	wtcsc	29	72	76	107	0.5670687134502924	0.03976148684770511
chr10:71828134	wtdmso	wtcsc	18	53	88	113	0.436106346483705	0.007034069121767685
chr10:71828959	wtdmso	wtcsc	17	44	75	111	0.5718181818181818	0.0938879176029356
chr10:71831168	wtdmso	wtcsc	7	9	86	146	1.3204134366925064	0.6024141077711895
chr10:71831198	wtdmso	wtcsc	29	59	61	102	0.8218949708252292	0.49438623990750524
chr10:71831216	wtdmso	wtcsc	30	83	55	54	0.3548740416210296	0.0003150528459503982
chr10:71834384	wtdmso	wtcsc	4	13	80	120	0.46153846153846156	0.20611404435134784
chr10:71834482	wtdmso	wtcsc	18	36	63	95	0.753968253968254	0.42162128634742263
chr10:72273954	wtdmso	wtcsc	13	26	67	130	0.9701492537313433	1.0
chr10:72274047	wtdmso	wtcsc	1	11	71	128	0.16389244558258642	0.062387390672257514
chr10:72274232	wtdmso	wtcsc	12	26	71	121	0.7865655471289275	0.5830428441863079
chr10:72274282	wtdmso	wtcsc	27	53	54	91	0.8584905660377359	0.6643035602556019
chr10:72274346	wtdmso	wtcsc	1	1	79	138	1.7468354430379747	1.0
chr10:72274373	wtdmso	wtcsc	7	30	89	151	0.39588014981273406	0.04007082933651736
chr10:72274388	wtdmso	wtcsc	4	13	91	140	0.47337278106508873	0.3009229008699708
chr10:72274745	wtdmso	wtcsc	2	13	107	178	0.2559309849029475	0.0948681114808502
chr10:72274758	wtdmso	wtcsc	25	58	84	140	0.7183908045977011	0.2827520276274644
chr10:72274878	wtdmso	wtcsc	17	46	94	158	0.6211840888066605	0.14166581418500365
chr10:72275014	wtdmso	wtcsc	4	12	107	176	0.5482866043613707	0.4269204822872517
chr10:72275033	wtdmso	wtcsc	61	105	27	45	0.9682539682539683	1.0
chr10:72275163	wtdmso	wtcsc	9	21	101	178	0.7553041018387553	0.5532701288957458
chr10:72275188	wtdmso	wtcsc	48	80	74	140	1.135135135135135	0.6410918961777188
chr10:72275223	wtdmso	wtcsc	10	20	96	183	0.953125	1.0
chr10:72275237	wtdmso	wtcsc	67	126	49	89	0.9658244250080985	0.9073180015705934
