site	cond1	cond2	mod_cond1	mod_cond2	unmod_cond1	unmod_cond2	odds_ratio	pvalue
chr10:103392371	wtdmso	mtdmso	19	8	22	17	1.8352272727272727	0.30727326290110846
chr10:104031404	wtdmso	mtdmso	12	12	76	54	0.7105263157894737	0.5037946651594327
chr10:104031464	wtdmso	mtdmso	8	9	64	46	0.6388888888888888	0.4373460796608662
chr10:104031516	wtdmso	mtdmso	11	4	60	51	2.3375	0.1783987538292048
chr10:104031558	wtdmso	mtdmso	25	12	50	46	1.9166666666666667	0.1217510735589129
chr10:104031722	wtdmso	mtdmso	2	12	75	54	0.12	0.0032655435796927644
chr10:104031824	wtdmso	mtdmso	9	2	60	62	4.65	0.056622870660627996
chr10:104031963	wtdmso	mtdmso	18	21	52	36	0.5934065934065934	0.18338157572571875
chr10:104031990	wtdmso	mtdmso	9	7	44	37	1.0811688311688312	1.0
chr10:104032023	wtdmso	mtdmso	10	11	57	40	0.6379585326953748	0.466836426037056
chr10:104032084	wtdmso	mtdmso	7	3	57	43	1.760233918128655	0.516265121289128
chr10:104032126	wtdmso	mtdmso	6	5	52	34	0.7846153846153846	0.7513709492404097
chr10:104032207	wtdmso	mtdmso	12	1	71	45	7.605633802816901	0.031566663453833216
chr10:104032218	wtdmso	mtdmso	6	2	72	43	1.7916666666666667	0.7091231235356787
chr10:104032698	wtdmso	mtdmso	12	6	77	31	0.8051948051948052	0.7808887850517539
chr10:104032912	wtdmso	mtdmso	18	12	70	26	0.5571428571428572	0.2538893259800806
chr10:104032948	wtdmso	mtdmso	3	4	76	32	0.3157894736842105	0.2026904910212181
chr10:104033237	wtdmso	mtdmso	3	1	79	31	1.1772151898734178	1.0
chr10:104033257	wtdmso	mtdmso	8	2	65	28	1.7230769230769232	0.7195931525885331
chr10:104033264	wtdmso	mtdmso	6	3	71	27	0.7605633802816901	0.7082394875750458
chr10:104034003	wtdmso	mtdmso	6	2	68	26	1.1470588235294117	1.0
chr10:104034017	wtdmso	mtdmso	13	6	55	21	0.8272727272727273	0.7791044310877089
chr10:104034267	wtdmso	mtdmso	10	6	44	17	0.6439393939393939	0.5422114661676056
chr10:104034278	wtdmso	mtdmso	7	2	51	22	1.5098039215686274	1.0
chr10:104034732	wtdmso	mtdmso	7	5	46	16	0.48695652173913045	0.30306910351279004
chr10:104035282	wtdmso	mtdmso	9	4	44	20	1.0227272727272727	1.0
chr10:104036532	wtdmso	mtdmso	2	2	45	17	0.37777777777777777	0.572531635031635
chr10:104037635	wtdmso	mtdmso	2	3	38	17	0.2982456140350877	0.32161643149369623
chr10:104037708	wtdmso	mtdmso	7	2	35	15	1.5	1.0
chr10:104037769	wtdmso	mtdmso	4	1	39	15	1.5384615384615385	1.0
chr10:104039460	wtdmso	mtdmso	4	2	33	14	0.8484848484848485	1.0
chr10:104039487	wtdmso	mtdmso	1	1	37	14	0.3783783783783784	0.48984034833091444
chr10:104039502	wtdmso	mtdmso	5	3	27	9	0.5555555555555556	0.6625414123100484
chr10:104039979	wtdmso	mtdmso	2	1	33	15	0.9090909090909091	1.0
chr10:104041318	wtdmso	mtdmso	2	2	29	11	0.3793103448275862	0.5695427657991468
chr10:104042426	wtdmso	mtdmso	2	1	27	10	0.7407407407407407	1.0
chr10:104043525	wtdmso	mtdmso	1	1	30	14	0.4666666666666667	1.0
chr10:104043830	wtdmso	mtdmso	2	1	30	13	0.8666666666666667	1.0
chr10:104043855	wtdmso	mtdmso	3	3	28	10	0.35714285714285715	0.3394137059763833
chr10:104045791	wtdmso	mtdmso	2	1	28	11	0.7857142857142857	1.0
chr10:104046762	wtdmso	mtdmso	1	2	27	11	0.2037037037037037	0.23170731707317072
chr10:104047763	wtdmso	mtdmso	3	3	26	8	0.3076923076923077	0.3193456614509246
chr10:104050104	wtdmso	mtdmso	1	2	24	8	0.16666666666666666	0.19022154316271964
chr10:104050627	wtdmso	mtdmso	1	2	21	8	0.19047619047619047	0.22379032258064516
chr10:104050645	wtdmso	mtdmso	1	1	11	9	0.8181818181818182	1.0
chr10:104259748	wtdmso	mtdmso	3	3	65	49	0.7538461538461538	1.0
chr10:104266089	wtdmso	mtdmso	17	22	57	33	0.4473684210526316	0.05213688379979726
chr10:104267278	wtdmso	mtdmso	8	3	60	45	2.0	0.3588656009000013
chr10:104267340	wtdmso	mtdmso	9	7	63	44	0.8979591836734694	1.0
chr10:104267373	wtdmso	mtdmso	3	2	66	48	1.0909090909090908	1.0
chr10:104267391	wtdmso	mtdmso	9	6	52	28	0.8076923076923077	0.7726635587573243
chr10:11870608	wtdmso	mtdmso	3	6	9	6	0.3333333333333333	0.40032305828509895
chr10:119500056	wtdmso	mtdmso	4	1	8	9	4.5	0.32330827067669177
chr10:119500186	wtdmso	mtdmso	4	1	8	9	4.5	0.32330827067669177
chr10:122488937	wtdmso	mtdmso	1	4	54	61	0.2824074074074074	0.37330864549209525
chr10:122489487	wtdmso	mtdmso	12	17	38	37	0.6873065015479877	0.5121096313766016
chr10:122489497	wtdmso	mtdmso	3	2	57	64	1.6842105263157894	0.6683550850013298
chr10:122489515	wtdmso	mtdmso	1	1	60	57	0.95	1.0
chr10:122489618	wtdmso	mtdmso	5	5	58	57	0.9827586206896551	1.0
chr10:122506856	wtdmso	mtdmso	2	1	58	58	2.0	1.0
chr10:122506867	wtdmso	mtdmso	1	3	65	61	0.3128205128205128	0.36147225782823655
chr10:122507376	wtdmso	mtdmso	4	5	63	58	0.7365079365079366	0.7387101442155238
chr10:122508755	wtdmso	mtdmso	4	1	61	62	4.065573770491803	0.36535433070866147
chr10:122511989	wtdmso	mtdmso	15	15	47	47	1.0	1.0
chr10:122512001	wtdmso	mtdmso	3	1	24	26	3.25	0.6104328523862375
chr10:122514232	wtdmso	mtdmso	14	19	21	22	0.7719298245614035	0.6461243752108219
chr10:122514291	wtdmso	mtdmso	13	10	73	87	1.5493150684931507	0.3758909666694171
chr10:122514376	wtdmso	mtdmso	27	38	50	49	0.6963157894736842	0.268564319973562
chr10:122514396	wtdmso	mtdmso	41	39	45	46	1.0746438746438747	0.878560671685074
chr10:122514421	wtdmso	mtdmso	53	56	39	42	1.0192307692307692	1.0
chr10:122514442	wtdmso	mtdmso	19	34	69	60	0.4859335038363171	0.034603287089641624
chr10:122514451	wtdmso	mtdmso	22	13	72	84	1.9743589743589745	0.09248411638270843
chr10:122514458	wtdmso	mtdmso	19	19	70	73	1.042857142857143	1.0
chr10:122514484	wtdmso	mtdmso	6	8	83	83	0.75	0.7821004329747938
chr10:122514627	wtdmso	mtdmso	32	46	27	34	0.8760064412238325	0.7319114892749203
chr10:122514653	wtdmso	mtdmso	11	16	81	80	0.6790123456790124	0.4092371645590829
chr10:122514732	wtdmso	mtdmso	49	55	36	37	0.9156565656565656	0.878630234131963
chr10:122514787	wtdmso	mtdmso	11	9	82	89	1.3265582655826558	0.6392332737679751
chr10:122514868	wtdmso	mtdmso	9	17	80	78	0.5161764705882353	0.1436778246965137
chr10:17229515	wtdmso	mtdmso	11	5	106	104	2.158490566037736	0.19828401284875688
chr10:17229666	wtdmso	mtdmso	19	27	103	101	0.6900395541172241	0.32741034356100107
chr10:17229675	wtdmso	mtdmso	17	21	99	103	0.8422318422318422	0.7241803691467936
chr10:17229714	wtdmso	mtdmso	6	6	98	96	0.9795918367346939	1.0
chr10:17229756	wtdmso	mtdmso	3	2	111	113	1.527027027027027	0.683351608538689
chr10:17229864	wtdmso	mtdmso	12	14	138	122	0.7577639751552795	0.5414763577356101
chr10:17229906	wtdmso	mtdmso	6	2	128	121	2.8359375	0.28498302645210377
chr10:17229963	wtdmso	mtdmso	4	4	153	141	0.9215686274509803	1.0
chr10:17233593	wtdmso	mtdmso	2	4	162	147	0.4537037037037037	0.43174285365766996
chr10:17233617	wtdmso	mtdmso	2	8	175	151	0.21571428571428572	0.05128575165911914
chr10:17233669	wtdmso	mtdmso	5	2	148	136	2.2972972972972974	0.45186273932599796
chr10:17233801	wtdmso	mtdmso	24	31	182	144	0.6125487415809997	0.1080300165250861
chr10:17233839	wtdmso	mtdmso	18	21	169	143	0.7252747252747253	0.3961063475614228
chr10:17233896	wtdmso	mtdmso	11	9	198	169	1.0432098765432098	1.0
chr10:17234699	wtdmso	mtdmso	26	18	169	141	1.205128205128205	0.6288136107475817
chr10:17234723	wtdmso	mtdmso	5	2	235	203	2.1595744680851063	0.4596514780652554
chr10:17234815	wtdmso	mtdmso	16	17	247	187	0.7125506072874493	0.36732772510512823
chr10:17235208	wtdmso	mtdmso	14	20	245	182	0.52	0.07413745072247525
chr10:17235229	wtdmso	mtdmso	3	4	262	196	0.5610687022900763	0.46993229433041017
chr10:17235238	wtdmso	mtdmso	6	1	242	196	4.859504132231405	0.13932237660706803
chr10:17235340	wtdmso	mtdmso	1	2	273	217	0.3974358974358974	0.5873469444509657
chr10:17235865	wtdmso	mtdmso	5	4	256	212	1.03515625	1.0
chr10:17235880	wtdmso	mtdmso	23	19	225	183	0.984561403508772	1.0
chr10:17236340	wtdmso	mtdmso	13	15	274	202	0.6389294403892944	0.32619785879400165
chr10:17236364	wtdmso	mtdmso	23	21	264	202	0.838023088023088	0.634450904241738
chr10:17236375	wtdmso	mtdmso	6	5	216	172	0.9555555555555556	1.0
chr10:17237241	wtdmso	mtdmso	3	3	274	222	0.8102189781021898	1.0
chr10:17237260	wtdmso	mtdmso	8	4	270	204	1.511111111111111	0.568402409110771
chr10:17237524	wtdmso	mtdmso	21	17	276	209	0.9354219948849105	0.8662221621928279
chr10:3105491	wtdmso	mtdmso	2	1	11	19	3.4545454545454546	0.5472873900293256
chr10:3107214	wtdmso	mtdmso	1	1	12	18	1.5	1.0
chr10:3108766	wtdmso	mtdmso	1	1	14	19	1.3571428571428572	1.0
chr10:3109439	wtdmso	mtdmso	2	1	13	23	3.5384615384615383	0.5469963891016523
chr10:3112221	wtdmso	mtdmso	1	1	15	20	1.3333333333333333	1.0
chr10:3113138	wtdmso	mtdmso	2	4	22	19	0.4318181818181818	0.41580075870031336
chr10:3119902	wtdmso	mtdmso	1	1	30	24	0.8	1.0
chr10:3120030	wtdmso	mtdmso	3	5	23	19	0.4956521739130435	0.4561202610683066
chr10:3129851	wtdmso	mtdmso	2	3	31	23	0.4946236559139785	0.6458123684430246
chr10:3133222	wtdmso	mtdmso	3	1	33	25	2.272727272727273	0.6329625612849449
chr10:3136538	wtdmso	mtdmso	2	2	31	18	0.5806451612903226	0.6273542218048321
chr10:3136554	wtdmso	mtdmso	4	7	36	33	0.5238095238095238	0.5178922328840391
chr10:3136615	wtdmso	mtdmso	13	15	27	12	0.3851851851851852	0.0792441173231366
chr10:32900620	wtdmso	mtdmso	38	21	52	28	0.9743589743589743	1.0
chr10:32900679	wtdmso	mtdmso	6	1	82	48	3.5121951219512195	0.42111978011502543
chr10:32900870	wtdmso	mtdmso	10	9	69	38	0.6119162640901772	0.44045629035574263
chr10:32900914	wtdmso	mtdmso	5	2	72	39	1.3541666666666667	1.0
chr10:32901079	wtdmso	mtdmso	5	7	61	29	0.3395784543325527	0.10725152341352456
chr10:32901200	wtdmso	mtdmso	4	3	65	39	0.8	1.0
chr10:32901307	wtdmso	mtdmso	12	10	43	28	0.7813953488372093	0.6285704811492441
chr10:32901375	wtdmso	mtdmso	11	5	54	36	1.4666666666666666	0.5868263816174055
chr10:32901386	wtdmso	mtdmso	25	10	35	24	1.7142857142857142	0.2729574932354002
chr10:32908371	wtdmso	mtdmso	1	2	45	30	0.3333333333333333	0.5646458804353542
chr10:32911566	wtdmso	mtdmso	2	3	32	19	0.3958333333333333	0.37102310687216344
chr10:32911606	wtdmso	mtdmso	14	8	22	17	1.3522727272727273	0.7867591321679127
chr10:32911991	wtdmso	mtdmso	4	2	19	17	1.7894736842105263	0.6728614167638558
chr10:4963438	wtdmso	mtdmso	3	2	19	45	3.5526315789473686	0.3175525089484703
chr10:4966014	wtdmso	mtdmso	5	8	18	43	1.4930555555555556	0.5263639734395372
chr10:4967008	wtdmso	mtdmso	2	1	21	55	5.238095238095238	0.20155793573515096
chr10:4972232	wtdmso	mtdmso	1	2	34	49	0.7205882352941176	1.0
chr10:4972304	wtdmso	mtdmso	1	5	43	57	0.2651162790697674	0.3970299617186247
chr10:4972594	wtdmso	mtdmso	9	4	38	62	3.6710526315789473	0.03937713496581899
chr10:4972653	wtdmso	mtdmso	10	20	34	42	0.6176470588235294	0.38192491994805794
chr10:4972736	wtdmso	mtdmso	5	1	36	56	7.777777777777778	0.07932630346819933
chr10:4975868	wtdmso	mtdmso	4	3	45	65	1.9259259259259258	0.45028415855810716
chr10:4975922	wtdmso	mtdmso	1	4	50	66	0.33	0.3959237988513797
chr10:4977793	wtdmso	mtdmso	4	4	45	60	1.3333333333333333	0.7254860150632643
chr10:4977819	wtdmso	mtdmso	9	9	39	53	1.358974358974359	0.6089258716463706
chr10:4977824	wtdmso	mtdmso	4	3	36	40	1.4814814814814814	0.7063307571161772
chr10:4977903	wtdmso	mtdmso	1	1	45	55	1.2222222222222223	1.0
chr10:4989943	wtdmso	mtdmso	1	1	14	21	1.5	1.0
chr10:4995472	wtdmso	mtdmso	1	2	12	16	0.6666666666666666	1.0
chr10:5765303	wtdmso	mtdmso	2	1	21	29	2.761904761904762	0.5729104413899087
chr10:5765384	wtdmso	mtdmso	9	10	15	22	1.32	0.7765396747006158
chr10:5765564	wtdmso	mtdmso	2	1	21	21	2.0	1.0
chr10:5765784	wtdmso	mtdmso	1	3	9	20	0.7407407407407407	1.0
chr10:5766054	wtdmso	mtdmso	2	1	8	24	6.0	0.19022154316271964
chr10:5766498	wtdmso	mtdmso	1	10	9	12	0.13333333333333333	0.10580522393889906
chr10:69392255	wtdmso	mtdmso	2	5	9	14	0.6222222222222222	1.0
chr10:69398662	wtdmso	mtdmso	1	1	20	20	1.0	1.0
chr10:69398768	wtdmso	mtdmso	3	3	23	16	0.6956521739130435	0.6861349087667862
chr10:69398787	wtdmso	mtdmso	3	5	23	17	0.4434782608695652	0.4417357582779192
chr10:69398805	wtdmso	mtdmso	2	1	20	30	3.0	0.5633057286775377
chr10:69401023	wtdmso	mtdmso	7	4	17	26	2.676470588235294	0.18622064642798106
chr10:69401692	wtdmso	mtdmso	3	2	30	42	2.1	0.646072604688322
chr10:69401712	wtdmso	mtdmso	5	7	30	38	0.9047619047619048	1.0
chr10:69401855	wtdmso	mtdmso	7	3	24	34	3.3055555555555554	0.1672678809787791
chr10:70203024	wtdmso	mtdmso	5	2	28	17	1.5178571428571428	1.0
chr10:70203054	wtdmso	mtdmso	11	5	21	15	1.5714285714285714	0.5488999654068133
chr10:70203158	wtdmso	mtdmso	2	1	28	20	1.4285714285714286	1.0
chr10:70209235	wtdmso	mtdmso	2	1	22	14	1.2727272727272727	1.0
chr10:70209288	wtdmso	mtdmso	3	4	21	11	0.39285714285714285	0.39550171748314156
chr10:70209633	wtdmso	mtdmso	3	1	18	14	2.3333333333333335	0.6256684491978608
chr10:70214556	wtdmso	mtdmso	1	1	19	13	0.6842105263157895	1.0
chr10:71816360	wtdmso	mtdmso	38	24	130	91	1.1083333333333334	0.7712002620530252
chr10:71816382	wtdmso	mtdmso	4	3	189	135	0.9523809523809523	1.0
chr10:71816403	wtdmso	mtdmso	3	4	198	136	0.5151515151515151	0.45150756042405893
chr10:71816574	wtdmso	mtdmso	10	4	244	190	1.9467213114754098	0.2887363254772696
chr10:71816679	wtdmso	mtdmso	4	7	223	169	0.433055733504164	0.22243556796468344
chr10:71816859	wtdmso	mtdmso	4	3	218	186	1.1376146788990826	1.0
chr10:71816973	wtdmso	mtdmso	3	2	206	168	1.2233009708737863	1.0
chr10:71816986	wtdmso	mtdmso	38	45	177	128	0.6106716886377903	0.06133740061587192
chr10:71817018	wtdmso	mtdmso	27	39	201	140	0.48220436280137774	0.009684133606235039
chr10:71817078	wtdmso	mtdmso	7	5	198	160	1.1313131313131313	1.0
chr10:71817125	wtdmso	mtdmso	8	9	196	159	0.7210884353741497	0.619899954540442
chr10:71817351	wtdmso	mtdmso	6	9	200	155	0.5166666666666667	0.2892172204905535
chr10:71817444	wtdmso	mtdmso	30	25	153	121	0.9490196078431372	0.8826158947644722
chr10:71818633	wtdmso	mtdmso	2	1	85	74	1.7411764705882353	1.0
chr10:71818641	wtdmso	mtdmso	23	30	155	124	0.6133333333333333	0.1325674845333779
chr10:71818681	wtdmso	mtdmso	25	27	153	122	0.738320019365771	0.3630964492505453
chr10:71819480	wtdmso	mtdmso	6	3	145	121	1.6689655172413793	0.5199087440783838
chr10:71819613	wtdmso	mtdmso	14	15	127	104	0.7643044619422572	0.5555089226423354
chr10:71819716	wtdmso	mtdmso	14	9	111	87	1.2192192192192193	0.8247002309903455
chr10:71820244	wtdmso	mtdmso	5	3	105	98	1.5555555555555556	0.7233221227792948
chr10:71820255	wtdmso	mtdmso	5	6	114	82	0.5994152046783626	0.5336752046149831
chr10:71820268	wtdmso	mtdmso	12	8	114	97	1.2763157894736843	0.6464839741896362
chr10:71821893	wtdmso	mtdmso	37	35	88	72	0.8649350649350649	0.6699900335930479
chr10:71821943	wtdmso	mtdmso	1	1	108	90	0.8333333333333334	1.0
chr10:71825885	wtdmso	mtdmso	11	9	96	85	1.0821759259259258	1.0
chr10:71828041	wtdmso	mtdmso	5	7	105	88	0.5986394557823129	0.5526756072866309
chr10:71828061	wtdmso	mtdmso	3	7	105	81	0.3306122448979592	0.11593117921639848
chr10:71828093	wtdmso	mtdmso	2	1	72	62	1.7222222222222223	1.0
chr10:71828113	wtdmso	mtdmso	2	2	87	72	0.8275862068965517	1.0
chr10:71828117	wtdmso	mtdmso	29	30	76	66	0.8394736842105263	0.6425000845447438
chr10:71828134	wtdmso	mtdmso	18	20	88	78	0.7977272727272727	0.5910852529877009
chr10:71828959	wtdmso	mtdmso	17	15	75	70	1.0577777777777777	1.0
chr10:71831168	wtdmso	mtdmso	7	5	86	85	1.3837209302325582	0.7670531868992585
chr10:71831198	wtdmso	mtdmso	29	19	61	70	1.7515099223468507	0.12880288093291486
chr10:71831216	wtdmso	mtdmso	30	39	55	37	0.5174825174825175	0.055311676264336196
chr10:71834384	wtdmso	mtdmso	4	3	80	65	1.0833333333333333	1.0
chr10:71834482	wtdmso	mtdmso	18	12	63	59	1.4047619047619047	0.5405805128962567
chr10:72273954	wtdmso	mtdmso	13	7	67	63	1.7462686567164178	0.3376912875691621
chr10:72274232	wtdmso	mtdmso	12	8	71	60	1.267605633802817	0.8099608537086022
chr10:72274282	wtdmso	mtdmso	27	28	54	41	0.7321428571428571	0.39780882672521656
chr10:72274346	wtdmso	mtdmso	1	1	79	69	0.8734177215189873	1.0
chr10:72274373	wtdmso	mtdmso	7	9	89	72	0.6292134831460674	0.436242380739667
chr10:72274388	wtdmso	mtdmso	4	4	91	71	0.7802197802197802	0.7327100475193791
chr10:72274745	wtdmso	mtdmso	2	4	107	82	0.38317757009345793	0.4081422844358136
chr10:72274758	wtdmso	mtdmso	25	28	84	65	0.6909013605442177	0.2650239241597855
chr10:72274878	wtdmso	mtdmso	17	15	94	82	0.9886524822695035	1.0
chr10:72275014	wtdmso	mtdmso	4	3	107	91	1.1339563862928348	1.0
chr10:72275033	wtdmso	mtdmso	61	53	27	19	0.8099231306778477	0.600982627325481
chr10:72275163	wtdmso	mtdmso	9	9	101	82	0.8118811881188119	0.8050461885864078
chr10:72275188	wtdmso	mtdmso	48	31	74	79	1.6530078465562337	0.09568138725105566
chr10:72275223	wtdmso	mtdmso	10	10	96	89	0.9270833333333334	1.0
chr10:72275237	wtdmso	mtdmso	67	60	49	52	1.1850340136054422	0.5940487314754821
chr10:72275252	wtdmso	mtdmso	3	4	111	112	0.7567567567567568	1.0
chr10:72275273	wtdmso	mtdmso	95	85	30	30	1.1176470588235294	0.7661497568471438
chr10:72275294	wtdmso	mtdmso	7	10	100	85	0.595	0.3239354975264624
chr10:72275381	wtdmso	mtdmso	10	12	96	77	0.6684027777777778	0.49622540752481425
chr10:72275483	wtdmso	mtdmso	7	6	91	84	1.0769230769230769	1.0
chr10:72275501	wtdmso	mtdmso	2	2	108	101	0.9351851851851852	1.0
chr10:72275642	wtdmso	mtdmso	1	1	111	103	0.9279279279279279	1.0
chr10:72275701	wtdmso	mtdmso	10	8	84	91	1.3541666666666667	0.6243079834890979
chr10:72275884	wtdmso	mtdmso	1	6	116	106	0.15229885057471265	0.061228869491527144
chr10:72275926	wtdmso	mtdmso	56	57	57	52	0.8962757771622037	0.6896416676778159
chr10:72275988	wtdmso	mtdmso	1	1	92	95	1.0326086956521738	1.0
chr10:72276019	wtdmso	mtdmso	1	1	76	83	1.0921052631578947	1.0
chr10:73916789	wtdmso	mtdmso	3	2	7	8	1.7142857142857142	1.0
chr10:73917181	wtdmso	mtdmso	6	3	5	7	2.8	0.38699690402476783
chr10:73917256	wtdmso	mtdmso	3	4	9	6	0.5	0.651702786377709
chr10:75210928	wtdmso	mtdmso	6	6	58	44	0.7586206896551724	0.7616886342442397
chr10:75212256	wtdmso	mtdmso	1	1	68	51	0.75	1.0
chr10:75214036	wtdmso	mtdmso	1	4	83	57	0.1716867469879518	0.1619008878032573
chr10:75214049	wtdmso	mtdmso	1	1	82	62	0.7560975609756098	1.0
chr10:75219113	wtdmso	mtdmso	1	3	72	60	0.2777777777777778	0.33614897647983
chr10:75219152	wtdmso	mtdmso	9	6	72	57	1.1875	0.7914334941282862
chr10:75219171	wtdmso	mtdmso	6	3	70	56	1.6	0.7309746673594817
chr10:75219191	wtdmso	mtdmso	2	2	70	54	0.7714285714285715	1.0
chr10:75219320	wtdmso	mtdmso	4	8	84	60	0.35714285714285715	0.13011498294928073
chr10:75220807	wtdmso	mtdmso	4	4	83	65	0.7831325301204819	0.7329157180716761
chr10:75220941	wtdmso	mtdmso	27	22	68	57	1.0287433155080214	1.0
chr10:75220948	wtdmso	mtdmso	11	13	80	57	0.6028846153846154	0.2719757655518448
chr10:75222261	wtdmso	mtdmso	16	8	54	47	1.7407407407407407	0.26294681043503765
chr10:75222330	wtdmso	mtdmso	3	3	89	70	0.7865168539325843	1.0
chr10:75229688	wtdmso	mtdmso	2	5	97	77	0.31752577319587627	0.24722985782827647
chr10:75231054	wtdmso	mtdmso	12	12	66	52	0.7878787878787878	0.6559815515826484
chr10:75231135	wtdmso	mtdmso	2	3	90	66	0.4888888888888889	0.6520394487639175
chr10:75231224	wtdmso	mtdmso	11	15	107	77	0.5277258566978194	0.14324950310846504
chr10:75231271	wtdmso	mtdmso	7	4	43	22	0.8953488372093024	1.0
chr10:78035363	wtdmso	mtdmso	1	1	282	256	0.9078014184397163	1.0
chr10:78035387	wtdmso	mtdmso	7	6	237	215	1.0583684950773558	1.0
chr10:78035569	wtdmso	mtdmso	6	3	274	259	1.8905109489051095	0.5063512454019984
chr10:78035624	wtdmso	mtdmso	83	73	211	188	1.013049405959878	1.0
chr10:78035698	wtdmso	mtdmso	78	71	209	189	0.993463171372734	1.0
chr10:78035704	wtdmso	mtdmso	7	8	288	260	0.7899305555555556	0.794761402834129
chr10:78035710	wtdmso	mtdmso	58	53	220	206	1.0246998284734135	0.915550124837574
chr10:78037248	wtdmso	mtdmso	1	1	255	232	0.9098039215686274	1.0
chr10:78037271	wtdmso	mtdmso	30	29	283	252	0.9211648592664798	0.7849247726497359
chr10:78040674	wtdmso	mtdmso	39	48	233	198	0.6904506437768241	0.1267347941985273
chr10:80155669	wtdmso	mtdmso	6	4	11	9	1.2272727272727273	1.0
chr10:80155686	wtdmso	mtdmso	5	6	10	6	0.5	0.45165343025081905
chr10:80155851	wtdmso	mtdmso	3	2	15	9	0.9	1.0
chr10:80155856	wtdmso	mtdmso	3	2	10	10	1.5	1.0
chr10:80157746	wtdmso	mtdmso	4	3	12	9	1.0	1.0
chr10:84142696	wtdmso	mtdmso	2	2	33	20	0.6060606060606061	0.635477582846004
chr10:84144070	wtdmso	mtdmso	6	7	24	17	0.6071428571428571	0.5282489308589287
chr10:84144990	wtdmso	mtdmso	11	10	27	14	0.5703703703703704	0.40969585245270046
chr10:84148741	wtdmso	mtdmso	1	2	35	23	0.32857142857142857	0.5623784384551265
chr10:84150189	wtdmso	mtdmso	15	8	21	20	1.7857142857142858	0.3068381581554214
chr10:84152352	wtdmso	mtdmso	3	1	36	29	2.4166666666666665	0.6271432884403836
chr10:84152819	wtdmso	mtdmso	5	5	17	7	0.4117647058823529	0.27126294173012744
chr10:86968566	wtdmso	mtdmso	3	1	9	11	3.6666666666666665	0.5900621118012422
chr10:86968589	wtdmso	mtdmso	1	1	12	11	0.9166666666666666	1.0
