site	cond1	cond2	mod_cond1	mod_cond2	unmod_cond1	unmod_cond2	odds_ratio	pvalue
chr10:104031464	wtdmso	mtcsc	8	6	64	34	0.7083333333333334	0.5629344902309483
chr10:104031516	wtdmso	mtcsc	11	6	60	45	1.375	0.6070660677342241
chr10:104031558	wtdmso	mtcsc	25	12	50	44	1.8333333333333333	0.1705091628529189
chr10:104031722	wtdmso	mtcsc	2	5	75	58	0.30933333333333335	0.2432900851600384
chr10:104031824	wtdmso	mtcsc	9	2	60	59	4.425	0.059734377318846274
chr10:104031963	wtdmso	mtcsc	18	21	52	34	0.5604395604395604	0.1737855546634377
chr10:104031990	wtdmso	mtcsc	9	6	44	27	0.9204545454545454	1.0
chr10:104032023	wtdmso	mtcsc	10	11	57	41	0.6539074960127592	0.46877606692953844
chr10:104032084	wtdmso	mtcsc	7	5	57	41	1.0070175438596491	1.0
chr10:104032126	wtdmso	mtcsc	6	6	52	47	0.9038461538461539	1.0
chr10:104032207	wtdmso	mtcsc	12	2	71	47	3.971830985915493	0.08042708118846689
chr10:104032218	wtdmso	mtcsc	6	4	72	45	0.9375	1.0
chr10:104032698	wtdmso	mtcsc	12	8	77	42	0.8181818181818182	0.801920022489
chr10:104032912	wtdmso	mtcsc	18	13	70	38	0.7516483516483516	0.529838252961704
chr10:104032948	wtdmso	mtcsc	3	6	76	41	0.26973684210526316	0.07742423288745676
chr10:104033237	wtdmso	mtcsc	3	1	79	31	1.1772151898734178	1.0
chr10:104033257	wtdmso	mtcsc	8	2	65	28	1.7230769230769232	0.7195931525885331
chr10:104033264	wtdmso	mtcsc	6	6	71	34	0.4788732394366197	0.33465379245840654
chr10:104034003	wtdmso	mtcsc	6	2	68	36	1.588235294117647	0.7142038122542509
chr10:104034017	wtdmso	mtcsc	13	6	55	21	0.8272727272727273	0.7791044310877089
chr10:104034267	wtdmso	mtcsc	10	6	44	17	0.6439393939393939	0.5422114661676056
chr10:104034278	wtdmso	mtcsc	7	2	51	22	1.5098039215686274	1.0
chr10:104034732	wtdmso	mtcsc	7	5	46	16	0.48695652173913045	0.30306910351279004
chr10:104035282	wtdmso	mtcsc	9	4	44	20	1.0227272727272727	1.0
chr10:104036532	wtdmso	mtcsc	2	2	45	17	0.37777777777777777	0.572531635031635
chr10:104037635	wtdmso	mtcsc	2	3	38	17	0.2982456140350877	0.32161643149369623
chr10:104037708	wtdmso	mtcsc	7	2	35	15	1.5	1.0
chr10:104037769	wtdmso	mtcsc	4	1	39	15	1.5384615384615385	1.0
chr10:104039460	wtdmso	mtcsc	4	2	33	14	0.8484848484848485	1.0
chr10:104039487	wtdmso	mtcsc	1	1	37	14	0.3783783783783784	0.48984034833091444
chr10:104039502	wtdmso	mtcsc	5	3	27	9	0.5555555555555556	0.6625414123100484
chr10:104039979	wtdmso	mtcsc	2	1	33	15	0.9090909090909091	1.0
chr10:104041318	wtdmso	mtcsc	2	2	29	11	0.3793103448275862	0.5695427657991468
chr10:104042426	wtdmso	mtcsc	2	1	27	10	0.7407407407407407	1.0
chr10:104043525	wtdmso	mtcsc	1	1	30	14	0.4666666666666667	1.0
chr10:104043830	wtdmso	mtcsc	2	1	30	13	0.8666666666666667	1.0
chr10:104043855	wtdmso	mtcsc	3	3	28	10	0.35714285714285715	0.3394137059763833
chr10:104045791	wtdmso	mtcsc	2	1	28	11	0.7857142857142857	1.0
chr10:104046762	wtdmso	mtcsc	1	2	27	11	0.2037037037037037	0.23170731707317072
chr10:104047763	wtdmso	mtcsc	3	3	26	8	0.3076923076923077	0.3193456614509246
chr10:104050104	wtdmso	mtcsc	1	2	24	8	0.16666666666666666	0.19022154316271964
chr10:104050627	wtdmso	mtcsc	1	2	21	8	0.19047619047619047	0.22379032258064516
chr10:104050645	wtdmso	mtcsc	1	1	11	9	0.8181818181818182	1.0
chr10:104259748	wtdmso	mtcsc	3	4	65	72	0.8307692307692308	1.0
chr10:104266089	wtdmso	mtcsc	17	24	57	59	0.7331871345029239	0.4679312062129991
chr10:104267272	wtdmso	mtcsc	1	3	66	71	0.35858585858585856	0.6214846175128088
chr10:104267278	wtdmso	mtcsc	8	5	60	72	1.92	0.3835981491933572
chr10:104267340	wtdmso	mtcsc	9	7	63	71	1.4489795918367347	0.5991202019562072
chr10:104267373	wtdmso	mtcsc	3	2	66	76	1.7272727272727273	0.6657894144904062
chr10:104267391	wtdmso	mtcsc	9	15	52	56	0.6461538461538462	0.3744218480843591
chr10:11870608	wtdmso	mtcsc	3	6	9	6	0.3333333333333333	0.40032305828509895
chr10:119500018	wtdmso	mtcsc	3	13	9	3	0.07692307692307693	0.006099220771451219
chr10:119500056	wtdmso	mtcsc	4	6	8	10	0.8333333333333334	1.0
chr10:119500094	wtdmso	mtcsc	5	12	5	1	0.08333333333333333	0.05153199203542452
chr10:119500186	wtdmso	mtcsc	4	3	8	14	2.3333333333333335	0.40285754558618136
chr10:119500209	wtdmso	mtcsc	4	3	8	13	2.1666666666666665	0.41835748792270533
chr10:119515512	wtdmso	mtcsc	1	2	10	11	0.55	1.0
chr10:119515544	wtdmso	mtcsc	1	1	10	14	1.4	1.0
chr10:122488937	wtdmso	mtcsc	1	5	54	74	0.2740740740740741	0.4001304455327148
chr10:122489487	wtdmso	mtcsc	12	19	38	47	0.7811634349030471	0.6729896218118583
chr10:122489497	wtdmso	mtcsc	3	1	57	78	4.105263157894737	0.31517820820909687
chr10:122489515	wtdmso	mtcsc	1	3	60	70	0.3888888888888889	0.625470504022701
chr10:122489618	wtdmso	mtcsc	5	6	58	69	0.9913793103448276	1.0
chr10:122506856	wtdmso	mtcsc	2	2	58	71	1.2241379310344827	1.0
chr10:122506867	wtdmso	mtcsc	1	3	65	74	0.37948717948717947	0.6242133652981718
chr10:122507376	wtdmso	mtcsc	4	7	63	73	0.6621315192743764	0.7545939942744445
chr10:122508677	wtdmso	mtcsc	1	1	72	87	1.2083333333333333	1.0
chr10:122508691	wtdmso	mtcsc	1	3	69	82	0.3961352657004831	0.6272572927920976
chr10:122508755	wtdmso	mtcsc	4	1	61	77	5.049180327868853	0.1769952333009229
chr10:122511989	wtdmso	mtcsc	15	16	47	59	1.1768617021276595	0.8377534442056664
chr10:122512001	wtdmso	mtcsc	3	1	24	41	5.125	0.2918793616201717
chr10:122514232	wtdmso	mtcsc	14	22	21	31	0.9393939393939394	1.0
chr10:122514291	wtdmso	mtcsc	13	12	73	103	1.528538812785388	0.3889517003271785
chr10:122514376	wtdmso	mtcsc	27	49	50	57	0.6281632653061224	0.17131598055775388
chr10:122514396	wtdmso	mtcsc	41	48	45	57	1.0819444444444444	0.8841773959673473
chr10:122514421	wtdmso	mtcsc	53	73	39	46	0.8563400070249385	0.6713050826895185
chr10:122514442	wtdmso	mtcsc	19	39	69	76	0.5366034931252323	0.06099594259212606
chr10:122514451	wtdmso	mtcsc	22	18	72	98	1.6635802469135803	0.16090180585701805
chr10:122514458	wtdmso	mtcsc	19	18	70	89	1.342063492063492	0.4660487830697367
chr10:122514484	wtdmso	mtcsc	6	7	83	102	1.0533562822719449	1.0
chr10:122514627	wtdmso	mtcsc	32	52	27	38	0.8660968660968661	0.7364252980276675
chr10:122514653	wtdmso	mtcsc	11	17	81	106	0.8467683369644154	0.8381641188872666
chr10:122514732	wtdmso	mtcsc	49	68	36	50	1.0008169934640523	1.0
chr10:122514787	wtdmso	mtcsc	11	15	82	107	0.9569105691056911	1.0
chr10:122514868	wtdmso	mtcsc	9	20	80	98	0.55125	0.22457117898912066
chr10:17229515	wtdmso	mtcsc	11	4	106	109	2.827830188679245	0.1072591909040632
chr10:17229666	wtdmso	mtcsc	19	27	103	95	0.649047105357785	0.2517500854030551
chr10:17229675	wtdmso	mtcsc	17	18	99	100	0.9539842873176206	1.0
chr10:17229714	wtdmso	mtcsc	6	8	98	95	0.7270408163265306	0.5933490926656944
chr10:17229756	wtdmso	mtcsc	3	1	111	115	3.108108108108108	0.3673701017640383
chr10:17229864	wtdmso	mtcsc	12	16	138	118	0.6413043478260869	0.3203689471746214
chr10:17229906	wtdmso	mtcsc	6	2	128	128	3.0	0.2819672135772981
chr10:17229963	wtdmso	mtcsc	4	2	153	150	1.9607843137254901	0.6846772408766184
chr10:17233593	wtdmso	mtcsc	2	2	162	146	0.9012345679012346	1.0
chr10:17233617	wtdmso	mtcsc	2	1	175	154	1.76	1.0
chr10:17233669	wtdmso	mtcsc	5	2	148	144	2.4324324324324325	0.4484836379461812
chr10:17233801	wtdmso	mtcsc	24	25	182	154	0.8123076923076923	0.5413552151300667
chr10:17233839	wtdmso	mtcsc	18	23	169	138	0.6390532544378699	0.18675234361418952
chr10:17233896	wtdmso	mtcsc	11	6	198	184	1.7037037037037037	0.3314210674406154
chr10:17234699	wtdmso	mtcsc	26	17	169	151	1.3665158371040724	0.41605169956422206
chr10:17234723	wtdmso	mtcsc	5	1	235	214	4.553191489361702	0.21991493181535215
chr10:17234815	wtdmso	mtcsc	16	18	247	202	0.7269455690508322	0.3784419915264355
chr10:17235208	wtdmso	mtcsc	14	21	245	193	0.5251700680272109	0.07843058174033611
chr10:17235229	wtdmso	mtcsc	3	4	262	211	0.6040076335877863	0.7056901541734037
chr10:17235238	wtdmso	mtcsc	6	1	242	207	5.132231404958677	0.13223683693244412
chr10:17235340	wtdmso	mtcsc	1	1	273	227	0.8315018315018315	1.0
chr10:17235865	wtdmso	mtcsc	5	2	256	225	2.197265625	0.45777542788268477
chr10:17235880	wtdmso	mtcsc	23	18	225	185	1.0506172839506174	1.0
chr10:17236340	wtdmso	mtcsc	13	16	274	212	0.6286496350364964	0.25120342575780774
chr10:17236364	wtdmso	mtcsc	23	22	264	210	0.8316115702479339	0.6384134621427524
chr10:17236375	wtdmso	mtcsc	6	2	216	187	2.5972222222222223	0.29704138105317324
chr10:17237241	wtdmso	mtcsc	3	3	274	236	0.8613138686131386	1.0
chr10:17237260	wtdmso	mtcsc	8	5	270	218	1.2918518518518518	0.7810056785127404
chr10:17237524	wtdmso	mtcsc	21	16	276	231	1.0985054347826086	0.8649156833224974
chr10:3105491	wtdmso	mtcsc	2	2	11	30	2.727272727272727	0.5672337997919392
chr10:3107214	wtdmso	mtcsc	1	2	12	29	1.2083333333333333	1.0
chr10:3108725	wtdmso	mtcsc	1	1	12	31	2.5833333333333335	0.4989898989898989
chr10:3108766	wtdmso	mtcsc	1	3	14	30	0.7142857142857143	1.0
chr10:3109439	wtdmso	mtcsc	2	3	13	35	1.794871794871795	0.6141649693259017
chr10:3112221	wtdmso	mtcsc	1	2	15	31	1.0333333333333334	1.0
chr10:3113138	wtdmso	mtcsc	2	10	22	28	0.2545454545454545	0.1059447779276996
chr10:3119902	wtdmso	mtcsc	1	2	30	40	0.6666666666666666	1.0
chr10:3120030	wtdmso	mtcsc	3	7	23	36	0.6708074534161491	0.7319609129066291
chr10:3129851	wtdmso	mtcsc	2	4	31	42	0.6774193548387096	1.0
chr10:3133222	wtdmso	mtcsc	3	2	33	45	2.0454545454545454	0.6481604094674468
chr10:3133279	wtdmso	mtcsc	1	1	37	52	1.4054054054054055	1.0
chr10:3134510	wtdmso	mtcsc	3	1	25	49	5.88	0.1291866028708134
chr10:3134518	wtdmso	mtcsc	1	1	34	50	1.4705882352941178	1.0
chr10:3134559	wtdmso	mtcsc	3	1	37	52	4.216216216216216	0.3109374652151651
chr10:3136538	wtdmso	mtcsc	2	2	31	39	1.2580645161290323	1.0
chr10:3136554	wtdmso	mtcsc	4	10	36	46	0.5111111111111111	0.38314051171324504
chr10:3136578	wtdmso	mtcsc	3	2	37	52	2.108108108108108	0.6475357771648542
chr10:3136615	wtdmso	mtcsc	13	23	27	27	0.5652173913043478	0.27896490331360124
chr10:32900620	wtdmso	mtcsc	38	28	52	35	0.9134615384615384	0.8685640821727512
chr10:32900679	wtdmso	mtcsc	6	1	82	60	4.390243902439025	0.24074781181520172
chr10:32900870	wtdmso	mtcsc	10	13	69	48	0.5351170568561873	0.24976207373938714
chr10:32900914	wtdmso	mtcsc	5	3	72	49	1.1342592592592593	1.0
chr10:32901079	wtdmso	mtcsc	5	9	61	40	0.36429872495446264	0.09186640767617152
chr10:32901200	wtdmso	mtcsc	4	4	65	49	0.7538461538461538	0.7265799190126828
chr10:32901307	wtdmso	mtcsc	12	10	43	28	0.7813953488372093	0.6285704811492441
chr10:32901375	wtdmso	mtcsc	11	6	54	45	1.5277777777777777	0.5981064597655634
chr10:32901386	wtdmso	mtcsc	25	10	35	24	1.7142857142857142	0.2729574932354002
chr10:32908371	wtdmso	mtcsc	1	2	45	30	0.3333333333333333	0.5646458804353542
chr10:32911566	wtdmso	mtcsc	2	3	32	19	0.3958333333333333	0.37102310687216344
chr10:32911606	wtdmso	mtcsc	14	8	22	17	1.3522727272727273	0.7867591321679127
chr10:32911991	wtdmso	mtcsc	4	2	19	17	1.7894736842105263	0.6728614167638558
chr10:4963438	wtdmso	mtcsc	3	3	19	68	3.5789473684210527	0.14187135807288034
chr10:4966014	wtdmso	mtcsc	5	12	18	69	1.5972222222222223	0.5229790152225113
chr10:4967008	wtdmso	mtcsc	2	1	21	82	7.809523809523809	0.11802819821687746
chr10:4972232	wtdmso	mtcsc	1	7	34	82	0.3445378151260504	0.4391619300431062
chr10:4972304	wtdmso	mtcsc	1	5	43	96	0.44651162790697674	0.6677285622420113
chr10:4972594	wtdmso	mtcsc	9	14	38	93	1.5733082706766917	0.3358117837417845
chr10:4972653	wtdmso	mtcsc	10	36	34	65	0.5310457516339869	0.1738758760727358
chr10:4972736	wtdmso	mtcsc	5	1	36	90	12.5	0.011102602219688888
chr10:4975868	wtdmso	mtcsc	4	2	45	116	5.155555555555556	0.061848463830507766
chr10:4975922	wtdmso	mtcsc	1	6	50	112	0.37333333333333335	0.676143899021291
chr10:4977793	wtdmso	mtcsc	4	6	45	110	1.6296296296296295	0.4853618460310466
chr10:4977819	wtdmso	mtcsc	9	18	39	91	1.1666666666666667	0.8190195576553831
chr10:4977824	wtdmso	mtcsc	4	8	36	87	1.2083333333333333	0.7489590830366337
chr10:4977903	wtdmso	mtcsc	1	2	45	96	1.0666666666666667	1.0
chr10:4989943	wtdmso	mtcsc	1	1	14	42	3.0	0.4537205081669692
chr10:4995451	wtdmso	mtcsc	1	2	11	27	1.2272727272727273	1.0
chr10:4995472	wtdmso	mtcsc	1	3	12	29	0.8055555555555556	1.0
chr10:5765303	wtdmso	mtcsc	2	1	21	39	3.7142857142857144	0.5482360051371156
chr10:5765384	wtdmso	mtcsc	9	13	15	29	1.3384615384615384	0.59915019461833
chr10:5765564	wtdmso	mtcsc	2	2	21	30	1.4285714285714286	1.0
chr10:5765784	wtdmso	mtcsc	1	3	9	20	0.7407407407407407	1.0
chr10:5766054	wtdmso	mtcsc	2	1	8	24	6.0	0.19022154316271964
chr10:5766498	wtdmso	mtcsc	1	10	9	12	0.13333333333333333	0.10580522393889906
chr10:69392184	wtdmso	mtcsc	1	1	9	28	3.111111111111111	0.4520917678812416
chr10:69392255	wtdmso	mtcsc	2	5	9	14	0.6222222222222222	1.0
chr10:69398662	wtdmso	mtcsc	1	1	20	30	1.5	1.0
chr10:69398768	wtdmso	mtcsc	3	3	23	28	1.2173913043478262	1.0
chr10:69398787	wtdmso	mtcsc	3	7	23	28	0.5217391304347826	0.4941010585532142
chr10:69398805	wtdmso	mtcsc	2	1	20	33	3.3	0.5547619047619049
chr10:69401023	wtdmso	mtcsc	7	5	17	28	2.3058823529411763	0.32391321876390716
chr10:69401375	wtdmso	mtcsc	1	1	25	37	1.48	1.0
chr10:69401692	wtdmso	mtcsc	3	3	30	36	1.2	1.0
chr10:69401712	wtdmso	mtcsc	5	5	30	38	1.2666666666666666	0.7463194137270759
chr10:69401855	wtdmso	mtcsc	7	2	24	36	5.25	0.06789133359955198
chr10:70203024	wtdmso	mtcsc	5	2	28	17	1.5178571428571428	1.0
chr10:70203054	wtdmso	mtcsc	11	5	21	15	1.5714285714285714	0.5488999654068133
chr10:70203158	wtdmso	mtcsc	2	1	28	20	1.4285714285714286	1.0
chr10:70209235	wtdmso	mtcsc	2	1	22	14	1.2727272727272727	1.0
chr10:70209288	wtdmso	mtcsc	3	4	21	11	0.39285714285714285	0.39550171748314156
chr10:70209633	wtdmso	mtcsc	3	1	18	14	2.3333333333333335	0.6256684491978608
chr10:70214556	wtdmso	mtcsc	1	1	19	13	0.6842105263157895	1.0
chr10:71816360	wtdmso	mtcsc	38	28	130	110	1.1483516483516483	0.676241106650765
chr10:71816382	wtdmso	mtcsc	4	2	189	162	1.7142857142857142	0.6911119054926023
chr10:71816403	wtdmso	mtcsc	3	5	198	168	0.509090909090909	0.4793838255143241
chr10:71816574	wtdmso	mtcsc	10	6	244	220	1.5027322404371584	0.4595365030400468
chr10:71816679	wtdmso	mtcsc	4	3	223	207	1.2376681614349776	1.0
chr10:71816859	wtdmso	mtcsc	4	4	218	210	0.963302752293578	1.0
chr10:71816973	wtdmso	mtcsc	3	2	206	200	1.4563106796116505	1.0
chr10:71816986	wtdmso	mtcsc	38	49	177	153	0.6703562781044621	0.11689034548938387
chr10:71817018	wtdmso	mtcsc	27	44	201	166	0.5067842605156038	0.013291816252933825
chr10:71817078	wtdmso	mtcsc	7	6	198	182	1.0723905723905724	1.0
chr10:71817125	wtdmso	mtcsc	8	12	196	184	0.6258503401360545	0.3634021675009984
chr10:71817351	wtdmso	mtcsc	6	7	200	182	0.78	0.7803545937527133
chr10:71817444	wtdmso	mtcsc	30	28	153	136	0.9523809523809523	0.8862634772696787
chr10:71818633	wtdmso	mtcsc	2	1	85	81	1.9058823529411764	1.0
chr10:71818641	wtdmso	mtcsc	23	41	155	131	0.4741148701809599	0.008783837099907356
chr10:71818681	wtdmso	mtcsc	25	32	153	136	0.6944444444444444	0.24651040966488547
chr10:71819480	wtdmso	mtcsc	6	2	145	140	2.896551724137931	0.28415667960971114
chr10:71819613	wtdmso	mtcsc	14	19	127	113	0.6556154164939909	0.27144531293822954
chr10:71819716	wtdmso	mtcsc	14	9	111	105	1.4714714714714714	0.5109619493469131
chr10:71820244	wtdmso	mtcsc	5	2	105	103	2.4523809523809526	0.4462657351020861
chr10:71820255	wtdmso	mtcsc	5	7	114	89	0.5576441102756893	0.3794173168985039
chr10:71820268	wtdmso	mtcsc	12	13	114	103	0.8340080971659919	0.6790483007344259
chr10:71821893	wtdmso	mtcsc	37	33	88	81	1.0320247933884297	1.0
chr10:71821943	wtdmso	mtcsc	1	1	108	98	0.9074074074074074	1.0
chr10:71825885	wtdmso	mtcsc	11	5	96	93	2.13125	0.19914006913213256
chr10:71828041	wtdmso	mtcsc	5	7	105	95	0.6462585034013606	0.5583169305596574
chr10:71828061	wtdmso	mtcsc	3	4	105	86	0.6142857142857143	0.703923755583046
chr10:71828093	wtdmso	mtcsc	2	1	72	66	1.8333333333333333	1.0
chr10:71828113	wtdmso	mtcsc	2	2	87	78	0.896551724137931	1.0
chr10:71828117	wtdmso	mtcsc	29	27	76	75	1.0599415204678362	0.8767611849218402
chr10:71828134	wtdmso	mtcsc	18	26	88	79	0.6215034965034965	0.17866128082933086
chr10:71828959	wtdmso	mtcsc	17	21	75	72	0.7771428571428571	0.5857575267732991
chr10:71831168	wtdmso	mtcsc	7	5	86	90	1.4651162790697674	0.5650886080115938
chr10:71831198	wtdmso	mtcsc	29	29	61	68	1.1147540983606556	0.7538386608854111
chr10:71831216	wtdmso	mtcsc	30	44	55	44	0.5454545454545454	0.06505746880502514
chr10:71834384	wtdmso	mtcsc	4	5	80	72	0.72	0.7380937201487694
chr10:71834482	wtdmso	mtcsc	18	10	63	65	1.8571428571428572	0.20990978062151316
chr10:72273954	wtdmso	mtcsc	13	10	67	60	1.164179104477612	0.8222908811233594
chr10:72274232	wtdmso	mtcsc	12	8	71	54	1.1408450704225352	1.0
chr10:72274282	wtdmso	mtcsc	27	26	54	42	0.8076923076923077	0.6071853726621768
chr10:72274373	wtdmso	mtcsc	7	8	89	68	0.6685393258426966	0.5880094679267955
chr10:72274388	wtdmso	mtcsc	4	5	91	68	0.5978021978021978	0.5042290002664175
chr10:72274745	wtdmso	mtcsc	2	4	107	76	0.35514018691588783	0.2439708551713916
chr10:72274758	wtdmso	mtcsc	25	27	84	63	0.6944444444444444	0.33081667711207796
chr10:72274878	wtdmso	mtcsc	17	12	94	84	1.2659574468085106	0.6887026273420345
chr10:72275014	wtdmso	mtcsc	4	1	107	91	3.4018691588785046	0.3798861615446156
chr10:72275033	wtdmso	mtcsc	61	54	27	17	0.7112482853223594	0.3769465887769087
chr10:72275163	wtdmso	mtcsc	9	11	101	75	0.6075607560756076	0.3448844195924508
chr10:72275188	wtdmso	mtcsc	48	31	74	75	1.5693112467306016	0.1256980270719969
chr10:72275223	wtdmso	mtcsc	10	7	96	90	1.3392857142857142	0.6200372642947851
chr10:72275237	wtdmso	mtcsc	67	55	49	49	1.2181818181818183	0.4987411510003523
chr10:72275252	wtdmso	mtcsc	3	2	111	108	1.4594594594594594	1.0
chr10:72275273	wtdmso	mtcsc	95	78	30	32	1.2991452991452992	0.4584939744799692
chr10:72275294	wtdmso	mtcsc	7	12	100	82	0.47833333333333333	0.15236500436926154
chr10:72275381	wtdmso	mtcsc	10	10	96	84	0.875	0.816746163263601
chr10:72275483	wtdmso	mtcsc	7	7	91	82	0.9010989010989011	1.0
chr10:72275501	wtdmso	mtcsc	2	1	108	103	1.9074074074074074	1.0
chr10:72275642	wtdmso	mtcsc	1	1	111	105	0.9459459459459459	1.0
chr10:72275701	wtdmso	mtcsc	10	5	84	97	2.3095238095238093	0.1794339652793055
chr10:72275884	wtdmso	mtcsc	1	6	116	108	0.15517241379310345	0.0633961345982751
chr10:72275926	wtdmso	mtcsc	56	53	57	48	0.8897715988083416	0.6834889151651841
chr10:72275988	wtdmso	mtcsc	1	1	92	96	1.0434782608695652	1.0
chr10:72276019	wtdmso	mtcsc	1	1	76	82	1.0789473684210527	1.0
chr10:73250842	wtdmso	mtcsc	2	2	16	8	0.5	0.6014652014652014
chr10:73250938	wtdmso	mtcsc	3	1	15	9	1.8	1.0
chr10:73916789	wtdmso	mtcsc	3	2	7	8	1.7142857142857142	1.0
chr10:73917181	wtdmso	mtcsc	6	3	5	7	2.8	0.38699690402476783
chr10:73917256	wtdmso	mtcsc	3	4	9	6	0.5	0.651702786377709
chr10:75210928	wtdmso	mtcsc	6	9	58	52	0.5977011494252874	0.41647053029272113
chr10:75211172	wtdmso	mtcsc	3	1	66	59	2.6818181818181817	0.6228287597771207
chr10:75212256	wtdmso	mtcsc	1	2	68	63	0.4632352941176471	0.6110782383366828
chr10:75214036	wtdmso	mtcsc	1	5	83	70	0.1686746987951807	0.10087159030744577
chr10:75214049	wtdmso	mtcsc	1	1	82	76	0.926829268292683	1.0
chr10:75219113	wtdmso	mtcsc	1	4	72	72	0.25	0.3669878617146114
chr10:75219152	wtdmso	mtcsc	9	6	72	72	1.5	0.589884851444912
chr10:75219171	wtdmso	mtcsc	6	3	70	70	2.0	0.4949449994578438
chr10:75219191	wtdmso	mtcsc	2	2	70	63	0.9	1.0
chr10:75219320	wtdmso	mtcsc	4	10	84	73	0.3476190476190476	0.09565422009725533
chr10:75219349	wtdmso	mtcsc	1	1	78	77	0.9871794871794872	1.0
chr10:75220807	wtdmso	mtcsc	4	5	83	78	0.7518072289156627	0.7422897895157718
chr10:75220823	wtdmso	mtcsc	4	4	76	71	0.9342105263157895	1.0
chr10:75220884	wtdmso	mtcsc	1	3	89	85	0.31835205992509363	0.3651331719128329
chr10:75220941	wtdmso	mtcsc	27	39	68	61	0.6210407239819005	0.1318756915295945
chr10:75220948	wtdmso	mtcsc	11	15	80	72	0.66	0.3979092334528401
chr10:75222261	wtdmso	mtcsc	16	12	54	58	1.4320987654320987	0.5267041784954416
chr10:75222330	wtdmso	mtcsc	3	3	89	86	0.9662921348314607	1.0
chr10:75229688	wtdmso	mtcsc	2	6	97	95	0.32646048109965636	0.2792462290207718
chr10:75231054	wtdmso	mtcsc	12	15	66	66	0.8	0.6750750093255427
