site	cond1	cond2	mod_cond1	mod_cond2	unmod_cond1	unmod_cond2	odds_ratio	pvalue
chr16:717465	wtdmso	mtdmso	11	3	9	13	5.296296296296297	0.04072085820888838
chr16:87831151	wtdmso	mtdmso	74	84	60	33	0.4845238095238095	0.008665569643193921
chr16:87831267	wtdmso	mtdmso	39	51	61	30	0.3760848601735776	0.0016785517468338802
chr16:87832526	wtdmso	mtdmso	11	21	33	24	0.38095238095238093	0.04668019968734037
chr17:16382307	wtdmso	mtdmso	4	18	90	126	0.3111111111111111	0.03870743166800408
chr17:16441596	wtdmso	mtdmso	7	16	155	127	0.35846774193548386	0.029257220354669086
chr17:16441890	wtdmso	mtdmso	17	27	213	169	0.49956529299252306	0.037534825766227985
chr17:38852653	wtdmso	mtdmso	26	11	355	411	2.7364916773367476	0.006283722986267421
chr17:39204649	wtdmso	mtdmso	12	4	183	197	3.2295081967213113	0.04195544227015397
chr17:40019372	wtdmso	mtdmso	5	12	34	22	0.2696078431372549	0.028962261691867115
chr17:41524412	wtdmso	mtdmso	42	79	132	426	1.715765247410817	0.015527214544913528
chr17:41619604	wtdmso	mtdmso	15	3	424	365	4.304245283018868	0.015090817128138373
chr17:41619682	wtdmso	mtdmso	63	30	369	323	1.838211382113821	0.010399631345893789
chr17:41622397	wtdmso	mtdmso	11	2	193	189	5.3860103626943	0.021252448953870122
chr17:41624240	wtdmso	mtdmso	26	15	97	122	2.1800687285223366	0.0273409690323635
chr17:41690959	wtdmso	mtdmso	32	8	236	147	2.4915254237288136	0.02442787967399874
chr17:42128360	wtdmso	mtdmso	2	7	12	6	0.14285714285714285	0.04607170099160947
chr17:44320205	wtdmso	mtdmso	3	1	8	37	13.875	0.031150295455832658
chr17:51171587	wtdmso	mtdmso	45	23	151	139	1.8010365678088107	0.04215369606142875
chr17:75757200	wtdmso	mtdmso	10	2	107	107	5.0	0.03502792513296041
chr17:81894541	wtdmso	mtdmso	9	2	6	11	8.25	0.023760488176964144
chr17:82237443	wtdmso	mtdmso	13	19	48	28	0.3991228070175439	0.03577808950444196
chr17:82237695	wtdmso	mtdmso	5	12	54	36	0.2777777777777778	0.03166079412351362
chr17:82239052	wtdmso	mtdmso	72	46	17	3	0.27621483375959077	0.04434458829708617
chr17:82239263	wtdmso	mtdmso	20	27	50	25	0.37037037037037035	0.014050479012392713
chr18:23951716	wtdmso	mtdmso	1	3	208	65	0.10416666666666667	0.04703057994310442
chr18:3255913	wtdmso	mtdmso	2	5	37	16	0.17297297297297298	0.044823601296424216
chr19:1038793	wtdmso	mtdmso	6	3	12	31	5.166666666666667	0.04972115765825295
chr19:1106552	wtdmso	mtdmso	3	13	54	49	0.2094017094017094	0.015003181098537783
chr19:17862148	wtdmso	mtdmso	49	39	507	662	1.6405199008749305	0.026313049431321397
chr19:18307337	wtdmso	mtdmso	13	3	29	28	4.183908045977011	0.044187288474645176
chr19:35122764	wtdmso	mtdmso	8	5	37	89	3.848648648648649	0.027684057295650363
chr19:3976467	wtdmso	mtdmso	195	319	304	363	0.7299228675136116	0.008961674433469718
chr19:3976519	wtdmso	mtdmso	153	289	342	384	0.5944272445820433	3.220211183799114e-05
chr19:3976575	wtdmso	mtdmso	21	69	422	532	0.38368019781578405	0.00012535424323128575
chr19:3983163	wtdmso	mtdmso	24	23	152	313	2.148741418764302	0.015172878256396004
chr19:39834541	wtdmso	mtdmso	7	3	13	33	5.923076923076923	0.025086943031543595
chr19:46610619	wtdmso	mtdmso	6	1	20	39	11.7	0.01266966331746871
chr19:46838300	wtdmso	mtdmso	14	5	61	106	4.865573770491803	0.002543251231571822
chr19:47045934	wtdmso	mtdmso	3	8	8	2	0.09375	0.02997312285237982
chr19:47045940	wtdmso	mtdmso	7	10	8	1	0.0875	0.036155606407322655
chr19:47741937	wtdmso	mtdmso	4	7	47	16	0.1945288753799392	0.02875795864381899
chr19:48383112	wtdmso	mtdmso	16	21	88	53	0.4588744588744589	0.04052826783047918
chr19:48966307	wtdmso	mtdmso	7	1	395	437	7.744303797468355	0.03148101035188692
chr19:49496463	wtdmso	mtdmso	3	15	308	433	0.2811688311688312	0.0494227899176243
chr19:49497924	wtdmso	mtdmso	2	13	331	470	0.2184522426214269	0.033053230347140757
chr19:54201588	wtdmso	mtdmso	4	14	177	153	0.2469733656174334	0.013534338348704752
chr19:55388022	wtdmso	mtdmso	34	9	542	498	3.4710947109471095	0.00048358516886855903
chr19:5690558	wtdmso	mtdmso	12	5	188	240	3.0638297872340425	0.0442977226536863
chr19:5691616	wtdmso	mtdmso	16	33	202	214	0.5136513651365137	0.04824872438415746
chr19:572614	wtdmso	mtdmso	8	1	57	57	8.0	0.03495237617649562
chr1:109237997	wtdmso	mtdmso	8	16	35	18	0.2571428571428571	0.01250329342379921
chr1:1217109	wtdmso	mtdmso	9	2	6	12	9.0	0.02093953023488256
chr1:151400048	wtdmso	mtdmso	7	1	32	40	8.75	0.027173416145151886
chr1:153607277	wtdmso	mtdmso	21	4	107	99	4.857476635514018	0.0024151820256835058
chr1:153614508	wtdmso	mtdmso	6	18	146	157	0.3584474885844749	0.03335920932556504
chr1:154206991	wtdmso	mtdmso	8	6	6	21	4.666666666666667	0.038878337755398916
chr1:154963484	wtdmso	mtdmso	25	9	36	35	2.700617283950617	0.03463820818673881
chr1:159918295	wtdmso	mtdmso	21	17	69	119	2.130434782608696	0.044910167408843765
chr1:159920357	wtdmso	mtdmso	11	5	48	75	3.4375	0.03138573134590329
chr1:183243777	wtdmso	mtdmso	23	25	204	81	0.3652941176470588	0.002236576084802819
chr1:183243992	wtdmso	mtdmso	30	28	217	84	0.4147465437788018	0.0031291689488711413
chr1:201332698	wtdmso	mtdmso	1	8	26	21	0.10096153846153846	0.02573557724976783
chr1:209615086	wtdmso	mtdmso	229	136	171	63	0.6203560371517027	0.009887391350549377
chr1:26281086	wtdmso	mtdmso	16	5	196	171	2.7918367346938777	0.0447211287183239
chr1:26475561	wtdmso	mtdmso	2	8	86	73	0.21220930232558138	0.04978320119064747
chr1:26863843	wtdmso	mtdmso	10	19	57	43	0.39704524469067404	0.03690031072230776
chr1:31425859	wtdmso	mtdmso	5	20	67	79	0.2947761194029851	0.016373659686986897
chr1:32228582	wtdmso	mtdmso	7	1	48	58	8.458333333333334	0.027996864610295963
chr1:34785728	wtdmso	mtdmso	2	8	11	3	0.06818181818181818	0.011088302597927042
chr1:37809134	wtdmso	mtdmso	6	1	12	22	11.0	0.03131193304492407
chr1:42926625	wtdmso	mtdmso	37	36	43	18	0.43023255813953487	0.022495043760880254
chr1:42927703	wtdmso	mtdmso	8	16	52	35	0.33653846153846156	0.035948128555009465
chr1:46303753	wtdmso	mtdmso	27	10	33	31	2.536363636363636	0.0383404848196138
chr1:6186445	wtdmso	mtdmso	1	4	34	13	0.09558823529411764	0.03443223443223443
chr1:6186620	wtdmso	mtdmso	8	1	70	65	7.428571428571429	0.038960470620670054
chr1:68391605	wtdmso	mtdmso	5	7	48	16	0.23809523809523808	0.036576345355742126
chr1:8861384	wtdmso	mtdmso	40	74	266	317	0.6441780125990653	0.03950775399814304
chr1:8863262	wtdmso	mtdmso	29	22	225	316	1.8513131313131312	0.03879280660109665
chr1:8865328	wtdmso	mtdmso	32	24	144	229	2.1203703703703702	0.012698115353191056
chr1:8865464	wtdmso	mtdmso	4	17	196	266	0.31932773109243695	0.04054189882636934
chr1:8868054	wtdmso	mtdmso	12	5	152	226	3.568421052631579	0.020943154088888333
chr1:92837613	wtdmso	mtdmso	12	3	206	214	4.155339805825243	0.032135229767422634
chr20:31606308	wtdmso	mtdmso	55	20	66	48	2.0	0.03169415509842628
chr20:35542873	wtdmso	mtdmso	3	19	28	21	0.11842105263157894	0.0006858970289373551
chr20:396240	wtdmso	mtdmso	3	4	74	15	0.15202702702702703	0.026821655958357345
chr20:50191835	wtdmso	mtdmso	6	9	57	21	0.24561403508771928	0.017175033356993365
chr20:62137396	wtdmso	mtdmso	2	11	47	48	0.18568665377176016	0.03451385444797218
chr20:63522117	wtdmso	mtdmso	54	80	257	239	0.6277237354085603	0.019514584838000126
chr21:33437381	wtdmso	mtdmso	1	7	22	11	0.07142857142857142	0.013250102081937767
chr22:19176895	wtdmso	mtdmso	10	6	4	23	9.583333333333334	0.0022203555546114924
chr22:28795256	wtdmso	mtdmso	1	8	28	18	0.08035714285714286	0.009191858196510238
chr22:37225508	wtdmso	mtdmso	1	9	62	63	0.11290322580645161	0.01962915557531114
chr22:39313251	wtdmso	mtdmso	7	18	610	640	0.4080145719489982	0.0439168287830532
chr22:43159220	wtdmso	mtdmso	21	10	53	60	2.3773584905660377	0.04459238689684415
chr2:101006376	wtdmso	mtdmso	13	34	555	512	0.3527291997880233	0.001481047571331231
chr2:10784279	wtdmso	mtdmso	1	6	65	41	0.10512820512820513	0.01997838829436598
chr2:216499311	wtdmso	mtdmso	3	16	338	426	0.23631656804733728	0.017138808261881112
chr2:218228825	wtdmso	mtdmso	6	1	34	45	7.9411764705882355	0.04629153563303964
chr2:219539482	wtdmso	mtdmso	2	15	11	3	0.03636363636363636	0.00025912340943280487
chr2:3575838	wtdmso	mtdmso	26	36	353	283	0.5790053509600251	0.04535468159217473
chr2:3580228	wtdmso	mtdmso	1	6	366	292	0.13296903460837886	0.049378326545191975
chr2:42353279	wtdmso	mtdmso	1	6	43	22	0.08527131782945736	0.012056535879014214
chr2:47160403	wtdmso	mtdmso	10	1	32	24	7.5	0.043098158315623525
chr2:55235544	wtdmso	mtdmso	78	54	322	339	1.520703933747412	0.03569758184006877
chr2:55235576	wtdmso	mtdmso	41	24	388	398	1.7523625429553265	0.038677398991431626
chr2:84906033	wtdmso	mtdmso	8	9	76	403	4.713450292397661	0.0032361963822587192
chr3:101685855	wtdmso	mtdmso	7	19	199	194	0.3591642422639513	0.024744300473593904
chr3:12836181	wtdmso	mtdmso	30	57	258	300	0.6119951040391677	0.04838050605900947
chr3:150544344	wtdmso	mtdmso	1	6	39	13	0.05555555555555555	0.0033289457547587514
chr3:39408631	wtdmso	mtdmso	113	89	512	558	1.3837341994382022	0.03826485164630201
chr3:39411725	wtdmso	mtdmso	217	257	511	462	0.7633921432759447	0.01859621991444957
chr3:49029299	wtdmso	mtdmso	1	6	23	13	0.09420289855072464	0.032511677435103414
chr3:52049345	wtdmso	mtdmso	10	2	3	8	13.333333333333334	0.012278137799742322
chr3:53226829	wtdmso	mtdmso	3	24	149	371	0.311241610738255	0.04863257943716158
chr3:53228118	wtdmso	mtdmso	2	26	151	418	0.21293937850229241	0.02432107543074444
chr3:57575549	wtdmso	mtdmso	2	9	8	5	0.1388888888888889	0.04717997038632388
chr4:10075338	wtdmso	mtdmso	6	3	5	16	6.4	0.041914427401683774
chr4:15936366	wtdmso	mtdmso	3	10	7	3	0.12857142857142856	0.039680403053669974
chr4:39454184	wtdmso	mtdmso	15	2	543	632	8.7292817679558	0.0007725367762098248
chr4:6642493	wtdmso	mtdmso	17	23	36	20	0.4106280193236715	0.03969674384964578
chr4:74452636	wtdmso	mtdmso	33	34	215	127	0.5733242134062928	0.04085650486945587
chr4:77048161	wtdmso	mtdmso	11	27	93	91	0.39864595778574274	0.01969170514315847
chr5:126544948	wtdmso	mtdmso	15	22	22	10	0.30991735537190085	0.029099786658700937
chr5:133972347	wtdmso	mtdmso	9	1	49	40	7.346938775510204	0.04288809581297235
chr5:134197175	wtdmso	mtdmso	7	9	15	3	0.15555555555555556	0.029943092969644203
chr5:136049547	wtdmso	mtdmso	41	28	42	65	2.266156462585034	0.013085614814160998
chr5:138469148	wtdmso	mtdmso	4	8	29	11	0.1896551724137931	0.019396156654920033
chr5:171390057	wtdmso	mtdmso	9	22	85	73	0.3513368983957219	0.017439068124950906
chr5:171391785	wtdmso	mtdmso	7	1	116	142	8.568965517241379	0.02636969119069627
chr5:171392924	wtdmso	mtdmso	1	8	219	193	0.11015981735159817	0.01587224947340097
chr5:173034752	wtdmso	mtdmso	10	23	45	24	0.2318840579710145	0.0013393070517971485
chr5:179730761	wtdmso	mtdmso	3	4	46	10	0.16304347826086957	0.037860953233141835
chr5:179797632	wtdmso	mtdmso	28	9	36	44	3.802469135802469	0.0025691686929078723
chr5:179797807	wtdmso	mtdmso	39	19	27	33	2.508771929824561	0.016949417150190757
chr5:181236993	wtdmso	mtdmso	44	62	853	798	0.6639186174034716	0.04522328726143618
chr5:40832553	wtdmso	mtdmso	9	24	359	417	0.43558495821727017	0.033175288535664316
chr6:35469475	wtdmso	mtdmso	12	3	262	284	4.33587786259542	0.017382894628778282
chr6:73517539	wtdmso	mtdmso	10	23	2835	2405	0.36883674564833985	0.007842452840746434
chr6:73517708	wtdmso	mtdmso	1820	1598	1274	980	0.8760951188986232	0.016489899512896436
chr6:73520044	wtdmso	mtdmso	6	17	1456	1460	0.3539107950872657	0.03404848666840961
chr7:100678775	wtdmso	mtdmso	14	28	86	75	0.436046511627907	0.024347755107568085
chr7:101131918	wtdmso	mtdmso	1	7	156	71	0.06501831501831502	0.002142793951605551
chr7:101135548	wtdmso	mtdmso	2	7	212	103	0.13881401617250674	0.008434627046005234
chr7:127591515	wtdmso	mtdmso	2	9	43	33	0.17054263565891473	0.023426560290683025
chr7:128865581	wtdmso	mtdmso	7	14	22	12	0.2727272727272727	0.029452804306714007
chr7:134442625	wtdmso	mtdmso	8	2	11	18	6.545454545454546	0.030950305143853524
chr7:143388489	wtdmso	mtdmso	9	4	32	76	5.34375	0.009905010138052896
chr7:2380598	wtdmso	mtdmso	1	8	9	6	0.08333333333333333	0.03333985976333533
chr7:30628629	wtdmso	mtdmso	23	4	14	16	6.571428571428571	0.004796695986640918
chr7:48107405	wtdmso	mtdmso	1	3	89	18	0.06741573033707865	0.02098595676577328
chr7:5527187	wtdmso	mtdmso	113	112	563	361	0.6469328850545547	0.004053063048943284
chr7:5527742	wtdmso	mtdmso	192	200	322	189	0.5634782608695652	2.621051548261453e-05
chr7:6403631	wtdmso	mtdmso	4	6	25	6	0.16	0.040208136475976076
chr8:100702979	wtdmso	mtdmso	22	47	190	172	0.42374020156774916	0.0023396787774644726
chr8:11830323	wtdmso	mtdmso	15	15	9	27	3.0	0.04329139384611881
chr8:133244382	wtdmso	mtdmso	12	3	36	34	3.7777777777777777	0.04956935008650724
chr8:144791912	wtdmso	mtdmso	20	10	490	615	2.510204081632653	0.024002485561058155
chr8:73291077	wtdmso	mtdmso	13	28	389	300	0.35806096217407274	0.00316220968646664
chr8:98041846	wtdmso	mtdmso	22	59	194	280	0.5381792766031801	0.01930981084922683
chr9:125236544	wtdmso	mtdmso	42	44	84	49	0.5568181818181818	0.049730981051394965
chr9:133351057	wtdmso	mtdmso	16	1	583	568	15.588336192109777	0.0002686785124588576
chr9:137242600	wtdmso	mtdmso	2	8	10	5	0.125	0.04140530354018038
chrX:119469867	wtdmso	mtdmso	1	9	85	112	0.14640522875816994	0.04832395751518359
chrX:1386347	wtdmso	mtdmso	48	21	165	155	2.1471861471861473	0.007466356754608479
chrX:154349842	wtdmso	mtdmso	12	28	109	118	0.4639580602883355	0.03925870359857248
chrX:154400564	wtdmso	mtdmso	18	39	804	943	0.5413318025258324	0.04176041071415028
chrX:49171985	wtdmso	mtdmso	9	3	61	99	4.868852459016393	0.015649996560431017
