site	cond1	cond2	mod_cond1	mod_cond2	unmod_cond1	unmod_cond2	odds_ratio	pvalue
chr19:17521048	wtdmso	mtcsc	1	10	49	62	0.12653061224489795	0.026376679772665248
chr19:17862124	wtdmso	mtcsc	20	64	586	1084	0.5780716723549488	0.03446101326602498
chr19:18307337	wtdmso	mtcsc	13	2	29	39	8.741379310344827	0.0032801056139546954
chr19:35545761	wtdmso	mtcsc	9	15	23	10	0.2608695652173913	0.029566300510633886
chr19:3976467	wtdmso	mtcsc	195	400	304	422	0.6767269736842105	0.0007606502293254928
chr19:3976519	wtdmso	mtcsc	153	330	342	491	0.6656299840510367	0.0007598130670986585
chr19:3976575	wtdmso	mtcsc	21	64	422	663	0.5155139218009479	0.010308795710090624
chr19:3979865	wtdmso	mtcsc	22	68	250	463	0.5991764705882353	0.04525001292525643
chr19:3983163	wtdmso	mtcsc	24	29	152	378	2.058076225045372	0.017737758099405213
chr19:44821182	wtdmso	mtcsc	1	9	22	23	0.11616161616161616	0.03351007821218226
chr19:46610619	wtdmso	mtcsc	6	1	20	40	12.0	0.011610706383471328
chr19:46838300	wtdmso	mtcsc	14	6	61	149	5.699453551912568	0.0006277378556252603
chr19:47741937	wtdmso	mtcsc	4	15	47	39	0.22127659574468084	0.010564097500774115
chr19:48965373	wtdmso	mtcsc	14	38	329	456	0.5106382978723404	0.04076736459136779
chr19:48966307	wtdmso	mtcsc	7	2	395	565	5.006329113924051	0.038277210472204594
chr19:49497293	wtdmso	mtcsc	28	31	307	638	1.8770620994010718	0.022387202086956902
chr19:52219727	wtdmso	mtcsc	1	10	15	16	0.10666666666666667	0.030394727366712566
chr19:54201217	wtdmso	mtcsc	9	4	159	280	3.9622641509433962	0.020013758662599253
chr19:55388022	wtdmso	mtcsc	34	18	542	647	2.254817548175482	0.006503615794275375
chr19:55645551	wtdmso	mtcsc	6	4	5	19	5.7	0.04470838219774946
chr19:58393087	wtdmso	mtcsc	4	20	459	698	0.30413943355119827	0.032312275822507563
chr19:58393436	wtdmso	mtcsc	139	167	337	559	1.3806393148421259	0.017783611812067536
chr19:58556373	wtdmso	mtcsc	1	5	29	11	0.07586206896551724	0.014844740781262028
chr1:152033711	wtdmso	mtcsc	15	7	323	409	2.7134011499336577	0.02972368028172559
chr1:153607651	wtdmso	mtcsc	24	20	110	181	1.9745454545454546	0.04672587237534431
chr1:153614508	wtdmso	mtcsc	6	22	146	207	0.3866749688667497	0.044714877428179915
chr1:154206991	wtdmso	mtcsc	8	3	6	14	6.222222222222222	0.03089960396146013
chr1:154963484	wtdmso	mtcsc	25	5	36	43	5.972222222222222	0.0004493813636075567
chr1:159918295	wtdmso	mtcsc	21	18	69	165	2.789855072463768	0.005144961918305491
chr1:159918587	wtdmso	mtcsc	13	11	76	167	2.59688995215311	0.03867218163549588
chr1:159920357	wtdmso	mtcsc	11	7	48	96	3.142857142857143	0.03508661270350141
chr1:173865263	wtdmso	mtcsc	11	3	109	124	4.17125382262997	0.026658945295631432
chr1:183240104	wtdmso	mtcsc	30	9	104	88	2.8205128205128207	0.012011050065776994
chr1:183243777	wtdmso	mtcsc	23	30	204	113	0.4246732026143791	0.005688902308425161
chr1:183243992	wtdmso	mtcsc	30	31	217	121	0.539616470938011	0.03153831051194337
chr1:201332781	wtdmso	mtcsc	1	4	21	7	0.08333333333333333	0.032536151279199114
chr1:209617549	wtdmso	mtcsc	11	17	162	101	0.4034132171387073	0.026409012651765693
chr1:209629774	wtdmso	mtcsc	11	3	37	42	4.162162162162162	0.04115668740008442
chr1:224375882	wtdmso	mtcsc	3	1	11	41	11.181818181818182	0.044349151896321715
chr1:26864302	wtdmso	mtcsc	18	39	66	72	0.5034965034965035	0.04009855078579418
chr1:31425859	wtdmso	mtcsc	5	40	67	122	0.22761194029850745	0.0010962269537165643
chr1:34785728	wtdmso	mtcsc	2	8	11	3	0.06818181818181818	0.011088302597927042
chr1:42702029	wtdmso	mtcsc	23	6	134	120	3.4328358208955225	0.009328335079551038
chr1:42926625	wtdmso	mtcsc	37	42	43	18	0.3687707641196013	0.005983153389839575
chr1:46303753	wtdmso	mtcsc	27	13	33	50	3.1468531468531467	0.006649424745435635
chr1:6186445	wtdmso	mtcsc	1	4	34	13	0.09558823529411764	0.03443223443223443
chr1:8863262	wtdmso	mtcsc	29	29	225	406	1.8044444444444445	0.033412366679178705
chr1:8865292	wtdmso	mtcsc	10	37	190	329	0.46799431009957326	0.03829997623821617
chr1:8868054	wtdmso	mtcsc	12	9	152	290	2.543859649122807	0.037976032879354284
chr1:92833636	wtdmso	mtcsc	18	9	171	198	2.3157894736842106	0.046909247876627314
chr1:92837613	wtdmso	mtcsc	12	4	206	225	3.2766990291262137	0.0409717893174985
chr20:31606228	wtdmso	mtcsc	12	2	112	108	5.785714285714286	0.012466254162503042
chr20:35542873	wtdmso	mtcsc	3	25	28	34	0.1457142857142857	0.001583837840134713
chr20:396240	wtdmso	mtcsc	3	4	74	15	0.15202702702702703	0.026821655958357345
chr20:62137396	wtdmso	mtcsc	2	12	47	55	0.1950354609929078	0.04029010129580983
chr20:63522117	wtdmso	mtcsc	54	97	257	312	0.6758393838501344	0.04207009928827444
chr22:19176895	wtdmso	mtcsc	10	8	4	23	7.1875	0.007484186306170362
chr22:28795256	wtdmso	mtcsc	1	12	28	36	0.10714285714285714	0.0247627121100787
chr22:37679632	wtdmso	mtcsc	14	20	236	693	2.0555084745762713	0.046676800375528835
chr22:39312930	wtdmso	mtcsc	14	8	546	768	2.4615384615384617	0.04864042913763249
chr22:39315433	wtdmso	mtcsc	21	48	559	745	0.5830724508050089	0.04540748327401987
chr2:101006357	wtdmso	mtcsc	180	263	282	289	0.7013995631421406	0.006249867892994521
chr2:101006376	wtdmso	mtcsc	13	34	555	647	0.44573396926338105	0.016062918980686722
chr2:10784279	wtdmso	mtcsc	1	8	65	44	0.08461538461538462	0.010106529740616687
chr2:20203972	wtdmso	mtcsc	2	10	55	52	0.1890909090909091	0.03125209328750796
chr2:215370416	wtdmso	mtcsc	28	13	190	181	2.051821862348178	0.04723183300908122
chr2:215407233	wtdmso	mtcsc	5	1	14	30	10.714285714285714	0.02439162529026412
chr2:216499311	wtdmso	mtcsc	3	22	338	639	0.257799892415277	0.018000699319345916
chr2:216501379	wtdmso	mtcsc	18	19	249	557	2.1192136968928343	0.02951553231110027
chr2:218249857	wtdmso	mtcsc	3	12	37	39	0.2635135135135135	0.04933946805101416
chr2:218274857	wtdmso	mtcsc	2	9	50	40	0.17777777777777778	0.025268987613234567
chr2:219539482	wtdmso	mtcsc	2	24	11	8	0.06060606060606061	0.0004972449668989658
chr2:27216986	wtdmso	mtcsc	6	15	26	18	0.27692307692307694	0.03322214162472768
chr2:3575838	wtdmso	mtcsc	26	45	353	357	0.5843248347497639	0.04570387551496226
chr2:42350916	wtdmso	mtcsc	5	16	49	41	0.2614795918367347	0.014900002287010699
chr2:42353279	wtdmso	mtcsc	1	7	43	35	0.11627906976744186	0.027936283896236883
chr2:47160403	wtdmso	mtcsc	10	2	32	37	5.78125	0.026723780247715608
chr2:55235544	wtdmso	mtcsc	78	45	322	372	2.0024844720496895	0.0005827963837582813
chr2:55235576	wtdmso	mtcsc	41	23	388	440	2.021515015688032	0.009164972962081052
chr2:84906033	wtdmso	mtcsc	8	18	76	612	3.5789473684210527	0.00694346707233145
chr2:9630364	wtdmso	mtcsc	4	1	24	55	9.166666666666666	0.040323897214875774
chr3:101685855	wtdmso	mtcsc	7	26	199	240	0.3247004252029378	0.009846423821497065
chr3:150544344	wtdmso	mtcsc	1	7	39	23	0.08424908424908426	0.01739232062360665
chr3:39411725	wtdmso	mtcsc	217	334	511	635	0.8073578869657945	0.046540370238350004
chr3:39411934	wtdmso	mtcsc	9	30	794	1068	0.4035264483627204	0.01401759836452928
chr3:49358077	wtdmso	mtcsc	19	11	216	285	2.279040404040404	0.03699936725736497
chr3:52049345	wtdmso	mtcsc	10	7	3	13	6.190476190476191	0.032361238735470976
chr3:53228118	wtdmso	mtcsc	2	31	151	549	0.23456526383251441	0.028587625824836205
chr4:121668102	wtdmso	mtcsc	11	11	17	53	3.1176470588235294	0.03296946447999932
chr4:151101091	wtdmso	mtcsc	4	28	257	554	0.3079488604780434	0.01941353607394207
chr4:151104600	wtdmso	mtcsc	9	6	262	571	3.269083969465649	0.025271401301643376
chr4:15936366	wtdmso	mtcsc	3	10	7	3	0.12857142857142856	0.039680403053669974
chr4:39454184	wtdmso	mtcsc	15	8	543	811	2.800414364640884	0.01819564754771783
chr4:6642493	wtdmso	mtcsc	17	26	36	21	0.3814102564102564	0.026042681239169158
chr4:74452636	wtdmso	mtcsc	33	45	215	152	0.5184496124031007	0.011735332870313489
chr4:74454838	wtdmso	mtcsc	18	6	183	165	2.7049180327868854	0.0356044598636307
chr5:112921245	wtdmso	mtcsc	3	1	8	32	12.0	0.04254112308564945
chr5:133972347	wtdmso	mtcsc	9	2	49	60	5.510204081632653	0.02614343626949327
chr5:134197175	wtdmso	mtcsc	7	9	15	3	0.15555555555555556	0.029943092969644203
chr5:136047279	wtdmso	mtcsc	13	25	66	58	0.45696969696969697	0.04355276087014817
chr5:136049547	wtdmso	mtcsc	41	25	42	63	2.46	0.007334141935879782
chr5:136063293	wtdmso	mtcsc	96	60	88	94	1.709090909090909	0.016272007031783157
chr5:138469148	wtdmso	mtcsc	4	8	29	11	0.1896551724137931	0.019396156654920033
chr5:150445677	wtdmso	mtcsc	1	14	328	663	0.1443815331010453	0.0280193303358597
chr5:150446943	wtdmso	mtcsc	58	78	326	679	1.5487651407896807	0.020317288206054357
chr5:171391785	wtdmso	mtcsc	7	1	116	147	8.870689655172415	0.02500033299878196
chr5:171392924	wtdmso	mtcsc	1	10	219	207	0.09452054794520548	0.00550390259934538
chr5:171405331	wtdmso	mtcsc	10	1	231	245	10.606060606060606	0.005413776334328749
chr5:173020279	wtdmso	mtcsc	6	1	32	46	8.625	0.0415863272691344
chr5:173034752	wtdmso	mtcsc	10	28	45	31	0.24603174603174602	0.0013344283207426203
chr5:176389572	wtdmso	mtcsc	16	15	10	31	3.3066666666666666	0.02557481775242624
chr5:177595494	wtdmso	mtcsc	60	54	43	19	0.4909560723514212	0.037627249329700845
chr5:179730761	wtdmso	mtcsc	3	4	46	10	0.16304347826086957	0.037860953233141835
chr5:179797632	wtdmso	mtcsc	28	10	36	46	3.577777777777778	0.0030422150689773187
chr5:179797807	wtdmso	mtcsc	39	20	27	34	2.4555555555555557	0.01818728918292409
chr5:179833626	wtdmso	mtcsc	2	14	98	134	0.19533527696793002	0.018679634057680305
chr5:179862978	wtdmso	mtcsc	4	2	6	25	8.333333333333334	0.03472322589969649
chr6:31270352	wtdmso	mtcsc	5	14	59	34	0.20581113801452786	0.004427489625581674
chr6:73517539	wtdmso	mtcsc	10	23	2835	2811	0.4311019093627789	0.02365169751952333
chr7:100678775	wtdmso	mtcsc	14	42	86	80	0.31007751937984496	0.0005735755963320677
chr7:101131918	wtdmso	mtcsc	1	3	156	49	0.1047008547008547	0.048426714547218405
chr7:101138100	wtdmso	mtcsc	13	12	292	95	0.3524543378995434	0.016450571565887737
chr7:127590124	wtdmso	mtcsc	7	2	41	61	5.2073170731707314	0.038178109458551816
chr7:127591515	wtdmso	mtcsc	2	13	43	36	0.12880143112701253	0.004156204218054941
chr7:143383106	wtdmso	mtcsc	2	15	37	57	0.20540540540540542	0.029752621913507322
chr7:143388489	wtdmso	mtcsc	9	8	32	83	2.91796875	0.04949898711049306
chr7:2380598	wtdmso	mtcsc	1	14	9	11	0.0873015873015873	0.021951858911225527
chr7:30628629	wtdmso	mtcsc	23	4	14	16	6.571428571428571	0.004796695986640918
chr7:5527187	wtdmso	mtcsc	113	117	563	383	0.6570266126216393	0.004709206072012825
chr7:5527742	wtdmso	mtcsc	192	184	322	198	0.641641911963273	0.0012963068043363472
chr7:5593285	wtdmso	mtcsc	1	8	68	73	0.13419117647058823	0.03874964446432872
chr7:76302715	wtdmso	mtcsc	1	5	188	122	0.12978723404255318	0.040365850741844705
chr7:97852205	wtdmso	mtcsc	3	6	24	7	0.14583333333333334	0.037828947368421045
chr7:99390970	wtdmso	mtcsc	5	1	12	26	10.833333333333334	0.02542154385603053
chr8:100702979	wtdmso	mtcsc	22	45	190	189	0.4863157894736842	0.011338479077879035
chr8:11830323	wtdmso	mtcsc	15	17	9	29	2.843137254901961	0.048212027454079084
chr8:133256792	wtdmso	mtcsc	4	8	50	21	0.21	0.020437540902830145
chr8:38060218	wtdmso	mtcsc	11	24	42	33	0.3601190476190476	0.02373792521438752
chr8:73291077	wtdmso	mtcsc	13	32	389	337	0.35194408740359895	0.0018061813097227666
chr8:98041846	wtdmso	mtcsc	22	85	194	368	0.4909642207398423	0.004662695908630903
chr9:125236544	wtdmso	mtcsc	42	57	84	61	0.5350877192982456	0.019248896456423796
chr9:129739207	wtdmso	mtcsc	3	1	8	35	13.125	0.03515263644773358
chr9:133351057	wtdmso	mtcsc	16	6	583	737	3.3710691823899372	0.008905888864417146
chr9:137242600	wtdmso	mtcsc	2	19	10	12	0.12631578947368421	0.015698057671965783
chr9:19379555	wtdmso	mtcsc	21	8	476	480	2.6470588235294117	0.022267974858915837
chr9:19379613	wtdmso	mtcsc	90	66	349	387	1.5121125293045063	0.021861334103711643
chrX:119786554	wtdmso	mtcsc	15	58	180	363	0.521551724137931	0.031893372906987384
chrX:1386347	wtdmso	mtcsc	48	28	165	186	1.9324675324675324	0.011506950319169842
chrX:1387397	wtdmso	mtcsc	36	18	159	158	1.9874213836477987	0.027263829973000878
chrX:23785741	wtdmso	mtcsc	8	14	164	104	0.3623693379790941	0.039875514025424
chrX:47142619	wtdmso	mtcsc	6	1	33	45	8.181818181818182	0.044366500988122136
chrX:47206373	wtdmso	mtcsc	12	4	14	21	4.5	0.033728811971893764
chrX:47209949	wtdmso	mtcsc	5	12	25	14	0.23333333333333334	0.02180111145887658
chrX:47214398	wtdmso	mtcsc	1	6	50	29	0.09666666666666666	0.016657795232103815
chrX:49171985	wtdmso	mtcsc	9	3	61	110	5.409836065573771	0.011256931774465982
