site	cond1	cond2	mod_cond1	mod_cond2	unmod_cond1	unmod_cond2	odds_ratio	pvalue	chrom	genome_pos	transcript_id	gene_ids	gene_name	mod_ratio_cond1	mod_ratio_cond2	delta_modratio
chr10:100364650	wtdmso	mtcsc	1	1	94	114	1.2127659574468086	1.0	chr10	100364650	ENST00000370355.3	ENSG00000099194.6	SCD	0.010526315789473684	0.008695652173913044	-0.0018306636155606404
chr10:100364725	wtdmso	mtcsc	7	12	86	98	0.6647286821705426	0.4743822910988576	chr10	100364725	ENST00000370355.3	ENSG00000099194.6	SCD	0.07526881720430108	0.10909090909090909	0.03382209188660801
chr10:100523754	wtdmso	mtcsc	1	3	10	25	0.8333333333333334	1.0	chr10	100523754	ENST00000299166.9	ENSG00000166136.16	NDUFB8	0.09090909090909091	0.10714285714285714	0.016233766233766225
chr10:100523800	wtdmso	mtcsc	3	5	20	37	1.11	1.0	chr10	100523800	ENST00000299166.9	ENSG00000166136.16	NDUFB8	0.13043478260869565	0.11904761904761904	-0.011387163561076608
chr10:100523926	wtdmso	mtcsc	3	6	19	29	0.7631578947368421	1.0	chr10	100523926	ENST00000299166.9	ENSG00000166136.16	NDUFB8	0.13636363636363635	0.17142857142857143	0.03506493506493508
chr10:100526522	wtdmso	mtcsc	5	3	22	43	3.257575757575758	0.1365746767518651	chr10	100526522	ENST00000299166.9	ENSG00000166136.16	NDUFB8	0.18518518518518517	0.06521739130434782	-0.11996779388083735
chr10:100526977	wtdmso	mtcsc	4	7	22	38	0.987012987012987	1.0	chr10	100526977	ENST00000299166.9	ENSG00000166136.16	NDUFB8	0.15384615384615385	0.15555555555555556	0.0017094017094017033
chr10:100526987	wtdmso	mtcsc	8	15	18	27	0.8	0.794048526119771	chr10	100526987	ENST00000299166.9	ENSG00000166136.16	NDUFB8	0.3076923076923077	0.35714285714285715	0.04945054945054944
chr10:100529402	wtdmso	mtcsc	5	11	21	33	0.7142857142857143	0.7696616753575252	chr10	100529402	ENST00000299166.9	ENSG00000166136.16	NDUFB8	0.19230769230769232	0.25	0.05769230769230768
chr10:100529461	wtdmso	mtcsc	2	1	23	42	3.652173913043478	0.5495450554713066	chr10	100529461	ENST00000299166.9	ENSG00000166136.16	NDUFB8	0.08	0.023255813953488372	-0.05674418604651163
chr10:100529494	wtdmso	mtcsc	1	1	24	40	1.6666666666666667	1.0	chr10	100529494	ENST00000299166.9	ENSG00000166136.16	NDUFB8	0.04	0.024390243902439025	-0.015609756097560976
chr10:100529769	wtdmso	mtcsc	1	3	20	32	0.5333333333333333	1.0	chr10	100529769	ENST00000299166.9	ENSG00000166136.16	NDUFB8	0.047619047619047616	0.08571428571428572	0.0380952380952381
chr10:103389058	wtdmso	mtcsc	5	5	8	24	3.0	0.2382921318963001	chr10	103389058	ENST00000309579.7	ENSG00000173915.16	ATP5MD	0.38461538461538464	0.1724137931034483	-0.21220159151193635
chr10:103392371	wtdmso	mtcsc	19	18	22	37	1.7752525252525253	0.2066551253969152	chr10	103392371	ENST00000309579.7,ENST00000337003.4	ENSG00000173915.16	ATP5MD	0.4634146341463415	0.32727272727272727	-0.13614190687361422
chr10:103396438	wtdmso	mtcsc	1	2	15	34	1.1333333333333333	1.0	chr10	103396438	ENST00000309579.7	ENSG00000173915.16	ATP5MD	0.0625	0.05555555555555555	-0.0069444444444444475
chr10:104031404	wtdmso	mtcsc	12	7	76	55	1.2406015037593985	0.8048111500180606	chr10	104031404	ENST00000433822.1,ENST00000648076.2	ENSG00000065618.21	COL17A1	0.13636363636363635	0.11290322580645161	-0.023460410557184744
chr10:104031464	wtdmso	mtcsc	8	6	64	34	0.7083333333333334	0.5629344902309483	chr10	104031464	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.1111111111111111	0.15	0.03888888888888889
chr10:104031516	wtdmso	mtcsc	11	6	60	45	1.375	0.6070660677342241	chr10	104031516	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.15492957746478872	0.11764705882352941	-0.03728251864125931
chr10:104031558	wtdmso	mtcsc	25	12	50	44	1.8333333333333333	0.1705091628529189	chr10	104031558	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.3333333333333333	0.21428571428571427	-0.11904761904761904
chr10:104031722	wtdmso	mtcsc	2	5	75	58	0.3093333333333333	0.2432900851600384	chr10	104031722	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.025974025974025976	0.07936507936507936	0.053391053391053385
chr10:104031824	wtdmso	mtcsc	9	2	60	59	4.425	0.0597343773188462	chr10	104031824	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.13043478260869565	0.03278688524590164	-0.097647897362794
chr10:104031963	wtdmso	mtcsc	18	21	52	34	0.5604395604395604	0.1737855546634377	chr10	104031963	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.2571428571428571	0.38181818181818183	0.12467532467532472
chr10:104031990	wtdmso	mtcsc	9	6	44	27	0.9204545454545454	1.0	chr10	104031990	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.16981132075471697	0.18181818181818182	0.012006861063464852
chr10:104032023	wtdmso	mtcsc	10	11	57	41	0.6539074960127592	0.4687760669295384	chr10	104032023	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.14925373134328357	0.21153846153846154	0.06228473019517797
chr10:104032084	wtdmso	mtcsc	7	5	57	41	1.0070175438596491	1.0	chr10	104032084	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.109375	0.10869565217391304	-0.0006793478260869595
chr10:104032126	wtdmso	mtcsc	6	6	52	47	0.903846153846154	1.0	chr10	104032126	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.10344827586206896	0.11320754716981132	0.00975927130774236
chr10:104032207	wtdmso	mtcsc	12	2	71	47	3.971830985915493	0.0804270811884668	chr10	104032207	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.14457831325301204	0.04081632653061224	-0.10376198672239981
chr10:104032218	wtdmso	mtcsc	6	4	72	45	0.9375	1.0	chr10	104032218	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.07692307692307693	0.08163265306122448	0.004709576138147556
chr10:104032698	wtdmso	mtcsc	12	8	77	42	0.8181818181818182	0.801920022489	chr10	104032698	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.1348314606741573	0.16	0.025168539325842704
chr10:104032912	wtdmso	mtcsc	18	13	70	38	0.7516483516483516	0.529838252961704	chr10	104032912	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.20454545454545456	0.2549019607843137	0.05035650623885915
chr10:104032948	wtdmso	mtcsc	3	6	76	41	0.2697368421052631	0.0774242328874567	chr10	104032948	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.0379746835443038	0.1276595744680851	0.08968489092378129
chr10:104033237	wtdmso	mtcsc	3	1	79	31	1.1772151898734178	1.0	chr10	104033237	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.036585365853658534	0.03125	-0.005335365853658534
chr10:104033257	wtdmso	mtcsc	8	2	65	28	1.7230769230769232	0.7195931525885331	chr10	104033257	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.1095890410958904	0.06666666666666667	-0.04292237442922374
chr10:104033264	wtdmso	mtcsc	6	6	71	34	0.4788732394366197	0.3346537924584065	chr10	104033264	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.07792207792207792	0.15	0.07207792207792207
chr10:104034003	wtdmso	mtcsc	6	2	68	36	1.588235294117647	0.7142038122542509	chr10	104034003	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.08108108108108109	0.05263157894736842	-0.028449502133712667
chr10:104034017	wtdmso	mtcsc	13	6	55	21	0.8272727272727273	0.7791044310877089	chr10	104034017	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.19117647058823528	0.2222222222222222	0.03104575163398693
chr10:104034267	wtdmso	mtcsc	10	6	44	17	0.6439393939393939	0.5422114661676056	chr10	104034267	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.18518518518518517	0.2608695652173913	0.07568438003220612
chr10:104034278	wtdmso	mtcsc	7	2	51	22	1.5098039215686274	1.0	chr10	104034278	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.1206896551724138	0.08333333333333333	-0.03735632183908047
chr10:104034732	wtdmso	mtcsc	7	5	46	16	0.4869565217391304	0.30306910351279	chr10	104034732	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.1320754716981132	0.23809523809523808	0.10601976639712488
chr10:104035282	wtdmso	mtcsc	9	4	44	20	1.0227272727272727	1.0	chr10	104035282	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.16981132075471697	0.16666666666666666	-0.0031446540880503138
chr10:104036532	wtdmso	mtcsc	2	2	45	17	0.3777777777777777	0.572531635031635	chr10	104036532	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.0425531914893617	0.10526315789473684	0.06270996640537513
chr10:104037635	wtdmso	mtcsc	2	3	38	17	0.2982456140350877	0.3216164314936962	chr10	104037635	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.05	0.15	0.09999999999999999
chr10:104037708	wtdmso	mtcsc	7	2	35	15	1.5	1.0	chr10	104037708	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.16666666666666666	0.11764705882352941	-0.04901960784313725
chr10:104037769	wtdmso	mtcsc	4	1	39	15	1.5384615384615383	1.0	chr10	104037769	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.09302325581395349	0.0625	-0.030523255813953487
chr10:104039460	wtdmso	mtcsc	4	2	33	14	0.8484848484848485	1.0	chr10	104039460	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.10810810810810811	0.125	0.016891891891891886
chr10:104039487	wtdmso	mtcsc	1	1	37	14	0.3783783783783784	0.4898403483309144	chr10	104039487	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.02631578947368421	0.06666666666666667	0.04035087719298246
chr10:104039502	wtdmso	mtcsc	5	3	27	9	0.5555555555555556	0.6625414123100484	chr10	104039502	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.15625	0.25	0.09375
chr10:104039979	wtdmso	mtcsc	2	1	33	15	0.9090909090909092	1.0	chr10	104039979	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.05714285714285714	0.0625	0.005357142857142859
chr10:104041318	wtdmso	mtcsc	2	2	29	11	0.3793103448275862	0.5695427657991468	chr10	104041318	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.06451612903225806	0.15384615384615385	0.08933002481389579
chr10:104042426	wtdmso	mtcsc	2	1	27	10	0.7407407407407407	1.0	chr10	104042426	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.06896551724137931	0.09090909090909091	0.021943573667711602
chr10:104043525	wtdmso	mtcsc	1	1	30	14	0.4666666666666667	1.0	chr10	104043525	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.03225806451612903	0.06666666666666667	0.034408602150537634
chr10:104043830	wtdmso	mtcsc	2	1	30	13	0.8666666666666667	1.0	chr10	104043830	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.0625	0.07142857142857142	0.008928571428571425
chr10:104043855	wtdmso	mtcsc	3	3	28	10	0.3571428571428571	0.3394137059763833	chr10	104043855	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.0967741935483871	0.23076923076923078	0.1339950372208437
chr10:104045791	wtdmso	mtcsc	2	1	28	11	0.7857142857142857	1.0	chr10	104045791	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.06666666666666667	0.08333333333333333	0.016666666666666663
chr10:104046762	wtdmso	mtcsc	1	2	27	11	0.2037037037037037	0.2317073170731707	chr10	104046762	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.03571428571428571	0.15384615384615385	0.11813186813186814
chr10:104047763	wtdmso	mtcsc	3	3	26	8	0.3076923076923077	0.3193456614509246	chr10	104047763	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.10344827586206896	0.2727272727272727	0.16927899686520376
chr10:104050104	wtdmso	mtcsc	1	2	24	8	0.1666666666666666	0.1902215431627196	chr10	104050104	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.04	0.2	0.16
chr10:104050627	wtdmso	mtcsc	1	2	21	8	0.1904761904761904	0.2237903225806451	chr10	104050627	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.045454545454545456	0.2	0.15454545454545454
chr10:104050645	wtdmso	mtcsc	1	1	11	9	0.8181818181818182	1.0	chr10	104050645	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.08333333333333333	0.1	0.016666666666666677
chr10:104259748	wtdmso	mtcsc	3	4	65	72	0.8307692307692308	1.0	chr10	104259748	ENST00000369713.10,flairiso31211-1,flairiso31217-1	ENSG00000148834.13	GSTO1	0.04411764705882353	0.05263157894736842	0.008513931888544886
chr10:104266089	wtdmso	mtcsc	17	24	57	59	0.7331871345029239	0.4679312062129991	chr10	104266089	ENST00000369713.10,flairiso31211-1,flairiso31217-1	ENSG00000148834.13	GSTO1	0.22972972972972974	0.2891566265060241	0.05942689677629434
chr10:104267272	wtdmso	mtcsc	1	3	66	71	0.3585858585858585	0.6214846175128088	chr10	104267272	ENST00000369713.10,flairiso31211-1,flairiso31217-1	ENSG00000148834.13	GSTO1	0.014925373134328358	0.04054054054054054	0.025615167406212183
chr10:104267278	wtdmso	mtcsc	8	5	60	72	1.92	0.3835981491933572	chr10	104267278	ENST00000369713.10,flairiso31211-1,flairiso31217-1	ENSG00000148834.13	GSTO1	0.11764705882352941	0.06493506493506493	-0.05271199388846448
chr10:104267340	wtdmso	mtcsc	9	7	63	71	1.4489795918367347	0.5991202019562072	chr10	104267340	ENST00000369713.10,flairiso31211-1,flairiso31217-1	ENSG00000148834.13	GSTO1	0.125	0.08974358974358974	-0.035256410256410256
chr10:104267373	wtdmso	mtcsc	3	2	66	76	1.7272727272727273	0.6657894144904062	chr10	104267373	ENST00000369713.10,flairiso31211-1,flairiso31217-1	ENSG00000148834.13	GSTO1	0.043478260869565216	0.02564102564102564	-0.017837235228539576
chr10:104267391	wtdmso	mtcsc	9	15	52	56	0.6461538461538462	0.3744218480843591	chr10	104267391	ENST00000369713.10,flairiso31211-1,flairiso31217-1	ENSG00000148834.13	GSTO1	0.14754098360655737	0.2112676056338028	0.06372662202724544
chr10:11870608	wtdmso	mtcsc	3	6	9	6	0.3333333333333333	0.4003230582850989	chr10	11870608	ENST00000277570.10,flairiso44598-1	ENSG00000148426.13	PROSER2	0.25	0.5	0.25
chr10:119500018	wtdmso	mtcsc	3	13	9	3	0.0769230769230769	0.0060992207714512	chr10	119500018	ENST00000369103.3	ENSG00000148908.15	RGS10	0.25	0.8125	0.5625
chr10:119500056	wtdmso	mtcsc	4	6	8	10	0.8333333333333334	1.0	chr10	119500056	ENST00000369103.3	ENSG00000148908.15	RGS10	0.3333333333333333	0.375	0.041666666666666685
chr10:119500094	wtdmso	mtcsc	5	12	5	1	0.0833333333333333	0.0515319920354245	chr10	119500094	ENST00000369103.3	ENSG00000148908.15	RGS10	0.5	0.9230769230769231	0.42307692307692313
chr10:119500186	wtdmso	mtcsc	4	3	8	14	2.333333333333333	0.4028575455861813	chr10	119500186	ENST00000369103.3	ENSG00000148908.15	RGS10	0.3333333333333333	0.17647058823529413	-0.15686274509803919
chr10:119500209	wtdmso	mtcsc	4	3	8	13	2.1666666666666665	0.4183574879227053	chr10	119500209	ENST00000369103.3	ENSG00000148908.15	RGS10	0.3333333333333333	0.1875	-0.14583333333333331
chr10:119515512	wtdmso	mtcsc	1	2	10	11	0.55	1.0	chr10	119515512	ENST00000369103.3	ENSG00000148908.15	RGS10	0.09090909090909091	0.15384615384615385	0.06293706293706294
chr10:119515544	wtdmso	mtcsc	1	1	10	14	1.4	1.0	chr10	119515544	ENST00000369103.3	ENSG00000148908.15	RGS10	0.09090909090909091	0.06666666666666667	-0.024242424242424246
chr10:122488937	wtdmso	mtcsc	1	5	54	74	0.2740740740740741	0.4001304455327148	chr10	122488937	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.01818181818181818	0.06329113924050633	0.04510932105868815
chr10:122489487	wtdmso	mtcsc	12	19	38	47	0.7811634349030471	0.6729896218118583	chr10	122489487	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.24	0.2878787878787879	0.04787878787878791
chr10:122489497	wtdmso	mtcsc	3	1	57	78	4.105263157894737	0.3151782082090968	chr10	122489497	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.05	0.012658227848101266	-0.03734177215189874
chr10:122489515	wtdmso	mtcsc	1	3	60	70	0.3888888888888889	0.625470504022701	chr10	122489515	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.01639344262295082	0.0410958904109589	0.02470244778800808
chr10:122489618	wtdmso	mtcsc	5	6	58	69	0.9913793103448276	1.0	chr10	122489618	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.07936507936507936	0.08	0.000634920634920641
chr10:122506856	wtdmso	mtcsc	2	2	58	71	1.2241379310344829	1.0	chr10	122506856	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.03333333333333333	0.0273972602739726	-0.005936073059360732
chr10:122506867	wtdmso	mtcsc	1	3	65	74	0.3794871794871794	0.6242133652981718	chr10	122506867	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.015151515151515152	0.03896103896103896	0.023809523809523808
chr10:122507376	wtdmso	mtcsc	4	7	63	73	0.6621315192743764	0.7545939942744445	chr10	122507376	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.05970149253731343	0.0875	0.027798507462686563
chr10:122508677	wtdmso	mtcsc	1	1	72	87	1.2083333333333333	1.0	chr10	122508677	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.0136986301369863	0.011363636363636364	-0.0023349937733499367
chr10:122508691	wtdmso	mtcsc	1	3	69	82	0.3961352657004831	0.6272572927920976	chr10	122508691	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.014285714285714285	0.03529411764705882	0.02100840336134454
chr10:122508755	wtdmso	mtcsc	4	1	61	77	5.049180327868853	0.1769952333009229	chr10	122508755	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.06153846153846154	0.01282051282051282	-0.048717948717948725
chr10:122511989	wtdmso	mtcsc	15	16	47	59	1.1768617021276595	0.8377534442056664	chr10	122511989	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.24193548387096775	0.21333333333333335	-0.028602150537634402
chr10:122512001	wtdmso	mtcsc	3	1	24	41	5.125	0.2918793616201717	chr10	122512001	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.1111111111111111	0.023809523809523808	-0.0873015873015873
chr10:122514232	wtdmso	mtcsc	14	22	21	31	0.9393939393939394	1.0	chr10	122514232	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.4	0.41509433962264153	0.015094339622641506
chr10:122514291	wtdmso	mtcsc	13	12	73	103	1.528538812785388	0.3889517003271785	chr10	122514291	ENST00000368984.8,ENST00000420892.1,flairiso31289-1	ENSG00000166033.13	HTRA1	0.1511627906976744	0.10434782608695652	-0.046814964610717894
chr10:122514376	wtdmso	mtcsc	27	49	50	57	0.6281632653061224	0.1713159805577538	chr10	122514376	ENST00000368984.8,ENST00000420892.1	ENSG00000166033.13	HTRA1	0.35064935064935066	0.46226415094339623	0.11161480029404558
chr10:122514396	wtdmso	mtcsc	41	48	45	57	1.0819444444444444	0.8841773959673473	chr10	122514396	ENST00000368984.8,ENST00000420892.1,flairiso31289-1	ENSG00000166033.13	HTRA1	0.47674418604651164	0.45714285714285713	-0.019601328903654514
chr10:122514421	wtdmso	mtcsc	53	73	39	46	0.8563400070249385	0.6713050826895185	chr10	122514421	ENST00000368984.8,ENST00000420892.1,flairiso31289-1	ENSG00000166033.13	HTRA1	0.5760869565217391	0.6134453781512605	0.03735842162952141
chr10:122514442	wtdmso	mtcsc	19	39	69	76	0.5366034931252323	0.060995942592126	chr10	122514442	ENST00000368984.8,ENST00000420892.1,flairiso31289-1	ENSG00000166033.13	HTRA1	0.2159090909090909	0.3391304347826087	0.12322134387351777
chr10:122514451	wtdmso	mtcsc	22	18	72	98	1.6635802469135803	0.160901805857018	chr10	122514451	ENST00000368984.8,ENST00000420892.1,flairiso31289-1	ENSG00000166033.13	HTRA1	0.23404255319148937	0.15517241379310345	-0.07887013939838591
chr10:122514458	wtdmso	mtcsc	19	18	70	89	1.342063492063492	0.4660487830697367	chr10	122514458	ENST00000368984.8,ENST00000420892.1,flairiso31289-1	ENSG00000166033.13	HTRA1	0.21348314606741572	0.16822429906542055	-0.04525884700199517
chr10:122514484	wtdmso	mtcsc	6	7	83	102	1.0533562822719449	1.0	chr10	122514484	ENST00000368984.8,ENST00000420892.1,flairiso31289-1	ENSG00000166033.13	HTRA1	0.06741573033707865	0.06422018348623854	-0.003195546850840114
chr10:122514627	wtdmso	mtcsc	32	52	27	38	0.8660968660968661	0.7364252980276675	chr10	122514627	ENST00000368984.8,ENST00000420892.1,flairiso31289-1	ENSG00000166033.13	HTRA1	0.5423728813559322	0.5777777777777777	0.03540489642184552
chr10:122514653	wtdmso	mtcsc	11	17	81	106	0.8467683369644154	0.8381641188872666	chr10	122514653	ENST00000368984.8,ENST00000420892.1,flairiso31289-1	ENSG00000166033.13	HTRA1	0.11956521739130435	0.13821138211382114	0.01864616472251679
chr10:122514732	wtdmso	mtcsc	49	68	36	50	1.0008169934640525	1.0	chr10	122514732	ENST00000368984.8,ENST00000420892.1,flairiso31289-1	ENSG00000166033.13	HTRA1	0.5764705882352941	0.576271186440678	-0.0001994017946160831
chr10:122514787	wtdmso	mtcsc	11	15	82	107	0.9569105691056912	1.0	chr10	122514787	ENST00000368984.8,ENST00000420892.1,flairiso31289-1	ENSG00000166033.13	HTRA1	0.11827956989247312	0.12295081967213115	0.004671249779658021
