site	cond1	cond2	mod_cond1	mod_cond2	unmod_cond1	unmod_cond2	odds_ratio	pvalue	chrom	genome_pos	transcript_id	gene_ids	gene_name	mod_ratio_cond1	mod_ratio_cond2	delta_modratio	delta_prob
chr12:6390777	wtdmso	mtcsc	5	12	28	19	0.2827380952380952	0.0476909010535324	chr12	6390777	ENST00000228918.9,flairiso33206-1	ENSG00000111321.11	LTBR	0.15151515151515152	0.3870967741935484	0.23558162267839686	-0.1278793678764883
chr12:89348885	wtdmso	mtcsc	4	6	17	4	0.1568627450980392	0.0401068809155088	chr12	89348885	ENST00000279488.8	ENSG00000139318.8	DUSP6	0.19047619047619047	0.6	0.4095238095238095	-0.4626204336822823
chr13:27623103	wtdmso	mtcsc	14	38	33	37	0.4130781499202552	0.0255702082770277	chr13	27623103	ENST00000302979.4,ENST00000399696.3	ENSG00000186184.18	POLR1D	0.2978723404255319	0.5066666666666667	0.2087943262411348	0.2526405459549307
chr13:27623311	wtdmso	mtcsc	11	5	40	71	3.905	0.0263597251541398	chr13	27623311	ENST00000302979.4,ENST00000399696.3	ENSG00000186184.18	POLR1D	0.21568627450980393	0.06578947368421052	-0.14989680082559342	-0.1342815873538937
chr14:104770054	wtdmso	mtcsc	7	5	3	19	8.866666666666667	0.0151422646580665	chr14	104770054	ENST00000407796.6	ENSG00000142208.16	AKT1	0.7	0.20833333333333334	-0.4916666666666666	-0.1519343904250216
chr15:100915959	wtdmso	mtcsc	4	4	9	48	5.333333333333333	0.0444541406931002	chr15	100915959	ENST00000329841.10	ENSG00000184254.17	ALDH1A3	0.3076923076923077	0.07692307692307693	-0.23076923076923078	-0.2368953627129506
chr15:45691074	wtdmso	mtcsc	4	2	6	22	7.333333333333333	0.047749133023621	chr15	45691074	ENST00000260324.12	ENSG00000137767.14	SQOR	0.4	0.08333333333333333	-0.3166666666666667	-0.1988152536786445
chr15:79322689	wtdmso	mtcsc	7	3	7	31	10.333333333333334	0.0034080122656958	chr15	79322689	ENST00000299705.10	ENSG00000166557.13	TMED3	0.5	0.08823529411764706	-0.4117647058823529	-0.1768006246282474
chr16:11548403	wtdmso	mtcsc	8	2	3	8	10.666666666666666	0.0299731228523798	chr16	11548403	ENST00000571688.5,ENST00000622633.4	ENSG00000189067.12	LITAF	0.7272727272727273	0.2	-0.5272727272727273	-0.2756338923396038
chr16:1314344	wtdmso	mtcsc	1	20	10	17	0.085	0.0134207864086686	chr16	1314344	ENST00000397514.8	ENSG00000103275.20	UBE2I	0.09090909090909091	0.5405405405405406	0.44963144963144963	0.3472602713533452
chr16:30744118	wtdmso	mtcsc	2	10	10	5	0.1	0.0185369647477602	chr16	30744118	ENST00000615541.3	ENSG00000260899.1	AC106886.2	0.16666666666666666	0.6666666666666666	0.5	-0.1788818932061913
chr16:30744118	wtdmso	mtcsc	2	10	10	5	0.1	0.0185369647477602	chr16	30744118	ENST00000615541.3	ENSG00000281991.2	TMEM265	0.16666666666666666	0.6666666666666666	0.5	-0.1788818932061913
chr16:58722191	wtdmso	mtcsc	2	16	21	36	0.2142857142857142	0.0443640717875788	chr16	58722191	ENST00000245206.10	ENSG00000125166.13	GOT2	0.08695652173913043	0.3076923076923077	0.22073578595317728	0.3923345586430922
chr16:70252724	wtdmso	mtcsc	4	13	28	22	0.2417582417582417	0.0260944191899839	chr16	70252724	ENST00000261772.12	ENSG00000090861.15	AARS1	0.125	0.37142857142857144	0.24642857142857144	-0.2701963460428671
chr16:87831267	wtdmso	mtcsc	39	60	61	38	0.4049180327868852	0.002744213222329	chr16	87831267	ENST00000261622.5,flairiso44914-1	ENSG00000103257.9	SLC7A5	0.39	0.6122448979591837	0.22224489795918367	0.1428135068734577
chr17:40019372	wtdmso	mtcsc	5	26	34	35	0.1979638009049773	0.0018166017144027	chr17	40019372	flairiso38180-1,flairiso44961-1,flairiso44962-1	ENSG00000008838.20	MED24	0.1282051282051282	0.4262295081967213	0.2980243799915931	-0.3586757611891915
chr17:41624240	wtdmso	mtcsc	26	7	97	79	3.025036818851252	0.0121286276436853	chr17	41624240	ENST00000311208.13,flairiso44974-1,flairiso44976-1	ENSG00000128422.17	KRT17	0.21138211382113822	0.08139534883720931	-0.12998676498392892	-0.2301854201462397
chr17:44319665	wtdmso	mtcsc	3	1	7	38	16.285714285714285	0.0230795370877305	chr17	44319665	ENST00000225308.12,ENST00000590194.5	ENSG00000013306.16	SLC25A39	0.3	0.02564102564102564	-0.27435897435897433	-0.3127593313826277
chr17:80119820	wtdmso	mtcsc	15	1	19	12	9.473684210526317	0.0358906228054574	chr17	80119820	ENST00000302262.8,ENST00000390015.7,flairiso44991-1,flairiso44992-1	ENSG00000171298.13	GAA	0.4411764705882353	0.07692307692307693	-0.36425339366515835	-0.2762660330489701
chr17:81894541	wtdmso	mtcsc	9	9	6	29	4.833333333333333	0.0223865160928692	chr17	81894541	ENST00000344877.9,ENST00000571024.6,ENST00000574924.6	ENSG00000141552.17	ANAPC11	0.6	0.23684210526315788	-0.3631578947368421	-0.3857398969891809
chr18:3255913	wtdmso	mtcsc	2	5	37	16	0.1729729729729729	0.0448236012964242	chr18	3255913	ENST00000217652.7	ENSG00000101608.12	MYL12A	0.05128205128205128	0.23809523809523808	0.18681318681318682	-0.1740053229100202
chr18:3255913	wtdmso	mtcsc	2	5	37	16	0.1729729729729729	0.0448236012964242	chr18	3255913	ENST00000217652.7	ENSG00000264235.6	AP005329.1	0.05128205128205128	0.23809523809523808	0.18681318681318682	-0.1740053229100202
chr19:1106552	wtdmso	mtcsc	3	18	54	74	0.228395061728395	0.0155082349679478	chr19	1106552	ENST00000354171.13,ENST00000616066.4,flairiso39333-1	ENSG00000167468.17	GPX4	0.05263157894736842	0.1956521739130435	0.14302059496567507	0.2758698709937874
chr19:17521048	wtdmso	mtcsc	1	10	49	62	0.1265306122448979	0.0263766797726652	chr19	17521048	ENST00000252603.7,flairiso39835-1	ENSG00000130313.7	PGLS	0.02	0.1388888888888889	0.11888888888888889	0.1645022753154633
chr19:18307337	wtdmso	mtcsc	13	2	29	39	8.741379310344827	0.0032801056139546	chr19	18307337	ENST00000593829.5,flairiso39904-1,flairiso39905-1	ENSG00000130520.10	LSM4	0.30952380952380953	0.04878048780487805	-0.2607433217189315	0.1163040203901494
chr19:35545761	wtdmso	mtcsc	9	15	23	10	0.2608695652173913	0.0295663005106338	chr19	35545761	ENST00000222284.10,flairiso40150-1	ENSG00000105677.12	TMEM147	0.28125	0.6	0.31875	-0.2342197858492234
chr19:35545761	wtdmso	mtcsc	9	15	23	10	0.2608695652173913	0.0295663005106338	chr19	35545761	ENST00000222284.10,flairiso40150-1	ENSG00000236144.8	TMEM147-AS1	0.28125	0.6	0.31875	-0.2342197858492234
chr19:46610619	wtdmso	mtcsc	6	1	20	40	12.0	0.0116107063834713	chr19	46610619	ENST00000291295.14,flairiso45095-1	ENSG00000160014.17	CALM3	0.23076923076923078	0.024390243902439025	-0.20637898686679176	-0.101083942430306
chr19:46838300	wtdmso	mtcsc	14	6	61	149	5.699453551912568	0.0006277378556252	chr19	46838300	ENST00000263270.10,ENST00000352203.8,ENST00000597020.5,ENST00000601498.5,flairiso40510-1,flairiso40515-1	ENSG00000042753.11	AP2S1	0.18666666666666668	0.03870967741935484	-0.14795698924731182	-0.1311655995030523
chr19:55645551	wtdmso	mtcsc	6	4	5	19	5.7	0.0447083821977494	chr19	55645551	ENST00000270451.6	ENSG00000171425.10	ZNF581	0.5454545454545454	0.17391304347826086	-0.37154150197628455	-0.4487006362144558
chr19:58556373	wtdmso	mtcsc	1	5	29	11	0.0758620689655172	0.014844740781262	chr19	58556373	ENST00000253023.8	ENSG00000130725.8	UBE2M	0.03333333333333333	0.3125	0.2791666666666667	0.1835870322359524
chr1:183243777	wtdmso	mtcsc	23	30	204	113	0.4246732026143791	0.0056889023084251	chr1	183243777	ENST00000264144.5,flairiso21389-1,flairiso21392-1,flairiso21393-1,flairiso44246-1	ENSG00000058085.15	LAMC2	0.1013215859030837	0.2097902097902098	0.1084686238871261	0.2805751582754446
chr1:209629774	wtdmso	mtcsc	11	3	37	42	4.162162162162162	0.0411566874000844	chr1	209629774	ENST00000356082.9,ENST00000391911.5,flairiso21550-1,flairiso44255-1	ENSG00000196878.15	LAMB3	0.22916666666666666	0.06666666666666667	-0.16249999999999998	0.1411229435096773
chr1:224375882	wtdmso	mtcsc	3	1	11	41	11.181818181818182	0.0443491518963217	chr1	224375882	ENST00000465271.6	ENSG00000143771.12	CNIH4	0.21428571428571427	0.023809523809523808	-0.19047619047619047	-0.230921368464468
chr1:31425859	wtdmso	mtcsc	5	40	67	122	0.2276119402985074	0.0010962269537165	chr1	31425859	ENST00000373709.8,ENST00000536384.2,flairiso19504-1,flairiso19511-1	ENSG00000168528.12	SERINC2	0.06944444444444445	0.24691358024691357	0.17746913580246912	0.1363543993538359
chr1:34785728	wtdmso	mtcsc	2	8	11	3	0.0681818181818181	0.011088302597927	chr1	34785728	ENST00000373366.3	ENSG00000188910.8	GJB3	0.15384615384615385	0.7272727272727273	0.5734265734265734	-0.2304832823647645
chr20:35542873	wtdmso	mtcsc	3	25	28	34	0.1457142857142857	0.0015838378401347	chr20	35542873	ENST00000348547.6	ENSG00000125991.19	ERGIC3	0.0967741935483871	0.423728813559322	0.3269546200109349	0.1389067419460223
chr20:396240	wtdmso	mtcsc	3	4	74	15	0.152027027027027	0.0268216559583573	chr20	396240	ENST00000217233.8,ENST00000449710.5-0,flairiso41021-1	ENSG00000101255.11	TRIB3	0.03896103896103896	0.21052631578947367	0.1715652768284347	-0.1273596249732373
chr20:62137396	wtdmso	mtcsc	2	12	47	55	0.1950354609929078	0.0402901012958098	chr20	62137396	ENST00000370873.9,flairiso41660-1,flairiso41662-1	ENSG00000101182.15	PSMA7	0.04081632653061224	0.1791044776119403	0.13828815108132805	0.2764050722594631
chr22:19176895	wtdmso	mtcsc	10	8	4	23	7.1875	0.0074841863061703	chr22	19176895	ENST00000215882.10	ENSG00000100075.10	SLC25A1	0.7142857142857143	0.25806451612903225	-0.45622119815668205	0.1790359199106668
chr22:28795256	wtdmso	mtcsc	1	12	28	36	0.1071428571428571	0.0247627121100787	chr22	28795256	ENST00000216037.10,ENST00000611155.4	ENSG00000100219.16	XBP1	0.034482758620689655	0.25	0.21551724137931033	0.2143009248820667
chr2:20203972	wtdmso	mtcsc	2	10	55	52	0.1890909090909091	0.0312520932875079	chr2	20203972	ENST00000254351.9,ENST00000381150.5,flairiso21950-1	ENSG00000115884.11	SDC1	0.03508771929824561	0.16129032258064516	0.12620260328239954	-0.1277713260872405
chr2:219539482	wtdmso	mtcsc	2	24	11	8	0.0606060606060606	0.0004972449668989	chr2	219539482	ENST00000243776.11	ENSG00000123989.14	CHPF	0.15384615384615385	0.75	0.5961538461538461	0.177546612267179
chr2:42353279	wtdmso	mtcsc	1	7	43	35	0.1162790697674418	0.0279362838962368	chr2	42353279	ENST00000234301.3,flairiso22122-1	ENSG00000115944.15	COX7A2L	0.022727272727272728	0.16666666666666666	0.14393939393939392	0.3680603431746719
chr2:47160403	wtdmso	mtcsc	10	2	32	37	5.78125	0.0267237802477156	chr2	47160403	ENST00000654798.1,flairiso22152-1	ENSG00000143933.18	CALM2	0.23809523809523808	0.05128205128205128	-0.18681318681318682	-0.241667531144874
chr2:9630364	wtdmso	mtcsc	4	1	24	55	9.166666666666666	0.0403238972148757	chr2	9630364	ENST00000238081.8,ENST00000381844.8	ENSG00000134308.14	YWHAQ	0.14285714285714285	0.017857142857142856	-0.125	-0.1849932666250653
chr3:150544344	wtdmso	mtcsc	1	7	39	23	0.0842490842490842	0.0173923206236066	chr3	150544344	ENST00000239944.7	ENSG00000120742.11	SERP1	0.025	0.23333333333333334	0.20833333333333334	-0.1648800854053972
chr3:52049345	wtdmso	mtcsc	10	7	3	13	6.190476190476191	0.0323612387354709	chr3	52049345	ENST00000495880.2	ENSG00000164086.10	DUSP7	0.7692307692307693	0.35	-0.4192307692307693	-0.4812839120904292
chr4:121668102	wtdmso	mtcsc	11	11	17	53	3.117647058823529	0.0329694644799993	chr4	121668102	ENST00000296511.10,flairiso25096-1	ENSG00000164111.15	ANXA5	0.39285714285714285	0.171875	-0.22098214285714285	-0.2155439378615297
chr4:15936366	wtdmso	mtcsc	3	10	7	3	0.1285714285714285	0.0396804030536699	chr4	15936366	flairiso44372-1	ENSG00000137440.5	FGFBP1	0.3	0.7692307692307693	0.4692307692307693	-0.3224569058081856
chr5:112921245	wtdmso	mtcsc	3	1	8	32	12.0	0.0425411230856494	chr5	112921245	ENST00000379638.9	ENSG00000129625.13	REEP5	0.2727272727272727	0.030303030303030304	-0.2424242424242424	0.1003434070672492
chr5:133972347	wtdmso	mtcsc	9	2	49	60	5.510204081632653	0.0261434362694932	chr5	133972347	ENST00000265333.8,ENST00000395044.7,ENST00000395047.6,flairiso25901-1,flairiso25903-1	ENSG00000213585.11	VDAC1	0.15517241379310345	0.03225806451612903	-0.12291434927697442	-0.2928158106404802
chr5:134197175	wtdmso	mtcsc	7	9	15	3	0.1555555555555555	0.0299430929696442	chr5	134197175	ENST00000481195.6	ENSG00000113575.10	PPP2CA	0.3181818181818182	0.75	0.4318181818181818	-0.573871073584425
chr5:134197175	wtdmso	mtcsc	7	9	15	3	0.1555555555555555	0.0299430929696442	chr5	134197175	ENST00000481195.6	ENSG00000272772.1	AC104109.3	0.3181818181818182	0.75	0.4318181818181818	-0.573871073584425
chr5:138469148	wtdmso	mtcsc	4	8	29	11	0.1896551724137931	0.01939615665492	chr5	138469148	ENST00000239938.5	ENSG00000120738.8	EGR1	0.12121212121212122	0.42105263157894735	0.29984051036682613	-0.3645854341530145
chr5:173020279	wtdmso	mtcsc	6	1	32	46	8.625	0.0415863272691344	chr5	173020279	ENST00000519374.6,flairiso26285-1	ENSG00000113732.9	ATP6V0E1	0.15789473684210525	0.02127659574468085	-0.1366181410974244	-0.1161784809362454
chr5:173034752	wtdmso	mtcsc	10	28	45	31	0.246031746031746	0.0013344283207426	chr5	173034752	ENST00000265093.4,ENST00000519374.6,flairiso26285-1	ENSG00000113732.9	ATP6V0E1	0.18181818181818182	0.4745762711864407	0.29275808936825887	0.3623373645474355
chr5:176389572	wtdmso	mtcsc	16	15	10	31	3.306666666666666	0.0255748177524262	chr5	176389572	ENST00000274787.3	ENSG00000146066.3	HIGD2A	0.6153846153846154	0.32608695652173914	-0.2892976588628763	-0.475581620892381
chr5:179730761	wtdmso	mtcsc	3	4	46	10	0.1630434782608695	0.0378609532331418	chr5	179730761	ENST00000247461.9,ENST00000452673.6,flairiso26414-1,flairiso26415-1	ENSG00000127022.15	CANX	0.061224489795918366	0.2857142857142857	0.22448979591836732	-0.2523227090165752
chr5:179797632	wtdmso	mtcsc	28	10	36	46	3.577777777777778	0.0030422150689773	chr5	179797632	ENST00000292591.12,ENST00000337755.9,flairiso44426-1	ENSG00000161013.17	MGAT4B	0.4375	0.17857142857142858	-0.2589285714285714	-0.1051629829706926
chr7:100678775	wtdmso	mtcsc	14	42	86	80	0.3100775193798449	0.000573575596332	chr7	100678775	ENST00000303210.9,ENST00000393924.1,flairiso44501-1	ENSG00000172354.10	GNB2	0.14	0.3442622950819672	0.2042622950819672	0.2178401206389544
chr7:127591515	wtdmso	mtcsc	2	13	43	36	0.1288014311270125	0.0041562042180549	chr7	127591515	ENST00000000233.10,flairiso28511-1,flairiso28512-1	ENSG00000004059.11	ARF5	0.044444444444444446	0.2653061224489796	0.22086167800453516	0.1649417746011721
chr7:143383106	wtdmso	mtcsc	2	15	37	57	0.2054054054054054	0.0297526219135073	chr7	143383106	ENST00000322764.10,flairiso28626-1,flairiso28627-1,flairiso28628-1	ENSG00000159840.16	ZYX	0.05128205128205128	0.20833333333333334	0.15705128205128205	0.2898233516952291
chr7:143388489	wtdmso	mtcsc	9	8	32	83	2.91796875	0.049498987110493	chr7	143388489	ENST00000322764.10,flairiso28626-1,flairiso28627-1,flairiso28628-1	ENSG00000159840.16	ZYX	0.21951219512195122	0.08791208791208792	-0.13160010720986332	-0.1253368422310152
chr7:2380598	wtdmso	mtcsc	1	14	9	11	0.0873015873015873	0.0219518589112255	chr7	2380598	ENST00000360876.9,ENST00000397011.2	ENSG00000106263.18	EIF3B	0.1	0.56	0.4600000000000001	0.2420035963981852
chr7:30628629	wtdmso	mtcsc	23	4	14	16	6.571428571428571	0.0047966959866409	chr7	30628629	ENST00000389266.8,flairiso27826-1,flairiso27828-1	ENSG00000106105.14	GARS1	0.6216216216216216	0.2	-0.4216216216216216	-0.7728356985857718
chr7:97852205	wtdmso	mtcsc	3	6	24	7	0.1458333333333333	0.037828947368421	chr7	97852205	ENST00000175506.8,ENST00000394308.8,ENST00000394308.8-0,flairiso28272-1	ENSG00000070669.17	ASNS	0.1111111111111111	0.46153846153846156	0.35042735042735046	-0.4574626823631655
chr7:99390970	wtdmso	mtcsc	5	1	12	26	10.833333333333334	0.0254215438560305	chr7	99390970	ENST00000646101.2,flairiso28305-1	ENSG00000130429.15	ARPC1B	0.29411764705882354	0.037037037037037035	-0.2570806100217865	-0.1118934001199193
chr7:99390970	wtdmso	mtcsc	5	1	12	26	10.833333333333334	0.0254215438560305	chr7	99390970	ENST00000646101.2,flairiso28305-1	ENSG00000284292.1	AC004922.1	0.29411764705882354	0.037037037037037035	-0.2570806100217865	-0.1118934001199193
chr8:11830323	wtdmso	mtcsc	15	17	9	29	2.843137254901961	0.048212027454079	chr8	11830323	ENST00000220584.9,flairiso28715-1	ENSG00000079459.13	FDFT1	0.625	0.3695652173913043	-0.2554347826086957	-0.1265230246576144
chr8:133256792	wtdmso	mtcsc	4	8	50	21	0.21	0.0204375409028301	chr8	133256792	ENST00000323851.12,flairiso44530-1,flairiso44532-1	ENSG00000104419.15	NDRG1	0.07407407407407407	0.27586206896551724	0.20178799489144317	0.1815706586612412
chr8:38060218	wtdmso	mtcsc	11	24	42	33	0.3601190476190476	0.0237379252143875	chr8	38060218	ENST00000338825.5	ENSG00000187840.5	EIF4EBP1	0.20754716981132076	0.42105263157894735	0.21350546176762658	-0.121995329124502
chr9:125236544	wtdmso	mtcsc	42	57	84	61	0.5350877192982456	0.0192488964564237	chr9	125236544	ENST00000324460.7,flairiso30231-1,flairiso44563-1	ENSG00000044574.8	HSPA5	0.3333333333333333	0.4830508474576271	0.1497175141242938	0.1802842078512793
chr9:129739207	wtdmso	mtcsc	3	1	8	35	13.125	0.0351526364477335	chr9	129739207	ENST00000340607.5,flairiso44566-1	ENSG00000148344.11	PTGES	0.2727272727272727	0.027777777777777776	-0.24494949494949492	-0.2574757736940984
chr9:137242600	wtdmso	mtcsc	2	19	10	12	0.1263157894736842	0.0156980576719657	chr9	137242600	ENST00000340384.5	ENSG00000188229.6	TUBB4B	0.16666666666666666	0.6129032258064516	0.446236559139785	0.1135288125701154
chrX:47206373	wtdmso	mtcsc	12	4	14	21	4.5	0.0337288119718937	chrX	47206373	ENST00000335972.11,ENST00000377351.8	ENSG00000130985.17	UBA1	0.46153846153846156	0.16	-0.30153846153846153	-0.3934951779224439
chrX:49171985	wtdmso	mtcsc	9	3	61	110	5.409836065573771	0.0112569317744659	chrX	49171985	ENST00000376327.6,flairiso42775-1,flairiso42778-1	ENSG00000102007.11	PLP2	0.12857142857142856	0.02654867256637168	-0.10202275600505688	-0.1372671956924468
