inclusion_exclusion	contains_novel_or_only_known_junctions	as_event_type	gene_name	gene_coordinates	strand	W1D2.S24_wtdmso_b1	W1D3.S32_wtdmso_b1	W2D2.S22_wtdmso_b1	W2D3.S30_wtdmso_b1	M1C2.S29_mtcsc_b1	M1C3.S37_mtcsc_b1	M2C2.S27_mtcsc_b1	lr	padj	dpsi
inclusion	K	alternative_acceptor	AFDN	chr6:167870499-167872213	+	0.43179266149272	0.43179266149272	0.43179266149272	0.43179266149272	0.413202261163661	0.413202261163661	0.413202261163661	0.161046951824574	1	-1.8590400329059023
inclusion	K	alternative_acceptor	AFDN	chr6:167952188-167962432	+	0.368031994624139	0.368031994624139	0.368031994624139	0.368031994624139	0.358948501641496	0.358948501641496	0.358948501641496	0.0422841786717072	1	-0.908349298264298
inclusion	K	alternative_acceptor	AFF1	chr4:87047595-87084119	+	0.593727217939953	0.593727217939953	0.593727217939953	0.593727217939953	0.565413129222799	0.565413129222799	0.565413129222799	0.131655904662352	1	-2.8314088717154036
inclusion	K	alternative_acceptor	AFTPH	chr2:64585546-64591884	+	0.291104931375332	0.291104931375332	0.291104931375332	0.291104931375332	0.340482836888783	0.340482836888783	0.340482836888783	0.601748773445934	1	4.937790551345099
inclusion	K	alternative_acceptor	AGFG1	chr2:227552118-227553703	+	0.614455073935607	0.614455073935607	0.614455073935607	0.614455073935607	0.641600975088626	0.641600975088626	0.641600975088626	0.308935065423611	1	2.7145901153019025
inclusion	K	alternative_acceptor	AGPAT4	chr6:161149290-161153345	-	0.941602800025569	0.941602800025569	0.941602800025569	0.941602800025569	0.889118799036181	0.889118799036181	0.889118799036181	0.660159193775712	1	-5.248400098938802
inclusion	K	alternative_acceptor	AHCYL2	chr7:129225440-129379637	+	0.0824596936158507	0.0824596936158507	0.0824596936158507	0.0824596936158507	0.16342356365819	0.16342356365819	0.16342356365819	1.93571980845661	1	8.09638700423393
inclusion	K	alternative_acceptor	AHDC1	chr1:27553291-27558304	-	0.083225241707176	0.083225241707176	0.083225241707176	0.083225241707176	0.0536386570649616	0.0536386570649616	0.0536386570649616	0.860642747811653	1	-2.9586584642214397
inclusion	K	alternative_acceptor	AHDC1	chr1:27603495-27603727	-	0.56627500165749	0.56627500165749	0.56627500165749	0.56627500165749	0.586522847281091	0.586522847281091	0.586522847281091	0.0502946128583517	1	2.024784562360111
inclusion	K	alternative_acceptor	AKR1B1	chr7:134449136-134449719	-	0.0113256538755935	0.0113256538755935	0.0113256538755935	0.0113256538755935	0.00580893312393374	0.00580893312393374	0.00580893312393374	1.08926260184671	1	-0.551672075165976
inclusion	K	alternative_acceptor	AKR1C1	chr10:4963529-4965913	+	0.98793638719205	0.98793638719205	0.98793638719205	0.98793638719205	0.988225629630849	0.988225629630849	0.988225629630849	0.00225879749632441	1	0.028924243879899336
inclusion	K	alternative_acceptor	AKTIP	chr16:53492523-53492692	-	0.354938708921887	0.354938708921887	0.354938708921887	0.354938708921887	0.340374593929717	0.340374593929717	0.340374593929717	0.0368460327522371	1	-1.4564114992170047
inclusion	K	alternative_acceptor	AL033529.1	chr1:32595224-32600086	+	0.767686153046283	0.767686153046283	0.767686153046283	0.767686153046283	0.8548455888426	0.8548455888426	0.8548455888426	1.18448095746157	1	8.715943579631698
inclusion	K	alternative_acceptor	ALAS1	chr3:52198849-52199209	+	0.835037279963797	0.835037279963797	0.835037279963797	0.835037279963797	0.7829519933368	0.7829519933368	0.7829519933368	0.681570332812271	1	-5.208528662699692
inclusion	K	alternative_acceptor	ALG12	chr22:49904507-49907720	-	0.889577305407966	0.889577305407966	0.889577305407966	0.889577305407966	0.900702943630835	0.900702943630835	0.900702943630835	0.054993854314489	1	1.1125638222869014
inclusion	K	alternative_acceptor	ALKBH2	chr12:109092938-109093246	-	0.686725979187838	0.686725979187838	0.686725979187838	0.686725979187838	0.440020269374927	0.440020269374927	0.440020269374927	16.4255457124982	1	-24.670570981291092
inclusion	K	alternative_acceptor	ALS2CL	chr3:46675977-46676244	-	0.482523893606823	0.482523893606823	0.482523893606823	0.482523893606823	0.130105740955298	0.130105740955298	0.130105740955298	68.0664887030916	1	-35.241815265152496
inclusion	K	alternative_acceptor	ALS2CL	chr3:46681599-46682028	-	0.836847891300216	0.836847891300216	0.836847891300216	0.836847891300216	0.926296925119337	0.926296925119337	0.926296925119337	7.16159346483028	1	8.944903381912098
inclusion	K	alternative_acceptor	ANAPC15	chr11:72111287-72111411	-	0.263698747450654	0.263698747450654	0.263698747450654	0.263698747450654	0.260910419966468	0.260910419966468	0.260910419966468	0.00229988107980716	1	-0.2788327484186013
inclusion	K	alternative_acceptor	ANAPC5	chr12:121328498-121330582	-	0.707328359507129	0.707328359507129	0.707328359507129	0.707328359507129	0.467250103781489	0.467250103781489	0.467250103781489	28.9713986909737	1	-24.007825572563995
inclusion	K	alternative_acceptor	ANKHD1	chr5:140436258-140438460	+	0.865165425738983	0.865165425738983	0.865165425738983	0.865165425738983	0.554585043363777	0.554585043363777	0.554585043363777	32.8587744379329	1	-31.058038237520606
inclusion	K	alternative_acceptor	ANKHD1	chr5:140485733-140486957	+	0.89559962645759	0.89559962645759	0.89559962645759	0.89559962645759	0.838179570435713	0.838179570435713	0.838179570435713	1.72276939087214	1	-5.742005602187703
inclusion	K	alternative_acceptor	ANKHD1	chr5:140535539-140537337	+	0.69569689492645	0.69569689492645	0.69569689492645	0.69569689492645	0.627788857766783	0.627788857766783	0.627788857766783	2.45402226472743	1	-6.790803715966703
inclusion	K	alternative_acceptor	ANKRD11	chr16:89317079-89418283	-	0.299488997070432	0.299488997070432	0.299488997070432	0.299488997070432	0.302555260171695	0.302555260171695	0.302555260171695	0.00327525168768261	1	0.30662631012630115
inclusion	K	alternative_acceptor	ANKRD13A	chr12:110025824-110027704	+	0.657707684202544	0.657707684202544	0.657707684202544	0.657707684202544	0.611589359196703	0.611589359196703	0.611589359196703	0.452455283086692	1	-4.6118325005841
inclusion	K	alternative_acceptor	ANKRD17	chr4:73135266-73139530	-	0.652563956622405	0.652563956622405	0.652563956622405	0.652563956622405	0.621630067840826	0.621630067840826	0.621630067840826	0.144830500832313	1	-3.0933888781578958
inclusion	K	alternative_acceptor	ANKS6	chr9:98756607-98768080	-	0.198076838364189	0.198076838364189	0.198076838364189	0.198076838364189	0.146348777129955	0.146348777129955	0.146348777129955	0.920174967183812	1	-5.172806123423399
inclusion	K	alternative_acceptor	ANP32E	chr1:150220762-150223185	-	0.848857385536361	0.848857385536361	0.848857385536361	0.848857385536361	0.884354961558857	0.884354961558857	0.884354961558857	0.261986466808821	1	3.549757602249599
inclusion	K	alternative_acceptor	ANTKMT	chr16:721942-722083	+	0.428761438407035	0.428761438407035	0.428761438407035	0.428761438407035	0.443597167908857	0.443597167908857	0.443597167908857	0.0625821331796033	1	1.4835729501822001
inclusion	K	alternative_acceptor	AP000547.3	chr22:16611894-16613984	+	0.317544917599358	0.317544917599358	0.317544917599358	0.317544917599358	0.300425511153024	0.300425511153024	0.300425511153024	0.130453843765736	1	-1.7119406446333976
inclusion	K	alternative_acceptor	AP2A2	chr11:984754-985431	+	0.129800019457708	0.129800019457708	0.129800019457708	0.129800019457708	0.129246323001451	0.129246323001451	0.129246323001451	0.000527945869180257	1	-0.05536964562569935
inclusion	K	alternative_acceptor	AP3D1	chr19:2112968-2113335	-	0.134853834062613	0.134853834062613	0.134853834062613	0.134853834062613	0.106908321530236	0.106908321530236	0.106908321530236	2.34700676162174	1	-2.7945512532377013
inclusion	K	alternative_acceptor	APBB2	chr4:40825971-40827131	-	0.938175918806638	0.938175918806638	0.938175918806638	0.938175918806638	0.92714059674556	0.92714059674556	0.92714059674556	0.189620806854691	1	-1.1035322061078006
inclusion	K	alternative_acceptor	APEX1	chr14:20456861-20456990	+	0.968082708928618	0.968082708928618	0.968082708928618	0.968082708928618	0.957194815524356	0.957194815524356	0.957194815524356	0.647022787543392	1	-1.0887893404261888
inclusion	K	alternative_acceptor	API5	chr11:43335995-43342427	+	0.257776500795098	0.257776500795098	0.257776500795098	0.257776500795098	0.293050001650806	0.293050001650806	0.293050001650806	0.828347901706366	1	3.527350085570802
inclusion	K	alternative_acceptor	APRT	chr16:88809841-88810069	-	0.833582361851081	0.833582361851081	0.833582361851081	0.833582361851081	0.852805483774484	0.852805483774484	0.852805483774484	0.865852183909738	1	1.9223121923403
inclusion	K	alternative_acceptor	ARFGAP2	chr11:47173841-47175014	-	0.982698967655014	0.982698967655014	0.982698967655014	0.982698967655014	0.981675874432657	0.981675874432657	0.981675874432657	0.011417543859352	1	-0.10230932223569766
inclusion	K	alternative_acceptor	ARHGAP5	chr14:32094387-32117139	+	0.491311137060421	0.491311137060421	0.491311137060421	0.491311137060421	0.632083766592989	0.632083766592989	0.632083766592989	2.7428471688811	1	14.077262953256806
inclusion	K	alternative_acceptor	ARHGEF2	chr1:155965132-155965302	-	0.502460547879263	0.502460547879263	0.502460547879263	0.502460547879263	0.481261045040691	0.481261045040691	0.481261045040691	0.237504558180262	1	-2.1199502838572
inclusion	K	alternative_acceptor	ARID1A	chr1:26772633-26772811	+	0.21264290518813	0.21264290518813	0.21264290518813	0.21264290518813	0.194515114491541	0.194515114491541	0.194515114491541	0.15678491869221	1	-1.8127790696588981
inclusion	K	alternative_acceptor	ARID1B	chr6:157189781-157190037	+	0.8850495699415	0.8850495699415	0.8850495699415	0.8850495699415	0.89459046779493	0.89459046779493	0.89459046779493	0.0244898541575367	1	0.9540897853430153
inclusion	K	alternative_acceptor	ARMCX3	chrX:101623277-101623785	+	0.222805066903936	0.222805066903936	0.222805066903936	0.222805066903936	0.248751173043566	0.248751173043566	0.248751173043566	0.307830694273889	1	2.594610613962999
inclusion	K	alternative_acceptor	ARNTL	chr11:13369768-13372162	+	0.332940303735819	0.332940303735819	0.332940303735819	0.332940303735819	0.390753536977253	0.390753536977253	0.390753536977253	0.47950306564735	1	5.7813233241434006
inclusion	K	alternative_acceptor	ARPC1B	chr7:99392877-99394028	+	0.969295100793757	0.969295100793757	0.969295100793757	0.969295100793757	0.971094611676846	0.971094611676846	0.971094611676846	0.0366019692264672	1	0.17995108830889706
inclusion	K	alternative_acceptor	ARRB2	chr17:4716034-4716146	+	0.946620544281712	0.946620544281712	0.946620544281712	0.946620544281712	0.814231039929046	0.814231039929046	0.814231039929046	8.06790256365548	1	-13.238950435266602
inclusion	K	alternative_acceptor	ARRB2	chr17:4720473-4720549	+	0.0324738241104724	0.0324738241104724	0.0324738241104724	0.0324738241104724	0.0262144730449694	0.0262144730449694	0.0262144730449694	0.308027724040585	1	-0.6259351065503003
inclusion	K	alternative_acceptor	ARRDC1	chr9:137613770-137614031	+	0.939663296234667	0.939663296234667	0.939663296234667	0.939663296234667	0.958612105651957	0.958612105651957	0.958612105651957	0.922484756289123	1	1.8948809417289993
inclusion	K	alternative_acceptor	ASB8	chr12:48153530-48157458	-	0.637128116597817	0.637128116597817	0.637128116597817	0.637128116597817	0.580948524567758	0.580948524567758	0.580948524567758	0.388419815052998	1	-5.617959203005896
inclusion	K	alternative_acceptor	ATG13	chr11:46617891-46618259	+	0.716570598393942	0.716570598393942	0.716570598393942	0.716570598393942	0.438191263539424	0.438191263539424	0.438191263539424	9.64180775058583	1	-27.837933485451792
inclusion	K	alternative_acceptor	ATL2	chr2:38296591-38298143	-	0.272314956638866	0.272314956638866	0.272314956638866	0.272314956638866	0.234475688787404	0.234475688787404	0.234475688787404	0.430013522484842	1	-3.7839267851462033
inclusion	K	alternative_acceptor	ATP10D	chr4:47536565-47536685	+	0.813755922886862	0.813755922886862	0.813755922886862	0.813755922886862	0.759384933437349	0.759384933437349	0.759384933437349	0.43647793171499	1	-5.437098944951302
inclusion	K	alternative_acceptor	ATP13A1	chr19:19654145-19654542	-	0.858790321051668	0.858790321051668	0.858790321051668	0.858790321051668	0.783897045922516	0.783897045922516	0.783897045922516	3.06030132001888	1	-7.48932751291521
inclusion	K	alternative_acceptor	ATP13A2	chr1:16996497-16997019	-	0.985591239548227	0.985591239548227	0.985591239548227	0.985591239548227	0.965642149494182	0.965642149494182	0.965642149494182	1.72534806860494	1	-1.9949090054045087
inclusion	K	alternative_acceptor	ATP13A2	chr1:17000535-17002033	-	0.834441968705506	0.834441968705506	0.834441968705506	0.834441968705506	0.85404534224667	0.85404534224667	0.85404534224667	0.395036643700223	1	1.9603373541163904
inclusion	K	alternative_acceptor	ATP13A2	chr1:17004412-17004706	-	0.891553243109393	0.891553243109393	0.891553243109393	0.891553243109393	0.908180603047515	0.908180603047515	0.908180603047515	0.189890759922946	1	1.6627359938122055
inclusion	K	alternative_acceptor	ATP5F1D	chr19:1244186-1244314	+	0.988206414700383	0.988206414700383	0.988206414700383	0.988206414700383	0.99040047665134	0.99040047665134	0.99040047665134	0.0482587381866324	1	0.2194061950957007
inclusion	K	alternative_acceptor	ATP5F1D	chr19:1244441-1244690	+	0.189643472893922	0.189643472893922	0.189643472893922	0.189643472893922	0.153181502663652	0.153181502663652	0.153181502663652	1.44024999636349	1	-3.6461970230270015
inclusion	K	alternative_acceptor	ATP6AP2	chrX:40581103-40588985	+	0.800827373762635	0.800827373762635	0.800827373762635	0.800827373762635	0.876717001453026	0.876717001453026	0.876717001453026	1.18939919792081	1	7.588962769039085
inclusion	K	alternative_acceptor	ATXN2	chr12:111510583-111513356	-	0.91122767485505	0.91122767485505	0.91122767485505	0.91122767485505	0.793912817093969	0.793912817093969	0.793912817093969	7.17895232067394	1	-11.731485776108102
inclusion	K	alternative_acceptor	ATXN2L	chr16:28830791-28830961	+	0.956409365995591	0.956409365995591	0.956409365995591	0.956409365995591	0.955988527795114	0.955988527795114	0.955988527795114	0.000695695873218938	1	-0.04208382004769362
inclusion	K	alternative_acceptor	AURKAIP1	chr1:1374591-1374704	-	0.0105019919924344	0.0105019919924344	0.0105019919924344	0.0105019919924344	0.0148749813068274	0.0148749813068274	0.0148749813068274	0.512417844936863	1	0.4372989314392999
inclusion	K	alternative_acceptor	AZI2	chr3:28331955-28332368	-	0.19674497321847	0.19674497321847	0.19674497321847	0.19674497321847	0.190911545907961	0.190911545907961	0.190911545907961	0.0154424183381252	1	-0.5833427310508981
inclusion	K	alternative_acceptor	B3GAT3	chr11:62615800-62616505	-	0.765745728389878	0.765745728389878	0.765745728389878	0.765745728389878	0.771957723580249	0.771957723580249	0.771957723580249	0.0239239398251812	1	0.6211995190371056
inclusion	K	alternative_acceptor	B4GALNT1	chr12:57627892-57628121	-	0.448656979212694	0.448656979212694	0.448656979212694	0.448656979212694	0.220269277484371	0.220269277484371	0.220269277484371	3.24318888961636	1	-22.8387701728323
inclusion	K	alternative_acceptor	B4GALNT4	chr11:380020-380100	+	0.0372158873619574	0.0372158873619574	0.0372158873619574	0.0372158873619574	0.0407494975378574	0.0407494975378574	0.0407494975378574	0.0451275176028503	1	0.35336101759000016
inclusion	K	alternative_acceptor	B4GALT7	chr5:177604542-177607282	+	0.0804086779659553	0.0804086779659553	0.0804086779659553	0.0804086779659553	0.0304006835165346	0.0304006835165346	0.0304006835165346	5.51037105980504	1	-5.00079944494207
inclusion	K	alternative_acceptor	B9D1	chr17:19343551-19343789	-	0.0531346632105447	0.0531346632105447	0.0531346632105447	0.0531346632105447	0.083991117929087	0.083991117929087	0.083991117929087	1.03641105739052	1	3.08564547185423
inclusion	K	alternative_acceptor	BABAM1	chr19:17267528-17268755	+	0.472238960196963	0.472238960196963	0.472238960196963	0.472238960196963	0.448970003343951	0.448970003343951	0.448970003343951	0.304213050560065	1	-2.3268956853011957
inclusion	K	alternative_acceptor	BAG3	chr10:119672657-119676463	+	0.674209555348444	0.674209555348444	0.674209555348444	0.674209555348444	0.704468086048386	0.704468086048386	0.704468086048386	0.773157236124462	1	3.0258530699941986
inclusion	K	alternative_acceptor	BAG6	chr6:31643978-31644081	-	0.662910316681591	0.662910316681591	0.662910316681591	0.662910316681591	0.667166344030372	0.667166344030372	0.667166344030372	0.017189320155012	1	0.42560273487811173
inclusion	K	alternative_acceptor	BAHD1	chr15:40464548-40465334	+	0.136657583540503	0.136657583540503	0.136657583540503	0.136657583540503	0.152068553681396	0.152068553681396	0.152068553681396	0.171833964777761	1	1.5410970140892992
inclusion	K	alternative_acceptor	BANP	chr16:88033246-88035322	+	0.29405865442381	0.29405865442381	0.29405865442381	0.29405865442381	0.235893426580174	0.235893426580174	0.235893426580174	0.541592934035293	1	-5.8165227843636025
inclusion	K	alternative_acceptor	BAZ2A	chr12:56601099-56601179	-	0.87477474102979	0.87477474102979	0.87477474102979	0.87477474102979	0.904321891312721	0.904321891312721	0.904321891312721	0.941576995562173	1	2.9547150282930943
inclusion	K	alternative_acceptor	BBS1	chr11:66519749-66520778	+	0.544308937475632	0.544308937475632	0.544308937475632	0.544308937475632	0.288611576873398	0.288611576873398	0.288611576873398	16.4817772285382	1	-25.569736060223402
inclusion	K	alternative_acceptor	BBX	chr3:107791300-107798522	+	0.88340439543354	0.88340439543354	0.88340439543354	0.88340439543354	0.928359679485342	0.928359679485342	0.928359679485342	1.55899282326027	1	4.49552840518021
inclusion	K	alternative_acceptor	BCL10	chr1:85267983-85270617	-	0.936157445000096	0.936157445000096	0.936157445000096	0.936157445000096	0.848753345254678	0.848753345254678	0.848753345254678	6.61688540431078	1	-8.740409974541791
inclusion	K	alternative_acceptor	BCL2L1	chr20:31722349-31723734	-	0.707355256898385	0.707355256898385	0.707355256898385	0.707355256898385	0.724378595809585	0.724378595809585	0.724378595809585	0.117622391518125	1	1.7023338911200057
inclusion	K	alternative_acceptor	BCL2L12	chr19:49666800-49667018	+	0.891526875328423	0.891526875328423	0.891526875328423	0.891526875328423	0.909363214331631	0.909363214331631	0.909363214331631	0.191124536140705	1	1.783633900320794
inclusion	K	alternative_acceptor	BCLAF1	chr6:136276509-136277864	-	0.882453981052456	0.882453981052456	0.882453981052456	0.882453981052456	0.962666191810108	0.962666191810108	0.962666191810108	3.56351063263105	1	8.021221075765212
inclusion	K	alternative_acceptor	BCOR	chrX:40063953-40064335	-	0.345408632212534	0.345408632212534	0.345408632212534	0.345408632212534	0.140687425494447	0.140687425494447	0.140687425494447	7.38644823921413	1	-20.472120671808696
inclusion	K	alternative_acceptor	BEND7	chr10:13447320-13452538	-	0.272673103763033	0.272673103763033	0.272673103763033	0.272673103763033	0.275330704424863	0.275330704424863	0.275330704424863	0.000557827968805213	1	0.2657600661830024
inclusion	K	alternative_acceptor	BLOC1S2	chr10:100286333-100286604	-	0.0397404413180263	0.0397404413180263	0.0397404413180263	0.0397404413180263	0.0342136763562522	0.0342136763562522	0.0342136763562522	0.0662253347782098	1	-0.5526764961774102
inclusion	K	alternative_acceptor	BLOC1S6	chr15:45592277-45603099	+	0.816640714522966	0.816640714522966	0.816640714522966	0.816640714522966	0.832573276849186	0.832573276849186	0.832573276849186	0.0621677234016715	1	1.5932562326219966
inclusion	K	alternative_acceptor	BMP1	chr8:22176651-22176923	+	0.207236167347454	0.207236167347454	0.207236167347454	0.207236167347454	0.141520182321688	0.141520182321688	0.141520182321688	2.68892937154669	1	-6.571598502576602
inclusion	K	alternative_acceptor	BMP1	chr8:22197421-22201117	+	0.236898806950079	0.236898806950079	0.236898806950079	0.236898806950079	0.162711411430174	0.162711411430174	0.162711411430174	6.45472401360348	1	-7.418739551990498
