site	cond1	cond2	mod_cond1	mod_cond2	unmod_cond1	unmod_cond2	odds_ratio	pvalue	chrom	genome_pos	transcript_id	gene_ids	gene_name	mod_ratio_cond1	mod_ratio_cond2	delta_modratio
chr10:100364422	wtdmso	mtdmso	3	9	76	81	0.3552631578947368	0.1419390023573253	chr10	100364422	ENST00000370355.3	ENSG00000099194.6	SCD	0.0379746835443038	0.1	0.06202531645569621
chr10:100364475	wtdmso	mtdmso	3	3	85	96	1.1294117647058823	1.0	chr10	100364475	ENST00000370355.3	ENSG00000099194.6	SCD	0.03409090909090909	0.030303030303030304	-0.0037878787878787845
chr10:100364512	wtdmso	mtdmso	18	21	79	76	0.8245931283905967	0.7204701157533744	chr10	100364512	ENST00000370355.3	ENSG00000099194.6	SCD	0.18556701030927836	0.21649484536082475	0.030927835051546393
chr10:100364569	wtdmso	mtdmso	8	14	70	71	0.5795918367346938	0.2624336355923796	chr10	100364569	ENST00000370355.3	ENSG00000099194.6	SCD	0.10256410256410256	0.16470588235294117	0.062141779788838614
chr10:100364601	wtdmso	mtdmso	6	10	93	92	0.5935483870967742	0.4362460376627225	chr10	100364601	ENST00000370355.3	ENSG00000099194.6	SCD	0.06060606060606061	0.09803921568627451	0.0374331550802139
chr10:100364610	wtdmso	mtdmso	1	1	85	90	1.0588235294117647	1.0	chr10	100364610	ENST00000370355.3	ENSG00000099194.6	SCD	0.011627906976744186	0.01098901098901099	-0.000638895987733196
chr10:100364650	wtdmso	mtdmso	1	1	94	94	1.0	1.0	chr10	100364650	ENST00000370355.3	ENSG00000099194.6	SCD	0.010526315789473684	0.010526315789473684	0.0
chr10:100364725	wtdmso	mtdmso	7	12	86	85	0.5765503875968992	0.335913515101958	chr10	100364725	ENST00000370355.3	ENSG00000099194.6	SCD	0.07526881720430108	0.12371134020618557	0.048442523001884494
chr10:100523800	wtdmso	mtdmso	3	2	20	19	1.425	1.0	chr10	100523800	ENST00000299166.9	ENSG00000166136.16	NDUFB8	0.13043478260869565	0.09523809523809523	-0.035196687370600416
chr10:100523926	wtdmso	mtdmso	3	2	19	15	1.1842105263157894	1.0	chr10	100523926	ENST00000299166.9	ENSG00000166136.16	NDUFB8	0.13636363636363635	0.11764705882352941	-0.018716577540106943
chr10:100526522	wtdmso	mtdmso	5	1	22	23	5.227272727272728	0.195215958723915	chr10	100526522	ENST00000299166.9	ENSG00000166136.16	NDUFB8	0.18518518518518517	0.041666666666666664	-0.14351851851851852
chr10:100526977	wtdmso	mtdmso	4	4	22	20	0.9090909090909092	1.0	chr10	100526977	ENST00000299166.9	ENSG00000166136.16	NDUFB8	0.15384615384615385	0.16666666666666666	0.012820512820512803
chr10:100526987	wtdmso	mtdmso	8	7	18	15	0.9523809523809524	1.0	chr10	100526987	ENST00000299166.9	ENSG00000166136.16	NDUFB8	0.3076923076923077	0.3181818181818182	0.010489510489510467
chr10:100529402	wtdmso	mtdmso	5	6	21	16	0.6349206349206349	0.731674128962962	chr10	100529402	ENST00000299166.9	ENSG00000166136.16	NDUFB8	0.19230769230769232	0.2727272727272727	0.08041958041958039
chr10:100529494	wtdmso	mtdmso	1	1	24	20	0.8333333333333334	1.0	chr10	100529494	ENST00000299166.9	ENSG00000166136.16	NDUFB8	0.04	0.047619047619047616	0.007619047619047616
chr10:100529769	wtdmso	mtdmso	1	2	20	14	0.35	0.5675675675675675	chr10	100529769	ENST00000299166.9	ENSG00000166136.16	NDUFB8	0.047619047619047616	0.125	0.07738095238095238
chr10:103389058	wtdmso	mtdmso	5	3	8	7	1.4583333333333333	1.0	chr10	103389058	ENST00000309579.7	ENSG00000173915.16	ATP5MD	0.38461538461538464	0.3	-0.08461538461538465
chr10:103392371	wtdmso	mtdmso	19	8	22	17	1.8352272727272727	0.3072732629011084	chr10	103392371	ENST00000309579.7,ENST00000337003.4	ENSG00000173915.16	ATP5MD	0.4634146341463415	0.32	-0.14341463414634148
chr10:104031404	wtdmso	mtdmso	12	12	76	54	0.7105263157894737	0.5037946651594327	chr10	104031404	ENST00000433822.1,ENST00000648076.2	ENSG00000065618.21	COL17A1	0.13636363636363635	0.18181818181818182	0.04545454545454547
chr10:104031464	wtdmso	mtdmso	8	9	64	46	0.6388888888888888	0.4373460796608662	chr10	104031464	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.1111111111111111	0.16363636363636364	0.05252525252525253
chr10:104031516	wtdmso	mtdmso	11	4	60	51	2.3375	0.1783987538292048	chr10	104031516	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.15492957746478872	0.07272727272727272	-0.082202304737516
chr10:104031558	wtdmso	mtdmso	25	12	50	46	1.9166666666666667	0.1217510735589129	chr10	104031558	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.3333333333333333	0.20689655172413793	-0.1264367816091954
chr10:104031722	wtdmso	mtdmso	2	12	75	54	0.12	0.0032655435796927	chr10	104031722	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.025974025974025976	0.18181818181818182	0.15584415584415584
chr10:104031824	wtdmso	mtdmso	9	2	60	62	4.65	0.0566228706606279	chr10	104031824	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.13043478260869565	0.03125	-0.09918478260869565
chr10:104031963	wtdmso	mtdmso	18	21	52	36	0.5934065934065934	0.1833815757257187	chr10	104031963	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.2571428571428571	0.3684210526315789	0.11127819548872181
chr10:104031990	wtdmso	mtdmso	9	7	44	37	1.0811688311688312	1.0	chr10	104031990	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.16981132075471697	0.1590909090909091	-0.010720411663807883
chr10:104032023	wtdmso	mtdmso	10	11	57	40	0.6379585326953748	0.466836426037056	chr10	104032023	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.14925373134328357	0.21568627450980393	0.06643254316652036
chr10:104032084	wtdmso	mtdmso	7	3	57	43	1.760233918128655	0.516265121289128	chr10	104032084	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.109375	0.06521739130434782	-0.044157608695652176
chr10:104032126	wtdmso	mtdmso	6	5	52	34	0.7846153846153846	0.7513709492404097	chr10	104032126	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.10344827586206896	0.1282051282051282	0.02475685234305923
chr10:104032207	wtdmso	mtdmso	12	1	71	45	7.605633802816901	0.0315666634538332	chr10	104032207	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.14457831325301204	0.021739130434782608	-0.12283918281822943
chr10:104032218	wtdmso	mtdmso	6	2	72	43	1.7916666666666667	0.7091231235356787	chr10	104032218	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.07692307692307693	0.044444444444444446	-0.03247863247863248
chr10:104032698	wtdmso	mtdmso	12	6	77	31	0.8051948051948052	0.7808887850517539	chr10	104032698	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.1348314606741573	0.16216216216216217	0.02733070148800487
chr10:104032912	wtdmso	mtdmso	18	12	70	26	0.5571428571428572	0.2538893259800806	chr10	104032912	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.20454545454545456	0.3157894736842105	0.11124401913875595
chr10:104032948	wtdmso	mtdmso	3	4	76	32	0.3157894736842105	0.2026904910212181	chr10	104032948	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.0379746835443038	0.1111111111111111	0.0731364275668073
chr10:104033237	wtdmso	mtdmso	3	1	79	31	1.1772151898734178	1.0	chr10	104033237	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.036585365853658534	0.03125	-0.005335365853658534
chr10:104033257	wtdmso	mtdmso	8	2	65	28	1.7230769230769232	0.7195931525885331	chr10	104033257	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.1095890410958904	0.06666666666666667	-0.04292237442922374
chr10:104033264	wtdmso	mtdmso	6	3	71	27	0.7605633802816901	0.7082394875750458	chr10	104033264	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.07792207792207792	0.1	0.022077922077922085
chr10:104034003	wtdmso	mtdmso	6	2	68	26	1.1470588235294117	1.0	chr10	104034003	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.08108108108108109	0.07142857142857142	-0.009652509652509661
chr10:104034017	wtdmso	mtdmso	13	6	55	21	0.8272727272727273	0.7791044310877089	chr10	104034017	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.19117647058823528	0.2222222222222222	0.03104575163398693
chr10:104034267	wtdmso	mtdmso	10	6	44	17	0.6439393939393939	0.5422114661676056	chr10	104034267	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.18518518518518517	0.2608695652173913	0.07568438003220612
chr10:104034278	wtdmso	mtdmso	7	2	51	22	1.5098039215686274	1.0	chr10	104034278	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.1206896551724138	0.08333333333333333	-0.03735632183908047
chr10:104034732	wtdmso	mtdmso	7	5	46	16	0.4869565217391304	0.30306910351279	chr10	104034732	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.1320754716981132	0.23809523809523808	0.10601976639712488
chr10:104035282	wtdmso	mtdmso	9	4	44	20	1.0227272727272727	1.0	chr10	104035282	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.16981132075471697	0.16666666666666666	-0.0031446540880503138
chr10:104036532	wtdmso	mtdmso	2	2	45	17	0.3777777777777777	0.572531635031635	chr10	104036532	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.0425531914893617	0.10526315789473684	0.06270996640537513
chr10:104037635	wtdmso	mtdmso	2	3	38	17	0.2982456140350877	0.3216164314936962	chr10	104037635	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.05	0.15	0.09999999999999999
chr10:104037708	wtdmso	mtdmso	7	2	35	15	1.5	1.0	chr10	104037708	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.16666666666666666	0.11764705882352941	-0.04901960784313725
chr10:104037769	wtdmso	mtdmso	4	1	39	15	1.5384615384615383	1.0	chr10	104037769	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.09302325581395349	0.0625	-0.030523255813953487
chr10:104039460	wtdmso	mtdmso	4	2	33	14	0.8484848484848485	1.0	chr10	104039460	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.10810810810810811	0.125	0.016891891891891886
chr10:104039487	wtdmso	mtdmso	1	1	37	14	0.3783783783783784	0.4898403483309144	chr10	104039487	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.02631578947368421	0.06666666666666667	0.04035087719298246
chr10:104039502	wtdmso	mtdmso	5	3	27	9	0.5555555555555556	0.6625414123100484	chr10	104039502	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.15625	0.25	0.09375
chr10:104039979	wtdmso	mtdmso	2	1	33	15	0.9090909090909092	1.0	chr10	104039979	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.05714285714285714	0.0625	0.005357142857142859
chr10:104041318	wtdmso	mtdmso	2	2	29	11	0.3793103448275862	0.5695427657991468	chr10	104041318	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.06451612903225806	0.15384615384615385	0.08933002481389579
chr10:104042426	wtdmso	mtdmso	2	1	27	10	0.7407407407407407	1.0	chr10	104042426	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.06896551724137931	0.09090909090909091	0.021943573667711602
chr10:104043525	wtdmso	mtdmso	1	1	30	14	0.4666666666666667	1.0	chr10	104043525	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.03225806451612903	0.06666666666666667	0.034408602150537634
chr10:104043830	wtdmso	mtdmso	2	1	30	13	0.8666666666666667	1.0	chr10	104043830	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.0625	0.07142857142857142	0.008928571428571425
chr10:104043855	wtdmso	mtdmso	3	3	28	10	0.3571428571428571	0.3394137059763833	chr10	104043855	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.0967741935483871	0.23076923076923078	0.1339950372208437
chr10:104045791	wtdmso	mtdmso	2	1	28	11	0.7857142857142857	1.0	chr10	104045791	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.06666666666666667	0.08333333333333333	0.016666666666666663
chr10:104046762	wtdmso	mtdmso	1	2	27	11	0.2037037037037037	0.2317073170731707	chr10	104046762	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.03571428571428571	0.15384615384615385	0.11813186813186814
chr10:104047763	wtdmso	mtdmso	3	3	26	8	0.3076923076923077	0.3193456614509246	chr10	104047763	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.10344827586206896	0.2727272727272727	0.16927899686520376
chr10:104050104	wtdmso	mtdmso	1	2	24	8	0.1666666666666666	0.1902215431627196	chr10	104050104	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.04	0.2	0.16
chr10:104050627	wtdmso	mtdmso	1	2	21	8	0.1904761904761904	0.2237903225806451	chr10	104050627	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.045454545454545456	0.2	0.15454545454545454
chr10:104050645	wtdmso	mtdmso	1	1	11	9	0.8181818181818182	1.0	chr10	104050645	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.08333333333333333	0.1	0.016666666666666677
chr10:104259748	wtdmso	mtdmso	3	3	65	49	0.7538461538461538	1.0	chr10	104259748	ENST00000369713.10,flairiso31211-1,flairiso31217-1	ENSG00000148834.13	GSTO1	0.04411764705882353	0.057692307692307696	0.013574660633484163
chr10:104266089	wtdmso	mtdmso	17	22	57	33	0.4473684210526316	0.0521368837997972	chr10	104266089	ENST00000369713.10,flairiso31211-1,flairiso31217-1	ENSG00000148834.13	GSTO1	0.22972972972972974	0.4	0.17027027027027028
chr10:104267278	wtdmso	mtdmso	8	3	60	45	2.0	0.3588656009000013	chr10	104267278	ENST00000369713.10,flairiso31211-1,flairiso31217-1	ENSG00000148834.13	GSTO1	0.11764705882352941	0.0625	-0.05514705882352941
chr10:104267340	wtdmso	mtdmso	9	7	63	44	0.8979591836734694	1.0	chr10	104267340	ENST00000369713.10,flairiso31211-1,flairiso31217-1	ENSG00000148834.13	GSTO1	0.125	0.13725490196078433	0.012254901960784326
chr10:104267373	wtdmso	mtdmso	3	2	66	48	1.0909090909090908	1.0	chr10	104267373	ENST00000369713.10,flairiso31211-1,flairiso31217-1	ENSG00000148834.13	GSTO1	0.043478260869565216	0.04	-0.0034782608695652154
chr10:104267391	wtdmso	mtdmso	9	6	52	28	0.8076923076923077	0.7726635587573243	chr10	104267391	ENST00000369713.10,flairiso31211-1,flairiso31217-1	ENSG00000148834.13	GSTO1	0.14754098360655737	0.17647058823529413	0.028929604628736755
chr10:11870608	wtdmso	mtdmso	3	6	9	6	0.3333333333333333	0.4003230582850989	chr10	11870608	ENST00000277570.10,flairiso44598-1	ENSG00000148426.13	PROSER2	0.25	0.5	0.25
chr10:119500056	wtdmso	mtdmso	4	1	8	9	4.5	0.3233082706766917	chr10	119500056	ENST00000369103.3	ENSG00000148908.15	RGS10	0.3333333333333333	0.1	-0.2333333333333333
chr10:119500186	wtdmso	mtdmso	4	1	8	9	4.5	0.3233082706766917	chr10	119500186	ENST00000369103.3	ENSG00000148908.15	RGS10	0.3333333333333333	0.1	-0.2333333333333333
chr10:122488937	wtdmso	mtdmso	1	4	54	61	0.2824074074074074	0.3733086454920952	chr10	122488937	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.01818181818181818	0.06153846153846154	0.04335664335664336
chr10:122489487	wtdmso	mtdmso	12	17	38	37	0.6873065015479877	0.5121096313766016	chr10	122489487	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.24	0.3148148148148148	0.07481481481481483
chr10:122489497	wtdmso	mtdmso	3	2	57	64	1.6842105263157894	0.6683550850013298	chr10	122489497	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.05	0.030303030303030304	-0.0196969696969697
chr10:122489515	wtdmso	mtdmso	1	1	60	57	0.95	1.0	chr10	122489515	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.01639344262295082	0.017241379310344827	0.0008479366873940068
chr10:122489618	wtdmso	mtdmso	5	5	58	57	0.9827586206896552	1.0	chr10	122489618	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.07936507936507936	0.08064516129032258	0.0012800819252432177
chr10:122506856	wtdmso	mtdmso	2	1	58	58	2.0	1.0	chr10	122506856	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.03333333333333333	0.01694915254237288	-0.01638418079096045
chr10:122506867	wtdmso	mtdmso	1	3	65	61	0.3128205128205128	0.3614722578282365	chr10	122506867	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.015151515151515152	0.046875	0.03172348484848485
chr10:122507376	wtdmso	mtdmso	4	5	63	58	0.7365079365079366	0.7387101442155238	chr10	122507376	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.05970149253731343	0.07936507936507936	0.01966358682776593
chr10:122508755	wtdmso	mtdmso	4	1	61	62	4.065573770491803	0.3653543307086614	chr10	122508755	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.06153846153846154	0.015873015873015872	-0.04566544566544567
chr10:122511989	wtdmso	mtdmso	15	15	47	47	1.0	1.0	chr10	122511989	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.24193548387096775	0.24193548387096775	0.0
chr10:122512001	wtdmso	mtdmso	3	1	24	26	3.25	0.6104328523862375	chr10	122512001	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.1111111111111111	0.037037037037037035	-0.07407407407407407
chr10:122514232	wtdmso	mtdmso	14	19	21	22	0.7719298245614035	0.6461243752108219	chr10	122514232	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.4	0.4634146341463415	0.06341463414634146
chr10:122514291	wtdmso	mtdmso	13	10	73	87	1.5493150684931507	0.3758909666694171	chr10	122514291	ENST00000368984.8,ENST00000420892.1,flairiso31289-1	ENSG00000166033.13	HTRA1	0.1511627906976744	0.10309278350515463	-0.048070007192519776
chr10:122514376	wtdmso	mtdmso	27	38	50	49	0.6963157894736842	0.268564319973562	chr10	122514376	ENST00000368984.8,ENST00000420892.1	ENSG00000166033.13	HTRA1	0.35064935064935066	0.4367816091954023	0.08613225854605167
chr10:122514396	wtdmso	mtdmso	41	39	45	46	1.074643874643875	0.878560671685074	chr10	122514396	ENST00000368984.8,ENST00000420892.1,flairiso31289-1	ENSG00000166033.13	HTRA1	0.47674418604651164	0.4588235294117647	-0.017920656634746956
chr10:122514421	wtdmso	mtdmso	53	56	39	42	1.0192307692307692	1.0	chr10	122514421	ENST00000368984.8,ENST00000420892.1,flairiso31289-1	ENSG00000166033.13	HTRA1	0.5760869565217391	0.5714285714285714	-0.004658385093167738
chr10:122514442	wtdmso	mtdmso	19	34	69	60	0.4859335038363171	0.0346032870896416	chr10	122514442	ENST00000368984.8,ENST00000420892.1,flairiso31289-1	ENSG00000166033.13	HTRA1	0.2159090909090909	0.3617021276595745	0.14579303675048358
chr10:122514451	wtdmso	mtdmso	22	13	72	84	1.9743589743589745	0.0924841163827084	chr10	122514451	ENST00000368984.8,ENST00000420892.1,flairiso31289-1	ENSG00000166033.13	HTRA1	0.23404255319148937	0.13402061855670103	-0.10002193463478834
chr10:122514458	wtdmso	mtdmso	19	19	70	73	1.042857142857143	1.0	chr10	122514458	ENST00000368984.8,ENST00000420892.1,flairiso31289-1	ENSG00000166033.13	HTRA1	0.21348314606741572	0.20652173913043478	-0.006961406936980941
chr10:122514484	wtdmso	mtdmso	6	8	83	83	0.75	0.7821004329747938	chr10	122514484	ENST00000368984.8,ENST00000420892.1,flairiso31289-1	ENSG00000166033.13	HTRA1	0.06741573033707865	0.08791208791208792	0.02049635757500927
chr10:122514627	wtdmso	mtdmso	32	46	27	34	0.8760064412238325	0.7319114892749203	chr10	122514627	ENST00000368984.8,ENST00000420892.1,flairiso31289-1	ENSG00000166033.13	HTRA1	0.5423728813559322	0.575	0.032627118644067754
chr10:122514653	wtdmso	mtdmso	11	16	81	80	0.6790123456790124	0.4092371645590829	chr10	122514653	ENST00000368984.8,ENST00000420892.1,flairiso31289-1	ENSG00000166033.13	HTRA1	0.11956521739130435	0.16666666666666666	0.047101449275362306
chr10:122514732	wtdmso	mtdmso	49	55	36	37	0.9156565656565656	0.878630234131963	chr10	122514732	ENST00000368984.8,ENST00000420892.1,flairiso31289-1	ENSG00000166033.13	HTRA1	0.5764705882352941	0.5978260869565217	0.02135549872122766
chr10:122514787	wtdmso	mtdmso	11	9	82	89	1.3265582655826558	0.6392332737679751	chr10	122514787	ENST00000368984.8,ENST00000420892.1,flairiso31289-1	ENSG00000166033.13	HTRA1	0.11827956989247312	0.09183673469387756	-0.02644283519859557
chr10:122514868	wtdmso	mtdmso	9	17	80	78	0.5161764705882353	0.1436778246965137	chr10	122514868	ENST00000368984.8,ENST00000420892.1,flairiso31289-1	ENSG00000166033.13	HTRA1	0.10112359550561797	0.17894736842105263	0.07782377291543466
chr10:17229515	wtdmso	mtdmso	11	5	106	104	2.158490566037736	0.1982840128487568	chr10	17229515	ENST00000224237.9,flairiso30647-1,flairiso30650-1,flairiso30651-1,flairiso30654-1	ENSG00000026025.16	VIM	0.09401709401709402	0.045871559633027525	-0.04814553438406649
chr10:17229666	wtdmso	mtdmso	19	27	103	101	0.6900395541172241	0.327410343561001	chr10	17229666	ENST00000224237.9,flairiso30647-1,flairiso30648-1,flairiso30650-1,flairiso30651-1,flairiso30654-1	ENSG00000026025.16	VIM	0.1557377049180328	0.2109375	0.05519979508196721
chr10:17229675	wtdmso	mtdmso	17	21	99	103	0.8422318422318422	0.7241803691467936	chr10	17229675	ENST00000224237.9,flairiso30647-1,flairiso30648-1,flairiso30650-1,flairiso30651-1,flairiso30654-1	ENSG00000026025.16	VIM	0.14655172413793102	0.1693548387096774	0.022803114571746386
chr10:17229714	wtdmso	mtdmso	6	6	98	96	0.979591836734694	1.0	chr10	17229714	ENST00000224237.9,flairiso30647-1,flairiso30648-1,flairiso30650-1,flairiso30651-1	ENSG00000026025.16	VIM	0.057692307692307696	0.058823529411764705	0.0011312217194570096
chr10:17229756	wtdmso	mtdmso	3	2	111	113	1.527027027027027	0.683351608538689	chr10	17229756	ENST00000224237.9,flairiso30647-1,flairiso30648-1,flairiso30650-1,flairiso30651-1,flairiso30654-1	ENSG00000026025.16	VIM	0.02631578947368421	0.017391304347826087	-0.008924485125858122
chr10:17229864	wtdmso	mtdmso	12	14	138	122	0.7577639751552795	0.5414763577356101	chr10	17229864	ENST00000224237.9,flairiso30647-1,flairiso30648-1,flairiso30650-1,flairiso30651-1,flairiso30654-1	ENSG00000026025.16	VIM	0.08	0.10294117647058823	0.02294117647058823
chr10:17229906	wtdmso	mtdmso	6	2	128	121	2.8359375	0.2849830264521037	chr10	17229906	ENST00000224237.9,flairiso30647-1,flairiso30648-1,flairiso30650-1,flairiso30651-1,flairiso30654-1	ENSG00000026025.16	VIM	0.04477611940298507	0.016260162601626018	-0.028515956801359054
chr10:17229963	wtdmso	mtdmso	4	4	153	141	0.9215686274509804	1.0	chr10	17229963	ENST00000224237.9,flairiso30647-1,flairiso30648-1,flairiso30650-1,flairiso30651-1,flairiso30654-1	ENSG00000026025.16	VIM	0.025477707006369428	0.027586206896551724	0.0021084998901822957
