inclusion_exclusion	contains_novel_or_only_known_junctions	as_event_type	gene_name	gene_coordinates	strand	W1D2.S24_wtdmso_b1	W1D3.S32_wtdmso_b1	W2D2.S22_wtdmso_b1	W2D3.S30_wtdmso_b1	W1C2.S25_wtcsc_b1	W1C3.S33_wtcsc_b1	W2C2.S23_wtcsc_b1	lr	padj	dpsi
inclusion	K	alternative_acceptor	AC097634.4	chr3:70977723-70977827	-	0.511762433853863	0.511762433853863	0.511762433853863	0.511762433853863	0.463684570999081	0.463684570999081	0.463684570999081	0.3918071849547	1	-4.807786285478201
inclusion	K	alternative_acceptor	AC109460.3	chr16:28975101-28975183	+	0.844864578068508	0.844864578068508	0.844864578068508	0.844864578068508	0.848583922044798	0.848583922044798	0.848583922044798	0.00766074219245638	1	0.3719343976289906
inclusion	K	alternative_acceptor	AC118549.1	chr1:77581892-77581978	-	0.411171875303628	0.411171875303628	0.411171875303628	0.411171875303628	0.303362542225049	0.303362542225049	0.303362542225049	0.851631514784117	1	-10.7809333078579
inclusion	K	alternative_acceptor	AC244153.1	chr17:38451526-38451625	-	0.255597898172928	0.255597898172928	0.255597898172928	0.255597898172928	0.201025663074681	0.201025663074681	0.201025663074681	0.525392359477451	1	-5.457223509824697
inclusion	K	alternative_acceptor	AC245041.2	chr10:47987310-47991679	-	0.952312224085719	0.952312224085719	0.952312224085719	0.952312224085719	0.879002321692249	0.879002321692249	0.879002321692249	2.84589768291926	1	-7.330990239347003
inclusion	K	alternative_acceptor	ACAD11	chr3:132579057-132579491	-	0.0652285513590507	0.0652285513590507	0.0652285513590507	0.0652285513590507	0.0298309714286126	0.0298309714286126	0.0298309714286126	1.91631144123494	1	-3.53975799304381
inclusion	K	alternative_acceptor	ACADVL	chr17:7220198-7220463	+	0.98801404437631	0.98801404437631	0.98801404437631	0.98801404437631	0.968800768850795	0.968800768850795	0.968800768850795	2.02162344232602	1	-1.921327552551503
inclusion	K	alternative_acceptor	ACADVL	chr17:7224394-7224479	+	0.951663735037847	0.951663735037847	0.951663735037847	0.951663735037847	0.957243031802391	0.957243031802391	0.957243031802391	0.164442352212063	1	0.5579296764544068
inclusion	K	alternative_acceptor	ACD	chr16:67660046-67660121	-	0.878634918584936	0.878634918584936	0.878634918584936	0.878634918584936	0.875043388264789	0.875043388264789	0.875043388264789	0.00712141054282256	1	-0.35915303201470294
inclusion	K	alternative_acceptor	ACLY	chr17:41913901-41918879	-	0.0957471144614984	0.0957471144614984	0.0957471144614984	0.0957471144614984	0.0979598693044332	0.0979598693044332	0.0979598693044332	0.0104046405940608	1	0.22127548429348032
inclusion	K	alternative_acceptor	ACOT8	chr20:45843773-45844262	-	0.0565694429744397	0.0565694429744397	0.0565694429744397	0.0565694429744397	0.0567358159871755	0.0567358159871755	0.0567358159871755	7.68065801821649e-05	1	0.01663730127358054
inclusion	K	alternative_acceptor	ADAM15	chr1:155051466-155052670	+	0.978431044429845	0.978431044429845	0.978431044429845	0.978431044429845	0.98235721294774	0.98235721294774	0.98235721294774	0.111393450988544	1	0.3926168517895121
inclusion	K	alternative_acceptor	ADAM15	chr1:155054507-155055789	+	0.993357555030994	0.993357555030994	0.993357555030994	0.993357555030994	0.98878887444129	0.98878887444129	0.98878887444129	0.658484077648609	1	-0.45686805897038596
inclusion	K	alternative_acceptor	ADAM17	chr2:9526265-9527785	-	0.0413152682464089	0.0413152682464089	0.0413152682464089	0.0413152682464089	0.0261095207269301	0.0261095207269301	0.0261095207269301	0.797933958337126	1	-1.5205747519478798
inclusion	K	alternative_acceptor	ADAMTSL5	chr19:1510734-1510844	-	0.226662565335761	0.226662565335761	0.226662565335761	0.226662565335761	0.211571551818309	0.211571551818309	0.211571551818309	0.0339645541042728	1	-1.5091013517452012
inclusion	K	alternative_acceptor	ADAP1	chr7:900617-904125	-	0.934064021046891	0.934064021046891	0.934064021046891	0.934064021046891	0.924464763399382	0.924464763399382	0.924464763399382	0.105069283557441	1	-0.9599257647509063
inclusion	K	alternative_acceptor	ADAR	chr1:154596996-154597122	-	0.981199440315803	0.981199440315803	0.981199440315803	0.981199440315803	0.988863292784215	0.988863292784215	0.988863292784215	0.793295114948705	1	0.766385246841196
inclusion	K	alternative_acceptor	ADCY3	chr2:24826130-24827545	-	0.0288951721310074	0.0288951721310074	0.0288951721310074	0.0288951721310074	0.028037852503022	0.028037852503022	0.028037852503022	0.00278724585132295	1	-0.08573196279853956
inclusion	K	alternative_acceptor	ADCY3	chr2:24828162-24830708	-	0.848685549973461	0.848685549973461	0.848685549973461	0.848685549973461	0.859177038178657	0.859177038178657	0.859177038178657	0.0757241274177431	1	1.049148820519605
inclusion	K	alternative_acceptor	ADGRG1	chr16:57628803-57641586	+	0.0926560792293647	0.0926560792293647	0.0926560792293647	0.0926560792293647	0.0530227632733015	0.0530227632733015	0.0530227632733015	0.631055587031142	1	-3.96333159560632
inclusion	K	alternative_acceptor	ADGRG1	chr16:57650352-57651199	+	0.898817111516482	0.898817111516482	0.898817111516482	0.898817111516482	0.954949105630671	0.954949105630671	0.954949105630671	3.63810099478906	1	5.613199411418904
inclusion	K	alternative_acceptor	ADGRG1	chr16:57657492-57659394	+	0.204746293236789	0.204746293236789	0.204746293236789	0.204746293236789	0.216817919795889	0.216817919795889	0.216817919795889	0.107640735879613	1	1.2071626559099968
inclusion	K	alternative_acceptor	ADSL	chr22:40360493-40361087	+	0.00399574020465727	0.00399574020465727	0.00399574020465727	0.00399574020465727	0.0158257322851655	0.0158257322851655	0.0158257322851655	3.48130312256399	1	1.1829992080508231
inclusion	K	alternative_acceptor	AFDN	chr6:167864747-167870382	+	0.419778802264195	0.419778802264195	0.419778802264195	0.419778802264195	0.416352126653246	0.416352126653246	0.416352126653246	0.00389753738818399	1	-0.34266756109489904
inclusion	K	alternative_acceptor	AFDN	chr6:167870499-167872213	+	0.431519211267923	0.431519211267923	0.431519211267923	0.431519211267923	0.447934339240029	0.447934339240029	0.447934339240029	0.0862668840627521	1	1.641512797210602
inclusion	K	alternative_acceptor	AFDN	chr6:167952188-167962432	+	0.368771552212624	0.368771552212624	0.368771552212624	0.368771552212624	0.32000546245023	0.32000546245023	0.32000546245023	0.987857022003936	1	-4.876608976239403
inclusion	K	alternative_acceptor	AFF1	chr4:87047595-87084119	+	0.589006698419068	0.589006698419068	0.589006698419068	0.589006698419068	0.631375825359661	0.631375825359661	0.631375825359661	0.128313613727755	1	4.236912694059292
inclusion	K	alternative_acceptor	AFTPH	chr2:64585546-64591884	+	0.292123621207255	0.292123621207255	0.292123621207255	0.292123621207255	0.245809902204169	0.245809902204169	0.245809902204169	0.538280683278572	1	-4.631371900308597
inclusion	K	alternative_acceptor	AGFG1	chr2:227552118-227553703	+	0.614838089237547	0.614838089237547	0.614838089237547	0.614838089237547	0.639459944310357	0.639459944310357	0.639459944310357	0.305488660143055	1	2.4621855072809993
inclusion	K	alternative_acceptor	AHDC1	chr1:27553291-27558304	-	0.0825776910663644	0.0825776910663644	0.0825776910663644	0.0825776910663644	0.0817039917119877	0.0817039917119877	0.0817039917119877	0.000579590212964831	1	-0.08736993543767113
inclusion	K	alternative_acceptor	AHDC1	chr1:27603495-27603727	-	0.565520653467214	0.565520653467214	0.565520653467214	0.565520653467214	0.54533613505011	0.54533613505011	0.54533613505011	0.0392637063139318	1	-2.0184518417104016
inclusion	K	alternative_acceptor	AKR1B1	chr7:134449136-134449719	-	0.0111008800168381	0.0111008800168381	0.0111008800168381	0.0111008800168381	0.0100035426737561	0.0100035426737561	0.0100035426737561	0.0355705082038185	1	-0.1097337343082001
inclusion	K	alternative_acceptor	AKR1C1	chr10:4963529-4965913	+	0.986144692130099	0.986144692130099	0.986144692130099	0.986144692130099	0.993677267422753	0.993677267422753	0.993677267422753	1.50389075377461	1	0.7532575292653974
inclusion	K	alternative_acceptor	AKTIP	chr16:53492523-53492692	-	0.357044518873264	0.357044518873264	0.357044518873264	0.357044518873264	0.368608188027195	0.368608188027195	0.368608188027195	0.0175274050440066	1	1.1563669153931002
inclusion	K	alternative_acceptor	AL033529.1	chr1:32595224-32600086	+	0.77343270386333	0.77343270386333	0.77343270386333	0.77343270386333	0.701665250159482	0.701665250159482	0.701665250159482	0.890255755158705	1	-7.176745370384793
inclusion	K	alternative_acceptor	AL162258.1	chr1:153631112-153632033	-	0.364877170975042	0.364877170975042	0.364877170975042	0.364877170975042	0.255433693715965	0.255433693715965	0.255433693715965	1.31098793861361	1	-10.9443477259077
inclusion	K	alternative_acceptor	ALAS1	chr3:52198849-52199209	+	0.834357596600325	0.834357596600325	0.834357596600325	0.834357596600325	0.797024879150848	0.797024879150848	0.797024879150848	0.376208317826013	1	-3.7332717449477
inclusion	K	alternative_acceptor	ALG12	chr22:49904507-49907720	-	0.879217915452446	0.879217915452446	0.879217915452446	0.879217915452446	0.952721663978604	0.952721663978604	0.952721663978604	1.95855427213678	1	7.350374852615801
inclusion	K	alternative_acceptor	ALKBH2	chr12:109092938-109093246	-	0.686717398320155	0.686717398320155	0.686717398320155	0.686717398320155	0.591872275827612	0.591872275827612	0.591872275827612	2.8341236952856	1	-9.484512249254301
inclusion	K	alternative_acceptor	ALS2CL	chr3:46675977-46676244	-	0.482367807431232	0.482367807431232	0.482367807431232	0.482367807431232	0.405729901846809	0.405729901846809	0.405729901846809	1.40120839753217	1	-7.663790558442294
inclusion	K	alternative_acceptor	ALS2CL	chr3:46681599-46682028	-	0.836566459275636	0.836566459275636	0.836566459275636	0.836566459275636	0.793692532441602	0.793692532441602	0.793692532441602	0.966585931100781	1	-4.287392683403397
inclusion	K	alternative_acceptor	ANAPC15	chr11:72109941-72110087	-	0.0249391155107359	0.0249391155107359	0.0249391155107359	0.0249391155107359	0.0209254523508238	0.0209254523508238	0.0209254523508238	0.0729337091052003	1	-0.40136631599121
inclusion	K	alternative_acceptor	ANAPC15	chr11:72111287-72111411	-	0.263939947576541	0.263939947576541	0.263939947576541	0.263939947576541	0.2225423698301	0.2225423698301	0.2225423698301	0.49458135720397	1	-4.139757774644099
inclusion	K	alternative_acceptor	ANAPC5	chr12:121328498-121330582	-	0.706865747353364	0.706865747353364	0.706865747353364	0.706865747353364	0.684427913184084	0.684427913184084	0.684427913184084	0.237167799497911	1	-2.243783416928011
inclusion	K	alternative_acceptor	ANKHD1	chr5:140436258-140438460	+	0.862392609945094	0.862392609945094	0.862392609945094	0.862392609945094	0.891299786564658	0.891299786564658	0.891299786564658	0.403623606168367	1	2.8907176619564012
inclusion	K	alternative_acceptor	ANKHD1	chr5:140485733-140486957	+	0.894142331369416	0.894142331369416	0.894142331369416	0.894142331369416	0.88966548235753	0.88966548235753	0.88966548235753	0.0116478550608008	1	-0.4476849011886088
inclusion	K	alternative_acceptor	ANKHD1	chr5:140535539-140537337	+	0.695605036704948	0.695605036704948	0.695605036704948	0.695605036704948	0.75095705936341	0.75095705936341	0.75095705936341	1.75725542037162	1	5.535202265846195
inclusion	K	alternative_acceptor	ANKRD11	chr16:89317079-89418283	-	0.301618896885154	0.301618896885154	0.301618896885154	0.301618896885154	0.282878132360727	0.282878132360727	0.282878132360727	0.088904928447846	1	-1.8740764524426972
inclusion	K	alternative_acceptor	ANKRD13A	chr12:110025824-110027704	+	0.652393432334268	0.652393432334268	0.652393432334268	0.652393432334268	0.806020883840153	0.806020883840153	0.806020883840153	3.22990866250325	1	15.362745150588495
inclusion	K	alternative_acceptor	ANKRD17	chr4:73135266-73139530	-	0.653059677192865	0.653059677192865	0.653059677192865	0.653059677192865	0.632881956881709	0.632881956881709	0.632881956881709	0.0624777559730774	1	-2.017772031115598
inclusion	K	alternative_acceptor	ANKS6	chr9:98756607-98768080	-	0.197209335843795	0.197209335843795	0.197209335843795	0.197209335843795	0.120831921121104	0.120831921121104	0.120831921121104	2.35901322004111	1	-7.637741472269099
inclusion	K	alternative_acceptor	ANP32E	chr1:150220762-150223185	-	0.848937073813118	0.848937073813118	0.848937073813118	0.848937073813118	0.863575728467483	0.863575728467483	0.863575728467483	0.0437439111099138	1	1.4638654654364984
inclusion	K	alternative_acceptor	ANTKMT	chr16:721942-722083	+	0.429379522112046	0.429379522112046	0.429379522112046	0.429379522112046	0.425114072251005	0.425114072251005	0.425114072251005	0.00364401312435803	1	-0.42654498610410485
inclusion	K	alternative_acceptor	AP000547.3	chr22:16611894-16613984	+	0.317606212069418	0.317606212069418	0.317606212069418	0.317606212069418	0.321913389282237	0.321913389282237	0.321913389282237	0.00769458226704955	1	0.4307177212818978
inclusion	K	alternative_acceptor	AP2A2	chr11:984754-985431	+	0.129961887929498	0.129961887929498	0.129961887929498	0.129961887929498	0.129594089491569	0.129594089491569	0.129594089491569	0.000236873114772607	1	-0.03677984379289967
inclusion	K	alternative_acceptor	AP3D1	chr19:2112968-2113335	-	0.136042987481291	0.136042987481291	0.136042987481291	0.136042987481291	0.144377848669991	0.144377848669991	0.144377848669991	0.118862438823271	1	0.8334861188699989
inclusion	K	alternative_acceptor	APBB2	chr4:40825971-40827131	-	0.934299279397371	0.934299279397371	0.934299279397371	0.934299279397371	0.944529356005794	0.944529356005794	0.944529356005794	0.115969671902349	1	1.0230076608423104
inclusion	K	alternative_acceptor	APEX1	chr14:20456861-20456990	+	0.966921400373377	0.966921400373377	0.966921400373377	0.966921400373377	0.947139213314481	0.947139213314481	0.947139213314481	1.56542304130926	1	-1.9782187058896028
inclusion	K	alternative_acceptor	API5	chr11:43335995-43342427	+	0.258943618635016	0.258943618635016	0.258943618635016	0.258943618635016	0.260945416396084	0.260945416396084	0.260945416396084	0.00205402887422679	1	0.20017977610679694
inclusion	K	alternative_acceptor	APRT	chr16:88809841-88810069	-	0.832860569421337	0.832860569421337	0.832860569421337	0.832860569421337	0.830915651159366	0.830915651159366	0.830915651159366	0.00628453231183812	1	-0.19449182619709404
inclusion	K	alternative_acceptor	ARHGAP5	chr14:32094387-32117139	+	0.491242768281625	0.491242768281625	0.491242768281625	0.491242768281625	0.528177925395448	0.528177925395448	0.528177925395448	0.25699032388161	1	3.6935157113822967
inclusion	K	alternative_acceptor	ARHGEF2	chr1:155965132-155965302	-	0.502333927985069	0.502333927985069	0.502333927985069	0.502333927985069	0.482249788368663	0.482249788368663	0.482249788368663	0.278096328067477	1	-2.0084139616406063
inclusion	K	alternative_acceptor	ARID1A	chr1:26772633-26772811	+	0.216327296759667	0.216327296759667	0.216327296759667	0.216327296759667	0.158738338375092	0.158738338375092	0.158738338375092	1.09535934135874	1	-5.7588958384575015
inclusion	K	alternative_acceptor	ARID1B	chr6:157189781-157190037	+	0.884902818404771	0.884902818404771	0.884902818404771	0.884902818404771	0.879085836855382	0.879085836855382	0.879085836855382	0.00836400598609544	1	-0.5816981549389055
inclusion	K	alternative_acceptor	ARMCX3	chrX:101623277-101623785	+	0.228508297903245	0.228508297903245	0.228508297903245	0.228508297903245	0.203521849007618	0.203521849007618	0.203521849007618	0.186348997548976	1	-2.4986448895627014
inclusion	K	alternative_acceptor	ARMCX5-GPRASP2	chrX:102599573-102599705	+	0.468858220369094	0.468858220369094	0.468858220369094	0.468858220369094	0.659768148676273	0.659768148676273	0.659768148676273	2.43723381151642	1	19.090992830717894
inclusion	K	alternative_acceptor	ARNTL	chr11:13369768-13372162	+	0.333212454704752	0.333212454704752	0.333212454704752	0.333212454704752	0.349798135346433	0.349798135346433	0.349798135346433	0.0394427143035045	1	1.6585680641680938
inclusion	K	alternative_acceptor	ARPC1B	chr7:99392877-99394028	+	0.968229189181882	0.968229189181882	0.968229189181882	0.968229189181882	0.971955140973166	0.971955140973166	0.971955140973166	0.119171202084544	1	0.3725951791283961
inclusion	K	alternative_acceptor	ARRB2	chr17:4720473-4720549	+	0.0338002866152372	0.0338002866152372	0.0338002866152372	0.0338002866152372	0.0317760443057555	0.0317760443057555	0.0317760443057555	0.0220619665633421	1	-0.20242423094817008
inclusion	K	alternative_acceptor	ARRDC1	chr9:137613770-137614031	+	0.939283933589464	0.939283933589464	0.939283933589464	0.939283933589464	0.921707323153264	0.921707323153264	0.921707323153264	0.548335531390876	1	-1.7576610436200042
inclusion	K	alternative_acceptor	ASB8	chr12:48153530-48157458	-	0.637278582187348	0.637278582187348	0.637278582187348	0.637278582187348	0.605015949386102	0.605015949386102	0.605015949386102	0.132553756772495	1	-3.2262632801245985
inclusion	K	alternative_acceptor	ATG13	chr11:46617891-46618259	+	0.713314203533277	0.713314203533277	0.713314203533277	0.713314203533277	0.758876968400766	0.758876968400766	0.758876968400766	0.288051411928564	1	4.556276486748899
inclusion	K	alternative_acceptor	ATL2	chr2:38296591-38298143	-	0.273512608658231	0.273512608658231	0.273512608658231	0.273512608658231	0.270548665719693	0.270548665719693	0.270548665719693	0.00197551255951112	1	-0.2963942938538011
inclusion	K	alternative_acceptor	ATP13A1	chr19:19654145-19654542	-	0.855534703724868	0.855534703724868	0.855534703724868	0.855534703724868	0.882879034123574	0.882879034123574	0.882879034123574	0.391613649785995	1	2.734433039870609
inclusion	K	alternative_acceptor	ATP13A2	chr1:17000535-17002033	-	0.8343441950732	0.8343441950732	0.8343441950732	0.8343441950732	0.876619432555956	0.876619432555956	0.876619432555956	1.91856155249934	1	4.227523748275601
inclusion	K	alternative_acceptor	ATP13A2	chr1:17004412-17004706	-	0.892050228996346	0.892050228996346	0.892050228996346	0.892050228996346	0.917104923333774	0.917104923333774	0.917104923333774	0.485026187026506	1	2.505469433742803
inclusion	K	alternative_acceptor	ATP5F1D	chr19:1244186-1244314	+	0.98751735608722	0.98751735608722	0.98751735608722	0.98751735608722	0.988896820479066	0.988896820479066	0.988896820479066	0.015526760411376	1	0.1379464391846028
inclusion	K	alternative_acceptor	ATP5F1D	chr19:1244441-1244690	+	0.189638661530305	0.189638661530305	0.189638661530305	0.189638661530305	0.174778289603441	0.174778289603441	0.174778289603441	0.228692922952177	1	-1.4860371926864033
inclusion	K	alternative_acceptor	ATP6AP2	chrX:40581103-40588985	+	0.790821996935457	0.790821996935457	0.790821996935457	0.790821996935457	0.751868168375831	0.751868168375831	0.751868168375831	0.166630888984628	1	-3.8953828559625805
inclusion	K	alternative_acceptor	ATXN2	chr12:111510583-111513356	-	0.909836144587863	0.909836144587863	0.909836144587863	0.909836144587863	0.951495155739987	0.951495155739987	0.951495155739987	1.53027098932353	1	4.165901115212392
inclusion	K	alternative_acceptor	ATXN2L	chr16:28830791-28830961	+	0.956512438635383	0.956512438635383	0.956512438635383	0.956512438635383	0.95506870597564	0.95506870597564	0.95506870597564	0.00878481176914647	1	-0.1443732659742949
inclusion	K	alternative_acceptor	AURKAIP1	chr1:1374591-1374704	-	0.0116049565143448	0.0116049565143448	0.0116049565143448	0.0116049565143448	0.0122614137112901	0.0122614137112901	0.0122614137112901	0.0101081946995691	1	0.06564571969453015
inclusion	K	alternative_acceptor	AZI2	chr3:28331955-28332368	-	0.199175992679877	0.199175992679877	0.199175992679877	0.199175992679877	0.184502274088533	0.184502274088533	0.184502274088533	0.0779833894177955	1	-1.4673718591343992
inclusion	K	alternative_acceptor	B3GAT3	chr11:62615800-62616505	-	0.765605516230356	0.765605516230356	0.765605516230356	0.765605516230356	0.699849395386658	0.699849395386658	0.699849395386658	2.38345506956284	1	-6.575612084369794
inclusion	K	alternative_acceptor	B4GALNT1	chr12:57627892-57628121	-	0.445055884434429	0.445055884434429	0.445055884434429	0.445055884434429	0.477650666064264	0.477650666064264	0.477650666064264	0.0727344689518077	1	3.2594781629834984
inclusion	K	alternative_acceptor	B4GALNT4	chr11:380020-380100	+	0.0427872595353172	0.0427872595353172	0.0427872595353172	0.0427872595353172	0.039304448681063	0.039304448681063	0.039304448681063	0.0252072081957522	1	-0.3482810854254197
inclusion	K	alternative_acceptor	B4GALT7	chr5:177604542-177607282	+	0.0800720681691248	0.0800720681691248	0.0800720681691248	0.0800720681691248	0.0724986714374336	0.0724986714374336	0.0724986714374336	0.0909353753668256	1	-0.7573396731691187
inclusion	K	alternative_acceptor	BABAM1	chr19:17267528-17268755	+	0.472321522693997	0.472321522693997	0.472321522693997	0.472321522693997	0.528927525632489	0.528927525632489	0.528927525632489	1.47299219231536	1	5.6606002938492
inclusion	K	alternative_acceptor	BAG3	chr10:119672657-119676463	+	0.674457120005955	0.674457120005955	0.674457120005955	0.674457120005955	0.716962486846299	0.716962486846299	0.716962486846299	1.71845715743075	1	4.250536684034401
inclusion	K	alternative_acceptor	BAG6	chr6:31643978-31644081	-	0.662794504731775	0.662794504731775	0.662794504731775	0.662794504731775	0.65486209217754	0.65486209217754	0.65486209217754	0.0536272391382226	1	-0.79324125542351
inclusion	K	alternative_acceptor	BAHCC1	chr17:81460707-81460865	+	0.477990316042555	0.477990316042555	0.477990316042555	0.477990316042555	0.547310429515455	0.547310429515455	0.547310429515455	0.289010223928528	1	6.932011347290008
inclusion	K	alternative_acceptor	BAHD1	chr15:40464548-40465334	+	0.137203756631663	0.137203756631663	0.137203756631663	0.137203756631663	0.123802343009355	0.123802343009355	0.123802343009355	0.137287418447158	1	-1.340141362230801
inclusion	K	alternative_acceptor	BANP	chr16:88033246-88035322	+	0.293991399758894	0.293991399758894	0.293991399758894	0.293991399758894	0.297267423607885	0.297267423607885	0.297267423607885	0.00167808724779661	1	0.32760238489910165
inclusion	K	alternative_acceptor	BAZ2A	chr12:56601099-56601179	-	0.874681489519617	0.874681489519617	0.874681489519617	0.874681489519617	0.891918610200436	0.891918610200436	0.891918610200436	0.297212861927619	1	1.7237120680818947
inclusion	K	alternative_acceptor	BBS1	chr11:66519749-66520778	+	0.545090561918697	0.545090561918697	0.545090561918697	0.545090561918697	0.748138215429292	0.748138215429292	0.748138215429292	3.14083669230399	1	20.30476535105951
inclusion	K	alternative_acceptor	BBX	chr3:107791300-107798522	+	0.879954455340021	0.879954455340021	0.879954455340021	0.879954455340021	0.88720753110868	0.88720753110868	0.88720753110868	0.0253159680783028	1	0.7253075768659016
inclusion	K	alternative_acceptor	BCL10	chr1:85267983-85270617	-	0.932319958293109	0.932319958293109	0.932319958293109	0.932319958293109	0.932916393897521	0.932916393897521	0.932916393897521	0.0002972839783979	1	0.059643560441202226
inclusion	K	alternative_acceptor	BCL2L1	chr20:31722349-31723734	-	0.70646473730832	0.70646473730832	0.70646473730832	0.70646473730832	0.806416289971867	0.806416289971867	0.806416289971867	4.03600284934964	1	9.9951552663547
inclusion	K	alternative_acceptor	BCL2L12	chr19:49666800-49667018	+	0.891563122484596	0.891563122484596	0.891563122484596	0.891563122484596	0.89640408641125	0.89640408641125	0.89640408641125	0.0140212003821034	1	0.48409639266540694
inclusion	K	alternative_acceptor	BCLAF1	chr6:136276509-136277864	-	0.88380260612726	0.88380260612726	0.88380260612726	0.88380260612726	0.89364667810812	0.89364667810812	0.89364667810812	0.0365129151002748	1	0.9844071980860036
inclusion	K	alternative_acceptor	BCOR	chrX:40063953-40064335	-	0.352414670183209	0.352414670183209	0.352414670183209	0.352414670183209	0.231832895504523	0.231832895504523	0.231832895504523	1.3530029052788	1	-12.0581774678686
inclusion	K	alternative_acceptor	BEND7	chr10:13447320-13452538	-	0.275386897105665	0.275386897105665	0.275386897105665	0.275386897105665	0.342492117081036	0.342492117081036	0.342492117081036	0.362068706080095	1	6.7105219975371
inclusion	K	alternative_acceptor	BLOC1S2	chr10:100286333-100286604	-	0.0444151952345569	0.0444151952345569	0.0444151952345569	0.0444151952345569	0.0578773122312311	0.0578773122312311	0.0578773122312311	0.181416521013034	1	1.3462116996674194
inclusion	K	alternative_acceptor	BLOC1S6	chr15:45592277-45603099	+	0.810101348572159	0.810101348572159	0.810101348572159	0.810101348572159	0.796007971354624	0.796007971354624	0.796007971354624	0.0289399544352591	1	-1.4093377217535021
inclusion	K	alternative_acceptor	BMP1	chr8:22176651-22176923	+	0.205610018089331	0.205610018089331	0.205610018089331	0.205610018089331	0.278833989742292	0.278833989742292	0.278833989742292	3.42735817056382	1	7.322397165296103
inclusion	K	alternative_acceptor	BMP1	chr8:22197421-22201117	+	0.237404094434031	0.237404094434031	0.237404094434031	0.237404094434031	0.184895397377632	0.184895397377632	0.184895397377632	2.6975538562092	1	-5.2508697056399
