site	cond1	cond2	mod_cond1	mod_cond2	unmod_cond1	unmod_cond2	odds_ratio	pvalue	chrom	genome_pos	transcript_id	gene_ids	gene_name	mod_ratio_cond1	mod_ratio_cond2	delta_modratio
chr10:104032912	wtdmso	wtcsc	18	13	70	80	1.5824175824175823	0.3239538276352102	chr10	104032912	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.20454545454545456	0.13978494623655913	-0.06476050830889543
chr10:104032948	wtdmso	wtcsc	3	7	76	83	0.4680451127819549	0.3396865372129086	chr10	104032948	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.0379746835443038	0.07777777777777778	0.03980309423347398
chr10:104033237	wtdmso	wtcsc	3	5	79	81	0.6151898734177215	0.7204891848253832	chr10	104033237	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.036585365853658534	0.05813953488372093	0.021554169030062395
chr10:104033248	wtdmso	wtcsc	3	4	65	69	0.7961538461538461	1.0	chr10	104033248	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.04411764705882353	0.0547945205479452	0.01067687348912167
chr10:104033257	wtdmso	wtcsc	8	15	65	66	0.5415384615384615	0.257959002110202	chr10	104033257	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.1095890410958904	0.18518518518518517	0.07559614408929477
chr10:104033264	wtdmso	wtcsc	6	25	71	60	0.2028169014084507	0.0005456504742475	chr10	104033264	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.07792207792207792	0.29411764705882354	0.21619556913674562
chr10:104034003	wtdmso	wtcsc	6	7	68	69	0.8697478991596639	1.0	chr10	104034003	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.08108108108108109	0.09210526315789473	0.011024182076813646
chr10:104034017	wtdmso	wtcsc	13	21	55	53	0.5965367965367966	0.2392140947206696	chr10	104034017	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.19117647058823528	0.28378378378378377	0.09260731319554849
chr10:104034081	wtdmso	wtcsc	4	2	62	75	2.419354838709677	0.4147312213680995	chr10	104034081	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.06060606060606061	0.025974025974025976	-0.03463203463203463
chr10:104034267	wtdmso	wtcsc	10	11	44	59	1.21900826446281	0.809944648132876	chr10	104034267	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.18518518518518517	0.15714285714285714	-0.028042328042328035
chr10:104034278	wtdmso	wtcsc	7	11	51	60	0.7486631016042781	0.6192366252091365	chr10	104034278	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.1206896551724138	0.15492957746478872	0.03423992229237492
chr10:104034732	wtdmso	wtcsc	7	11	46	52	0.7193675889328063	0.611945436526389	chr10	104034732	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.1320754716981132	0.1746031746031746	0.04252770290506139
chr10:104035282	wtdmso	wtcsc	9	8	44	45	1.150568181818182	1.0	chr10	104035282	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.16981132075471697	0.1509433962264151	-0.018867924528301883
chr10:104035347	wtdmso	wtcsc	1	3	49	50	0.3401360544217687	0.6181983703795851	chr10	104035347	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.02	0.05660377358490566	0.03660377358490566
chr10:104035506	wtdmso	wtcsc	2	1	43	55	2.558139534883721	0.584158415841584	chr10	104035506	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.044444444444444446	0.017857142857142856	-0.02658730158730159
chr10:104036532	wtdmso	wtcsc	2	5	45	46	0.4088888888888889	0.4386043311221185	chr10	104036532	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.0425531914893617	0.09803921568627451	0.05548602419691281
chr10:104037064	wtdmso	wtcsc	2	3	38	47	0.8245614035087719	1.0	chr10	104037064	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.05	0.06	0.009999999999999995
chr10:104037635	wtdmso	wtcsc	2	1	38	42	2.210526315789474	0.6068828158161098	chr10	104037635	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.05	0.023255813953488372	-0.02674418604651163
chr10:104037683	wtdmso	wtcsc	1	2	41	46	0.5609756097560976	1.0	chr10	104037683	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.023809523809523808	0.041666666666666664	0.017857142857142856
chr10:104037708	wtdmso	wtcsc	7	7	35	41	1.1714285714285717	1.0	chr10	104037708	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.16666666666666666	0.14583333333333334	-0.020833333333333315
chr10:104037769	wtdmso	wtcsc	4	4	39	45	1.1538461538461535	1.0	chr10	104037769	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.09302325581395349	0.08163265306122448	-0.011390602752729004
chr10:104039449	wtdmso	wtcsc	2	4	35	32	0.4571428571428571	0.4296781283292369	chr10	104039449	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.05405405405405406	0.1111111111111111	0.05705705705705705
chr10:104039460	wtdmso	wtcsc	4	3	33	34	1.3737373737373737	1.0	chr10	104039460	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.10810810810810811	0.08108108108108109	-0.02702702702702703
chr10:104039502	wtdmso	wtcsc	5	5	27	29	1.0740740740740742	1.0	chr10	104039502	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.15625	0.14705882352941177	-0.00919117647058823
chr10:104039979	wtdmso	wtcsc	2	5	33	32	0.3878787878787879	0.4303874838910165	chr10	104039979	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.05714285714285714	0.13513513513513514	0.07799227799227801
chr10:104041318	wtdmso	wtcsc	2	1	29	27	1.862068965517241	1.0	chr10	104041318	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.06451612903225806	0.03571428571428571	-0.02880184331797235
chr10:104042426	wtdmso	wtcsc	2	3	27	27	0.6666666666666666	1.0	chr10	104042426	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.06896551724137931	0.1	0.031034482758620696
chr10:104043525	wtdmso	wtcsc	1	2	30	26	0.4333333333333333	0.5994955243163431	chr10	104043525	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.03225806451612903	0.07142857142857142	0.03917050691244239
chr10:104043543	wtdmso	wtcsc	4	6	27	22	0.5432098765432098	0.4942696510990634	chr10	104043543	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.12903225806451613	0.21428571428571427	0.08525345622119815
chr10:104043830	wtdmso	wtcsc	2	5	30	26	0.3466666666666667	0.2565186235942732	chr10	104043830	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.0625	0.16129032258064516	0.09879032258064516
chr10:104043855	wtdmso	wtcsc	3	7	28	23	0.3520408163265306	0.1821619323253479	chr10	104043855	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.0967741935483871	0.23333333333333334	0.13655913978494624
chr10:104045791	wtdmso	wtcsc	2	4	28	28	0.5	0.6724236264459426	chr10	104045791	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.06666666666666667	0.125	0.058333333333333334
chr10:104046762	wtdmso	wtcsc	1	3	27	26	0.3209876543209876	0.6114832535885169	chr10	104046762	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.03571428571428571	0.10344827586206896	0.06773399014778325
chr10:104047763	wtdmso	wtcsc	3	5	26	24	0.5538461538461539	0.70570179863947	chr10	104047763	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.10344827586206896	0.1724137931034483	0.06896551724137932
chr10:104047805	wtdmso	wtcsc	4	1	25	28	4.48	0.3524720893141945	chr10	104047805	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.13793103448275862	0.034482758620689655	-0.10344827586206896
chr10:104050104	wtdmso	wtcsc	1	2	24	14	0.2916666666666667	0.5497185741088181	chr10	104050104	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.04	0.125	0.08499999999999999
chr10:104050120	wtdmso	wtcsc	2	1	24	16	1.3333333333333333	1.0	chr10	104050120	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.07692307692307693	0.058823529411764705	-0.018099547511312222
chr10:104050627	wtdmso	wtcsc	1	1	21	16	0.7619047619047619	1.0	chr10	104050627	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.045454545454545456	0.058823529411764705	0.01336898395721925
chr10:104050645	wtdmso	wtcsc	1	3	11	10	0.303030303030303	0.5930434782608693	chr10	104050645	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.08333333333333333	0.23076923076923078	0.14743589743589747
chr10:104050863	wtdmso	wtcsc	2	5	21	9	0.1714285714285714	0.0800511137323281	chr10	104050863	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.08695652173913043	0.35714285714285715	0.2701863354037267
chr10:104052203	wtdmso	wtcsc	1	2	9	11	0.6111111111111112	1.0	chr10	104052203	ENST00000648076.2	ENSG00000065618.21	COL17A1	0.1	0.15384615384615385	0.05384615384615385
chr10:104259748	wtdmso	wtcsc	3	4	65	108	1.2461538461538462	1.0	chr10	104259748	ENST00000369713.10,flairiso31211-1,flairiso31217-1	ENSG00000148834.13	GSTO1	0.04411764705882353	0.03571428571428571	-0.00840336134453782
chr10:104266089	wtdmso	wtcsc	17	34	57	91	0.7982456140350878	0.6147144079046871	chr10	104266089	ENST00000369713.10,flairiso31211-1,flairiso31217-1	ENSG00000148834.13	GSTO1	0.22972972972972974	0.272	0.04227027027027028
chr10:104267272	wtdmso	wtcsc	1	2	66	110	0.8333333333333334	1.0	chr10	104267272	ENST00000369713.10,flairiso31211-1,flairiso31217-1	ENSG00000148834.13	GSTO1	0.014925373134328358	0.017857142857142856	0.0029317697228144982
chr10:104267278	wtdmso	wtcsc	8	16	60	110	0.9166666666666666	1.0	chr10	104267278	ENST00000369713.10,flairiso31211-1,flairiso31217-1	ENSG00000148834.13	GSTO1	0.11764705882352941	0.12698412698412698	0.009337068160597567
chr10:104267340	wtdmso	wtcsc	9	14	63	112	1.1428571428571428	0.8193269230257085	chr10	104267340	ENST00000369713.10,flairiso31211-1,flairiso31217-1	ENSG00000148834.13	GSTO1	0.125	0.1111111111111111	-0.013888888888888895
chr10:104267373	wtdmso	wtcsc	3	10	66	109	0.4954545454545455	0.3794522305972461	chr10	104267373	ENST00000369713.10,flairiso31211-1,flairiso31217-1	ENSG00000148834.13	GSTO1	0.043478260869565216	0.08403361344537816	0.04055535257581294
chr10:104267391	wtdmso	wtcsc	9	29	52	93	0.5550397877984085	0.1797146798907686	chr10	104267391	ENST00000369713.10,flairiso31211-1,flairiso31217-1	ENSG00000148834.13	GSTO1	0.14754098360655737	0.23770491803278687	0.0901639344262295
chr10:11870608	wtdmso	wtcsc	3	11	9	12	0.3636363636363636	0.2816351501668521	chr10	11870608	ENST00000277570.10,flairiso44598-1	ENSG00000148426.13	PROSER2	0.25	0.4782608695652174	0.2282608695652174
chr10:119499975	wtdmso	wtcsc	2	2	11	20	1.818181818181818	0.6176470588235293	chr10	119499975	ENST00000369103.3	ENSG00000148908.15	RGS10	0.15384615384615385	0.09090909090909091	-0.06293706293706294
chr10:119500018	wtdmso	wtcsc	3	14	9	6	0.1428571428571428	0.0268801083329303	chr10	119500018	ENST00000369103.3	ENSG00000148908.15	RGS10	0.25	0.7	0.44999999999999996
chr10:119500056	wtdmso	wtcsc	4	5	8	15	1.5	0.6959869940960043	chr10	119500056	ENST00000369103.3	ENSG00000148908.15	RGS10	0.3333333333333333	0.25	-0.08333333333333331
chr10:119500094	wtdmso	wtcsc	5	9	5	10	1.1111111111111112	1.0	chr10	119500094	ENST00000369103.3	ENSG00000148908.15	RGS10	0.5	0.47368421052631576	-0.026315789473684237
chr10:119500186	wtdmso	wtcsc	4	4	8	20	2.5	0.3974219721258914	chr10	119500186	ENST00000369103.3	ENSG00000148908.15	RGS10	0.3333333333333333	0.16666666666666666	-0.16666666666666666
chr10:119500209	wtdmso	wtcsc	4	5	8	16	1.6	0.6904594848977497	chr10	119500209	ENST00000369103.3	ENSG00000148908.15	RGS10	0.3333333333333333	0.23809523809523808	-0.09523809523809523
chr10:119515512	wtdmso	wtcsc	1	1	10	20	2.0	1.0	chr10	119515512	ENST00000369103.3	ENSG00000148908.15	RGS10	0.09090909090909091	0.047619047619047616	-0.043290043290043295
chr10:119515544	wtdmso	wtcsc	1	4	10	19	0.475	1.0	chr10	119515544	ENST00000369103.3	ENSG00000148908.15	RGS10	0.09090909090909091	0.17391304347826086	0.08300395256916995
chr10:122488937	wtdmso	wtcsc	1	5	54	76	0.2814814814814815	0.4007761832988264	chr10	122488937	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.01818181818181818	0.06172839506172839	0.04354657687991021
chr10:122489487	wtdmso	wtcsc	12	28	38	50	0.5639097744360902	0.1758563156981244	chr10	122489487	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.24	0.358974358974359	0.11897435897435898
chr10:122489497	wtdmso	wtcsc	3	5	57	78	0.8210526315789474	1.0	chr10	122489497	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.05	0.060240963855421686	0.010240963855421684
chr10:122489515	wtdmso	wtcsc	1	6	60	79	0.2194444444444444	0.2392596773504452	chr10	122489515	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.01639344262295082	0.07058823529411765	0.05419479267116682
chr10:122489618	wtdmso	wtcsc	5	12	58	83	0.5962643678160919	0.437273424228335	chr10	122489618	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.07936507936507936	0.12631578947368421	0.046950710108604854
chr10:12249616	wtdmso	wtcsc	2	2	8	8	1.0	1.0	chr10	12249616	ENST00000281141.9	ENSG00000151465.14	CDC123	0.2	0.2	0.0
chr10:122506856	wtdmso	wtcsc	2	2	58	87	1.5	1.0	chr10	122506856	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.03333333333333333	0.02247191011235955	-0.010861423220973783
chr10:122506867	wtdmso	wtcsc	1	2	65	91	0.7	1.0	chr10	122506867	ENST00000368984.8	ENSG00000166033.13	HTRA1	0.015151515151515152	0.021505376344086023	0.006353861192570871
